Breed,Breed Size,Sex,Age,Weight (lbs),Spay/Neuter Status,Daily Activity Level,Daily Walk Distance (miles),Other Pets in Household,Seizures,Hours of Sleep,Play Time (hrs),Owner Activity Level,Annual Vet Visits,Average Temperature (F)
Boxer,Medium,Male,8.0,60.0,Spayed,Low,1.0,Yes,No,12.0,2.0,Very Active,1.0,53.0
Siberian Husky,Medium,Female,8.0,42.0,Spayed,Low,3.0,Yes,No,14.0,3.0,Active,1.0,96.0
Australian Shepherd,Medium,Male,13.0,74.0,Neutered,Active,3.0,Yes,No,11.0,3.0,Moderate,2.0,71.0
Australian Shepherd,Medium,Male,8.0,38.0,Spayed,Active,4.0,Yes,No,8.0,2.0,Very Active,2.0,79.0
Boxer,Medium,Male,6.0,47.0,Spayed,Active,1.0,Yes,No,10.0,4.0,Very Active,1.0,64.0
Bulldog,Medium,Female,3.0,25.0,Spayed,Moderate,2.0,No,No,12.0,0.0,Low,1.0,67.0
Boxer,Medium,Male,12.0,50.0,Spayed,Very Active,0.0,No,No,12.0,1.0,Very Active,4.0,64.0
Boxer,Medium,Male,1.0,43.0,Spayed,Very Active,4.0,No,Yes,12.0,1.0,Moderate,2.0,57.0
Bulldog,Medium,Female,9.0,64.0,Spayed,Active,3.0,Yes,No,12.0,3.0,Moderate,3.0,48.0
Bulldog,Medium,Male,2.0,58.0,Spayed,Moderate,1.0,Yes,No,11.0,1.0,Moderate,3.0,64.0
Siberian Husky,Medium,Male,1.0,51.0,Spayed,Very Active,2.0,Yes,No,10.0,2.0,Active,2.0,76.0
Boxer,Medium,Female,13.0,58.0,Spayed,Moderate,3.0,No,No,14.0,2.0,Very Active,0.0,45.0
Bulldog,Medium,Female,8.0,53.0,Spayed,Low,2.0,No,No,8.0,2.0,Active,0.0,77.0
Siberian Husky,Medium,Male,13.0,34.0,Spayed,Low,6.0,Yes,No,11.0,0.0,Active,2.0,42.0
Australian Shepherd,Medium,Female,13.0,38.0,Spayed,Moderate,3.0,Yes,No,11.0,2.0,Moderate,1.0,70.0
Siberian Husky,Medium,Female,4.0,62.0,Spayed,Very Active,2.0,Yes,No,10.0,1.0,Very Active,3.0,73.0
Australian Shepherd,Medium,Male,6.0,61.0,Spayed,Moderate,1.0,Yes,No,13.0,0.0,Very Active,2.0,48.0
Boxer,Medium,Female,4.0,57.0,Neutered,Moderate,3.0,Yes,No,14.0,0.0,Low,0.0,100.0
Boxer,Medium,Male,7.0,38.0,Spayed,Active,0.0,No,No,13.0,3.0,Very Active,2.0,42.0
Bulldog,Medium,Male,2.0,55.0,Spayed,Moderate,4.0,No,No,8.0,2.0,Moderate,1.0,48.0
Siberian Husky,Medium,Female,5.0,46.0,Spayed,Active,3.0,Yes,No,10.0,4.0,Very Active,0.0,52.0
Bulldog,Medium,Female,8.0,67.0,Neutered,Active,3.0,Yes,No,14.0,2.0,Very Active,1.0,47.0
Australian Shepherd,Medium,Male,13.0,59.0,Spayed,Very Active,1.0,No,No,9.0,1.0,Active,2.0,60.0
Bulldog,Medium,Male,12.0,60.0,Spayed,Active,0.0,No,No,11.0,1.0,Active,3.0,70.0
Bulldog,Medium,Male,3.0,37.0,Spayed,Active,3.0,No,No,9.0,2.0,Very Active,0.0,70.0
Boxer,Medium,Female,12.0,49.0,Neutered,Active,2.0,No,No,11.0,1.0,Very Active,2.0,64.0
Boxer,Medium,Male,11.0,35.0,Spayed,Very Active,4.0,Yes,No,12.0,4.0,Very Active,3.0,69.0
Bulldog,Medium,Male,4.0,63.0,Spayed,Active,1.0,No,No,11.0,1.0,Very Active,0.0,72.0
Siberian Husky,Medium,Male,13.0,59.0,Neutered,Low,3.0,Yes,No,14.0,3.0,Very Active,1.0,63.0
Australian Shepherd,Medium,Female,9.0,37.0,Spayed,Low,3.0,No,No,11.0,1.0,Low,0.0,60.0
Siberian Husky,Medium,Female,7.0,59.0,Spayed,Low,2.0,No,No,12.0,0.0,Moderate,1.0,70.0
Siberian Husky,Medium,Male,4.0,42.0,Spayed,Active,2.0,No,No,13.0,3.0,Moderate,1.0,65.0
Bulldog,Medium,Male,6.0,71.0,Neutered,Very Active,2.0,No,No,12.0,2.0,Active,0.0,91.0
Bulldog,Medium,Male,6.0,47.0,Spayed,Active,4.0,No,No,12.0,0.0,Active,1.0,51.0
Siberian Husky,Medium,Male,10.0,40.0,Spayed,Low,4.0,Yes,No,13.0,0.0,Low,1.0,64.0
Australian Shepherd,Medium,Female,6.0,64.0,Spayed,Active,1.0,No,No,11.0,2.0,Low,2.0,40.0
Bulldog,Medium,Female,9.0,39.0,Spayed,Active,1.0,No,No,10.0,2.0,Moderate,0.0,69.0
Bulldog,Medium,Male,1.0,76.0,Spayed,Very Active,2.0,Yes,No,12.0,0.0,Very Active,4.0,75.0
Australian Shepherd,Medium,Female,2.0,57.0,Neutered,Active,5.0,No,No,12.0,2.0,Very Active,2.0,54.0
Siberian Husky,Medium,Female,12.0,73.0,Spayed,Moderate,0.0,No,No,12.0,1.0,Low,1.0,77.0
Bulldog,Medium,Male,2.0,38.0,Spayed,Very Active,2.0,Yes,No,10.0,3.0,Very Active,1.0,51.0
Bulldog,Medium,Male,5.0,59.0,Spayed,Low,2.0,Yes,No,11.0,2.0,Low,2.0,91.0
Siberian Husky,Medium,Female,1.0,37.0,Spayed,Active,1.0,No,No,10.0,0.0,Moderate,3.0,64.0
Australian Shepherd,Medium,Male,9.0,50.0,Spayed,Active,0.0,Yes,No,13.0,2.0,Very Active,2.0,69.0
Boxer,Medium,Male,2.0,56.0,Neutered,Moderate,2.0,Yes,No,14.0,3.0,Active,0.0,58.0
Siberian Husky,Medium,Male,9.0,50.0,Spayed,Active,4.0,No,No,8.0,2.0,Very Active,2.0,62.0
Australian Shepherd,Medium,Female,11.0,69.0,Spayed,Low,1.0,Yes,No,12.0,1.0,Moderate,4.0,54.0
Bulldog,Medium,Female,8.0,53.0,Spayed,Active,1.0,Yes,No,14.0,2.0,Very Active,2.0,45.0
Australian Shepherd,Medium,Male,11.0,40.0,Spayed,Active,4.0,Yes,No,13.0,1.0,Very Active,4.0,79.0
Bulldog,Medium,Female,11.0,39.0,Neutered,Active,3.0,Yes,No,10.0,2.0,Moderate,4.0,82.0
Boxer,Medium,Male,3.0,37.0,Neutered,Active,4.0,Yes,No,12.0,2.0,Very Active,4.0,64.0
Bulldog,Medium,Male,5.0,51.0,Spayed,Very Active,5.0,Yes,No,8.0,3.0,Active,1.0,83.0
Boxer,Medium,Male,6.0,58.0,Spayed,Moderate,4.0,Yes,No,13.0,2.0,Low,2.0,59.0
Boxer,Medium,Female,3.0,69.0,Spayed,Active,1.0,Yes,No,10.0,3.0,Active,2.0,93.0
Australian Shepherd,Medium,Female,13.0,58.0,Neutered,Active,5.0,Yes,No,11.0,1.0,Very Active,3.0,61.0
Boxer,Medium,Female,3.0,45.0,Spayed,Active,2.0,Yes,No,11.0,2.0,Active,1.0,54.0
Australian Shepherd,Medium,Male,12.0,44.0,Spayed,Moderate,4.0,No,No,11.0,2.0,Low,2.0,47.0
Bulldog,Medium,Male,7.0,44.0,Spayed,Moderate,5.0,Yes,No,11.0,2.0,Very Active,1.0,77.0
Siberian Husky,Medium,Male,12.0,74.0,Spayed,Active,2.0,No,No,11.0,1.0,Very Active,2.0,53.0
Australian Shepherd,Medium,Male,6.0,45.0,Spayed,Active,5.0,No,No,12.0,1.0,Low,4.0,93.0
Siberian Husky,Medium,Female,9.0,80.0,Spayed,Active,2.0,Yes,No,10.0,3.0,Low,1.0,47.0
Boxer,Medium,Male,4.0,46.0,Spayed,Very Active,3.0,No,No,11.0,0.0,Active,2.0,55.0
Australian Shepherd,Medium,Female,6.0,56.0,Spayed,Active,4.0,Yes,No,10.0,1.0,Very Active,1.0,57.0
Siberian Husky,Medium,Male,3.0,35.0,Spayed,Low,3.0,Yes,No,9.0,0.0,Very Active,2.0,65.0
Bulldog,Medium,Male,8.0,22.0,Neutered,Moderate,0.0,No,No,11.0,1.0,Active,1.0,48.0
Australian Shepherd,Medium,Female,4.0,51.0,Spayed,Moderate,5.0,Yes,No,11.0,2.0,Active,1.0,65.0
Siberian Husky,Medium,Female,8.0,55.0,Neutered,Active,4.0,No,No,11.0,3.0,Very Active,1.0,72.0
Siberian Husky,Medium,Male,7.0,42.0,Spayed,Active,3.0,Yes,No,10.0,0.0,Very Active,3.0,63.0
Bulldog,Medium,Female,9.0,42.0,Spayed,Low,3.0,No,No,12.0,1.0,Moderate,1.0,85.0
Boxer,Medium,Male,10.0,60.0,Neutered,Moderate,2.0,Yes,No,12.0,2.0,Very Active,1.0,63.0
Boxer,Medium,Female,5.0,78.0,Spayed,Very Active,3.0,No,No,10.0,0.0,Very Active,0.0,55.0
Bulldog,Medium,Male,5.0,81.0,Spayed,Moderate,6.0,Yes,No,10.0,0.0,Moderate,1.0,39.0
Bulldog,Medium,Male,11.0,41.0,Spayed,Active,1.0,Yes,No,14.0,0.0,Very Active,2.0,91.0
Bulldog,Medium,Female,6.0,34.0,Spayed,Very Active,3.0,Yes,No,11.0,1.0,Moderate,2.0,64.0
Siberian Husky,Medium,Male,8.0,66.0,Neutered,Low,0.0,Yes,No,8.0,2.0,Moderate,1.0,58.0
Boxer,Medium,Female,6.0,55.0,Spayed,Very Active,5.0,Yes,No,11.0,2.0,Active,1.0,66.0
Boxer,Medium,Female,8.0,59.0,Spayed,Moderate,2.0,No,No,9.0,0.0,Very Active,4.0,54.0
Bulldog,Medium,Male,9.0,46.0,Spayed,Active,4.0,Yes,No,12.0,3.0,Active,3.0,63.0
Boxer,Medium,Male,8.0,50.0,Spayed,Active,3.0,Yes,No,14.0,1.0,Active,0.0,53.0
Boxer,Medium,Male,12.0,43.0,Spayed,Active,2.0,Yes,No,14.0,1.0,Low,1.0,85.0
Boxer,Medium,Male,5.0,43.0,Neutered,Low,1.0,Yes,No,11.0,0.0,Moderate,1.0,61.0
Boxer,Medium,Male,2.0,56.0,Spayed,Low,0.0,No,No,12.0,1.0,Moderate,2.0,50.0
Siberian Husky,Medium,Female,4.0,44.0,Spayed,Active,2.0,Yes,No,10.0,2.0,Very Active,2.0,75.0
Siberian Husky,Medium,Female,6.0,44.0,Spayed,Active,3.0,Yes,No,9.0,3.0,Active,1.0,66.0
Bulldog,Medium,Male,9.0,57.0,Spayed,Active,3.0,Yes,No,11.0,1.0,Very Active,1.0,52.0
Australian Shepherd,Medium,Female,5.0,36.0,Neutered,Very Active,3.0,No,No,10.0,0.0,Moderate,1.0,57.0
Australian Shepherd,Medium,Female,7.0,56.0,Neutered,Low,2.0,Yes,No,11.0,2.0,Very Active,2.0,90.0
Siberian Husky,Medium,Male,13.0,39.0,Neutered,Moderate,2.0,Yes,No,14.0,2.0,Low,2.0,57.0
Australian Shepherd,Medium,Female,10.0,68.0,Neutered,Active,5.0,Yes,No,10.0,2.0,Low,2.0,78.0
Boxer,Medium,Female,2.0,50.0,Spayed,Moderate,4.0,No,No,10.0,2.0,Very Active,1.0,57.0
Boxer,Medium,Male,6.0,37.0,Spayed,Moderate,4.0,No,No,11.0,2.0,Low,2.0,70.0
Boxer,Medium,Male,4.0,57.0,Spayed,Active,5.0,Yes,No,10.0,2.0,Very Active,1.0,72.0
Australian Shepherd,Medium,Female,4.0,38.0,Neutered,Very Active,3.0,Yes,No,11.0,2.0,Low,3.0,47.0
Bulldog,Medium,Female,5.0,46.0,Spayed,Low,4.0,Yes,No,11.0,0.0,Very Active,2.0,91.0
Boxer,Medium,Male,2.0,47.0,Spayed,Moderate,4.0,Yes,No,11.0,1.0,Very Active,2.0,48.0
Siberian Husky,Medium,Male,6.0,35.0,Spayed,Active,2.0,Yes,No,11.0,2.0,Very Active,0.0,81.0
Australian Shepherd,Medium,Female,5.0,42.0,Spayed,Moderate,2.0,No,No,12.0,2.0,Very Active,0.0,30.0
Bulldog,Medium,Male,3.0,48.0,Spayed,Moderate,3.0,Yes,No,10.0,3.0,Very Active,1.0,48.0
Boxer,Medium,Male,3.0,75.0,Spayed,Very Active,2.0,No,No,14.0,0.0,Very Active,0.0,57.0
Bulldog,Medium,Male,7.0,78.0,Neutered,Very Active,0.0,Yes,No,9.0,3.0,Active,3.0,84.0
Australian Shepherd,Medium,Female,7.0,83.0,Spayed,Active,1.0,No,No,12.0,0.0,Very Active,1.0,70.0
Australian Shepherd,Medium,Female,8.0,29.0,Neutered,Moderate,3.0,Yes,No,9.0,2.0,Very Active,1.0,56.0
Boxer,Medium,Female,7.0,72.0,Spayed,Very Active,4.0,Yes,No,10.0,3.0,Moderate,0.0,50.0
Australian Shepherd,Medium,Female,12.0,50.0,Spayed,Active,1.0,No,No,10.0,2.0,Low,2.0,66.0
Bulldog,Medium,Female,3.0,39.0,Neutered,Active,0.0,No,No,9.0,3.0,Very Active,1.0,63.0
Australian Shepherd,Medium,Male,6.0,38.0,Neutered,Active,4.0,Yes,No,14.0,2.0,Moderate,1.0,61.0
Bulldog,Medium,Female,4.0,46.0,Spayed,Active,0.0,Yes,No,11.0,1.0,Very Active,0.0,60.0
Australian Shepherd,Medium,Female,6.0,57.0,Spayed,Moderate,1.0,Yes,No,11.0,3.0,Very Active,1.0,64.0
Boxer,Medium,Female,1.0,48.0,Spayed,Active,2.0,Yes,No,13.0,0.0,Very Active,2.0,68.0
Bulldog,Medium,Female,8.0,44.0,Spayed,Active,4.0,Yes,No,11.0,2.0,Moderate,1.0,73.0
Bulldog,Medium,Female,2.0,50.0,Neutered,Low,0.0,No,No,10.0,1.0,Active,2.0,79.0
Bulldog,Medium,Female,10.0,74.0,Spayed,Active,2.0,Yes,No,9.0,0.0,Active,1.0,93.0
Australian Shepherd,Medium,Female,1.0,37.0,Neutered,Active,1.0,No,No,12.0,1.0,Very Active,2.0,100.0
Boxer,Medium,Male,1.0,67.0,Neutered,Active,3.0,Yes,No,8.0,1.0,Active,3.0,59.0
Boxer,Medium,Female,1.0,67.0,Spayed,Active,1.0,No,No,11.0,0.0,Low,0.0,72.0
Siberian Husky,Medium,Female,13.0,72.0,Neutered,Moderate,1.0,No,No,10.0,0.0,Active,3.0,40.0
Australian Shepherd,Medium,Female,9.0,54.0,Spayed,Moderate,0.0,Yes,No,9.0,1.0,Active,1.0,78.0
Bulldog,Medium,Female,3.0,36.0,Spayed,Active,2.0,Yes,No,11.0,2.0,Low,2.0,44.0
Bulldog,Medium,Male,6.0,72.0,Neutered,Active,4.0,Yes,No,11.0,3.0,Very Active,1.0,80.0
Boxer,Medium,Male,1.0,39.0,Spayed,Active,2.0,Yes,No,9.0,1.0,Moderate,2.0,54.0
Australian Shepherd,Medium,Male,3.0,63.0,Spayed,Low,3.0,No,No,13.0,2.0,Active,2.0,63.0
Siberian Husky,Medium,Male,5.0,66.0,Spayed,Low,1.0,Yes,No,10.0,2.0,Moderate,3.0,57.0
Australian Shepherd,Medium,Female,1.0,43.0,Spayed,Active,5.0,No,No,9.0,1.0,Very Active,2.0,64.0
Boxer,Medium,Female,6.0,56.0,Spayed,Active,0.0,No,No,11.0,1.0,Very Active,4.0,44.0
Australian Shepherd,Medium,Male,10.0,35.0,Spayed,Active,4.0,Yes,No,9.0,0.0,Very Active,3.0,64.0
Bulldog,Medium,Male,11.0,45.0,Spayed,Active,3.0,Yes,No,9.0,0.0,Very Active,2.0,51.0
Australian Shepherd,Medium,Male,13.0,57.0,Neutered,Moderate,4.0,No,No,9.0,2.0,Low,1.0,64.0
Bulldog,Medium,Female,2.0,70.0,Neutered,Moderate,3.0,No,No,11.0,1.0,Active,4.0,62.0
Siberian Husky,Medium,Male,2.0,49.0,Spayed,Active,2.0,Yes,No,11.0,3.0,Very Active,2.0,64.0
Australian Shepherd,Medium,Female,8.0,58.0,Spayed,Very Active,3.0,No,No,11.0,1.0,Active,1.0,49.0
Boxer,Medium,Male,13.0,77.0,Neutered,Active,1.0,Yes,No,11.0,1.0,Active,2.0,60.0
Australian Shepherd,Medium,Male,11.0,55.0,Spayed,Active,2.0,Yes,No,12.0,2.0,Very Active,1.0,30.0
Boxer,Medium,Female,6.0,36.0,Neutered,Very Active,1.0,Yes,No,13.0,1.0,Low,4.0,91.0
Boxer,Medium,Female,8.0,48.0,Spayed,Low,3.0,No,No,13.0,1.0,Very Active,1.0,88.0
Boxer,Medium,Male,1.0,50.0,Spayed,Low,2.0,No,No,12.0,1.0,Low,3.0,54.0
Australian Shepherd,Medium,Female,6.0,57.0,Spayed,Moderate,4.0,No,No,11.0,3.0,Active,4.0,77.0
Boxer,Medium,Female,12.0,66.0,Neutered,Very Active,4.0,Yes,No,10.0,3.0,Moderate,1.0,69.0
Bulldog,Medium,Male,6.0,78.0,Spayed,Active,3.0,Yes,No,13.0,3.0,Very Active,2.0,38.0
Boxer,Medium,Female,1.0,43.0,Spayed,Moderate,4.0,No,No,13.0,2.0,Low,2.0,94.0
Siberian Husky,Medium,Female,5.0,29.0,Spayed,Moderate,4.0,No,No,12.0,2.0,Moderate,0.0,72.0
Bulldog,Medium,Male,11.0,45.0,Spayed,Active,3.0,Yes,No,10.0,2.0,Very Active,0.0,92.0
Siberian Husky,Medium,Female,11.0,59.0,Spayed,Moderate,3.0,Yes,No,12.0,0.0,Active,4.0,69.0
Siberian Husky,Medium,Male,7.0,37.0,Spayed,Active,2.0,Yes,No,10.0,0.0,Moderate,2.0,53.0
Siberian Husky,Medium,Male,12.0,65.0,Spayed,Active,3.0,No,No,10.0,1.0,Moderate,2.0,77.0
Boxer,Medium,Female,9.0,33.0,Neutered,Active,0.0,Yes,Yes,12.0,2.0,Moderate,0.0,53.0
Australian Shepherd,Medium,Female,3.0,49.0,Spayed,Active,2.0,Yes,No,11.0,2.0,Active,2.0,68.0
Bulldog,Medium,Female,2.0,68.0,Neutered,Active,4.0,No,No,9.0,2.0,Very Active,0.0,92.0
Bulldog,Medium,Male,4.0,68.0,Spayed,Very Active,3.0,Yes,No,12.0,4.0,Active,1.0,75.0
Bulldog,Medium,Male,3.0,64.0,Spayed,Active,1.0,No,No,12.0,2.0,Very Active,1.0,69.0
Bulldog,Medium,Male,2.0,24.0,Spayed,Active,2.0,Yes,No,9.0,1.0,Low,4.0,68.0
Australian Shepherd,Medium,Male,12.0,29.0,Neutered,Low,3.0,Yes,No,12.0,2.0,Low,3.0,76.0
Siberian Husky,Medium,Male,8.0,59.0,Neutered,Low,0.0,Yes,No,11.0,2.0,Moderate,3.0,67.0
Boxer,Medium,Male,3.0,70.0,Spayed,Active,1.0,No,No,9.0,1.0,Very Active,2.0,64.0
Australian Shepherd,Medium,Female,2.0,49.0,Spayed,Active,1.0,No,No,9.0,1.0,Active,0.0,69.0
Siberian Husky,Medium,Female,7.0,55.0,Spayed,Active,3.0,Yes,No,12.0,1.0,Moderate,0.0,32.0
Australian Shepherd,Medium,Female,13.0,60.0,Neutered,Active,2.0,Yes,No,12.0,2.0,Very Active,1.0,45.0
Bulldog,Medium,Female,2.0,44.0,Spayed,Very Active,0.0,No,Yes,14.0,2.0,Moderate,0.0,86.0
Bulldog,Medium,Female,6.0,74.0,Spayed,Very Active,3.0,No,No,8.0,2.0,Very Active,1.0,44.0
Bulldog,Medium,Male,5.0,52.0,Neutered,Very Active,0.0,No,No,12.0,3.0,Moderate,1.0,61.0
Boxer,Medium,Female,6.0,33.0,Spayed,Moderate,5.0,No,No,12.0,1.0,Very Active,1.0,51.0
Australian Shepherd,Medium,Male,7.0,47.0,Spayed,Low,6.0,Yes,No,11.0,3.0,Active,1.0,67.0
Boxer,Medium,Female,2.0,43.0,Spayed,Active,5.0,No,No,11.0,0.0,Active,2.0,57.0
Australian Shepherd,Medium,Female,3.0,28.0,Spayed,Moderate,3.0,Yes,No,10.0,3.0,Very Active,0.0,39.0
Bulldog,Medium,Male,5.0,57.0,Spayed,Active,4.0,No,No,10.0,0.0,Very Active,3.0,43.0
Australian Shepherd,Medium,Male,11.0,47.0,Neutered,Low,2.0,Yes,No,13.0,2.0,Moderate,1.0,83.0
Bulldog,Medium,Male,5.0,47.0,Spayed,Active,4.0,Yes,No,11.0,1.0,Very Active,1.0,55.0
Siberian Husky,Medium,Female,5.0,33.0,Spayed,Low,1.0,No,No,11.0,2.0,Active,1.0,68.0
Australian Shepherd,Medium,Female,11.0,41.0,Neutered,Moderate,4.0,No,No,14.0,2.0,Moderate,1.0,73.0
Siberian Husky,Medium,Female,6.0,51.0,Spayed,Active,5.0,Yes,No,13.0,1.0,Moderate,2.0,84.0
Siberian Husky,Medium,Female,5.0,41.0,Spayed,Low,3.0,Yes,No,12.0,2.0,Very Active,1.0,68.0
Siberian Husky,Medium,Male,7.0,30.0,Spayed,Active,5.0,No,No,10.0,2.0,Very Active,2.0,70.0
Bulldog,Medium,Male,6.0,28.0,Neutered,Very Active,1.0,No,No,12.0,3.0,Moderate,3.0,76.0
Boxer,Medium,Male,13.0,34.0,Spayed,Low,1.0,No,No,10.0,3.0,Low,3.0,81.0
Bulldog,Medium,Male,5.0,25.0,Neutered,Low,1.0,Yes,No,11.0,0.0,Moderate,1.0,75.0
Siberian Husky,Medium,Male,2.0,28.0,Neutered,Low,2.0,Yes,No,13.0,1.0,Very Active,1.0,41.0
Siberian Husky,Medium,Male,5.0,47.0,Neutered,Active,2.0,No,No,9.0,1.0,Low,1.0,61.0
Boxer,Medium,Female,13.0,22.0,Spayed,Active,2.0,No,No,11.0,2.0,Moderate,2.0,83.0
Siberian Husky,Medium,Female,8.0,61.0,Spayed,Very Active,0.0,Yes,No,11.0,3.0,Active,3.0,46.0
Boxer,Medium,Female,1.0,50.0,Spayed,Very Active,2.0,Yes,No,11.0,2.0,Very Active,4.0,56.0
Boxer,Medium,Female,10.0,69.0,Neutered,Low,0.0,Yes,No,13.0,1.0,Active,2.0,71.0
Australian Shepherd,Medium,Male,9.0,31.0,Neutered,Low,2.0,Yes,No,9.0,0.0,Very Active,1.0,76.0
Siberian Husky,Medium,Female,4.0,38.0,Spayed,Active,2.0,No,No,14.0,2.0,Active,2.0,75.0
Siberian Husky,Medium,Male,10.0,31.0,Spayed,Active,4.0,No,No,11.0,1.0,Moderate,2.0,37.0
Bulldog,Medium,Female,2.0,36.0,Neutered,Active,4.0,No,No,11.0,2.0,Low,0.0,60.0
Siberian Husky,Medium,Male,3.0,31.0,Neutered,Active,3.0,No,No,11.0,1.0,Very Active,2.0,62.0
Boxer,Medium,Female,3.0,50.0,Spayed,Active,3.0,No,No,10.0,2.0,Very Active,3.0,58.0
Bulldog,Medium,Female,9.0,55.0,Neutered,Moderate,1.0,Yes,No,10.0,0.0,Very Active,2.0,59.0
Boxer,Medium,Male,9.0,56.0,Neutered,Low,2.0,Yes,No,11.0,2.0,Very Active,4.0,63.0
Siberian Husky,Medium,Female,9.0,40.0,Spayed,Very Active,3.0,No,No,14.0,1.0,Moderate,2.0,65.0
Bulldog,Medium,Male,9.0,75.0,Neutered,Active,2.0,Yes,No,14.0,1.0,Very Active,1.0,59.0
Bulldog,Medium,Male,9.0,40.0,Neutered,Active,2.0,No,No,12.0,2.0,Very Active,0.0,78.0
Bulldog,Medium,Male,10.0,39.0,Spayed,Active,3.0,No,No,11.0,2.0,Active,1.0,69.0
Bulldog,Medium,Male,2.0,48.0,Spayed,Very Active,3.0,Yes,No,9.0,0.0,Very Active,1.0,31.0
Boxer,Medium,Female,1.0,34.0,Spayed,Active,3.0,Yes,No,14.0,1.0,Active,0.0,46.0
Siberian Husky,Medium,Male,6.0,41.0,Neutered,Active,1.0,No,No,11.0,2.0,Active,2.0,58.0
Australian Shepherd,Medium,Female,6.0,45.0,Neutered,Active,3.0,No,No,14.0,2.0,Active,0.0,60.0
Australian Shepherd,Medium,Male,10.0,38.0,Neutered,Moderate,4.0,No,No,10.0,2.0,Moderate,2.0,58.0
Australian Shepherd,Medium,Male,8.0,51.0,Spayed,Very Active,3.0,No,No,11.0,1.0,Low,0.0,31.0
Boxer,Medium,Female,4.0,43.0,Neutered,Active,2.0,Yes,No,12.0,0.0,Very Active,2.0,80.0
Boxer,Medium,Female,2.0,55.0,Neutered,Low,1.0,Yes,No,13.0,0.0,Active,2.0,52.0
Bulldog,Medium,Female,2.0,60.0,Spayed,Low,3.0,No,No,12.0,3.0,Moderate,1.0,70.0
Bulldog,Medium,Male,7.0,50.0,Neutered,Moderate,1.0,Yes,No,11.0,1.0,Moderate,2.0,50.0
Bulldog,Medium,Female,1.0,33.0,Neutered,Very Active,3.0,No,No,11.0,0.0,Very Active,4.0,60.0
Australian Shepherd,Medium,Female,12.0,48.0,Spayed,Moderate,3.0,No,No,11.0,2.0,Very Active,2.0,66.0
Bulldog,Medium,Male,6.0,42.0,Spayed,Active,4.0,No,Yes,11.0,2.0,Very Active,2.0,42.0
Australian Shepherd,Medium,Female,12.0,43.0,Neutered,Active,4.0,Yes,No,11.0,1.0,Very Active,1.0,58.0
Bulldog,Medium,Female,11.0,25.0,Neutered,Very Active,1.0,Yes,No,8.0,1.0,Moderate,3.0,77.0
Boxer,Medium,Male,3.0,59.0,Neutered,Moderate,3.0,Yes,No,10.0,2.0,Active,4.0,49.0
Boxer,Medium,Female,11.0,34.0,Spayed,Very Active,4.0,Yes,No,13.0,0.0,Active,1.0,95.0
Bulldog,Medium,Female,4.0,42.0,Neutered,Moderate,3.0,No,No,14.0,2.0,Very Active,1.0,57.0
Siberian Husky,Medium,Male,7.0,32.0,Neutered,Active,1.0,Yes,No,11.0,1.0,Very Active,2.0,55.0
Australian Shepherd,Medium,Female,3.0,45.0,Neutered,Very Active,2.0,No,No,12.0,2.0,Low,0.0,38.0
Siberian Husky,Medium,Male,7.0,54.0,Spayed,Active,2.0,No,No,12.0,1.0,Very Active,4.0,92.0
Siberian Husky,Medium,Male,11.0,26.0,Spayed,Active,2.0,No,No,13.0,1.0,Very Active,4.0,64.0
Boxer,Medium,Male,6.0,20.0,Neutered,Moderate,2.0,No,No,10.0,0.0,Active,3.0,76.0
Bulldog,Medium,Female,5.0,42.0,Neutered,Low,0.0,Yes,No,10.0,0.0,Active,2.0,70.0
Australian Shepherd,Medium,Male,4.0,67.0,Spayed,Low,3.0,No,No,10.0,1.0,Very Active,2.0,79.0
Bulldog,Medium,Male,4.0,64.0,Spayed,Moderate,1.0,Yes,No,9.0,3.0,Very Active,1.0,79.0
Australian Shepherd,Medium,Male,8.0,64.0,Neutered,Low,0.0,Yes,No,10.0,0.0,Active,3.0,65.0
Siberian Husky,Medium,Female,8.0,40.0,Spayed,Active,3.0,Yes,No,11.0,1.0,Moderate,2.0,81.0
Australian Shepherd,Medium,Female,12.0,58.0,Spayed,Very Active,0.0,No,No,11.0,1.0,Moderate,1.0,61.0
Australian Shepherd,Medium,Female,2.0,36.0,Spayed,Moderate,6.0,Yes,No,13.0,1.0,Very Active,1.0,43.0
Australian Shepherd,Medium,Male,2.0,72.0,Spayed,Active,3.0,No,No,13.0,0.0,Moderate,2.0,30.0
Bulldog,Medium,Female,10.0,54.0,Spayed,Active,4.0,No,No,10.0,3.0,Low,2.0,41.0
Australian Shepherd,Medium,Male,6.0,41.0,Neutered,Very Active,1.0,Yes,No,11.0,0.0,Active,3.0,69.0
Siberian Husky,Medium,Female,3.0,55.0,Spayed,Active,3.0,Yes,No,11.0,1.0,Moderate,1.0,30.0
Siberian Husky,Medium,Male,2.0,45.0,Spayed,Very Active,2.0,No,No,12.0,1.0,Active,1.0,54.0
Boxer,Medium,Female,13.0,35.0,Neutered,Active,4.0,No,No,13.0,0.0,Very Active,1.0,59.0
Boxer,Medium,Female,5.0,35.0,Spayed,Very Active,0.0,Yes,No,11.0,0.0,Low,1.0,73.0
Bulldog,Medium,Female,5.0,53.0,Neutered,Active,1.0,No,No,10.0,1.0,Active,1.0,74.0
Siberian Husky,Medium,Male,3.0,34.0,Spayed,Active,1.0,Yes,No,11.0,1.0,Active,2.0,49.0
