Breed,Breed Size,Sex,Age,Spay/Neuter Status,Daily Activity Level,Daily Walk Distance (miles),Hours of Sleep,Play Time (hrs),Annual Vet Visits,Weight (kg),Life Stage
Bulldog,Medium,Female,8.0,Unknown,Active,4.0,9.0,2.0,2.0,24.04,Senior
Bulldog,Medium,Female,10.0,Spayed,Very Active,3.0,12.0,2.0,4.0,19.0,Senior
Siberian Husky,Medium,Male,13.0,Neutered,Active,3.0,12.0,0.0,1.0,23.73,Senior
Bulldog,Medium,Female,13.0,Unknown,Unknown,2.0,9.0,2.0,2.0,19.96,Senior
German Shepherd,Large,Female,3.0,Unknown,Low,1.0,11.0,2.0,3.0,25.35,Young Adult
Boxer,Medium,Male,10.0,Spayed,Unknown,0.0,13.0,3.0,2.0,35.63,Senior
Doberman,Large,Male,10.0,Spayed,Moderate,1.0,13.0,1.0,1.0,35.24,Senior
Boxer,Medium,Male,4.0,Neutered,Low,3.0,10.0,0.0,2.0,32.64,Young Adult
Boxer,Medium,Female,2.0,Spayed,Unknown,1.0,11.0,1.0,2.0,25.68,Young Adult
Labrador Retriever,Large,Female,9.0,Unknown,Active,2.0,12.0,3.0,1.0,34.19,Senior
Chihuahua,Small,Unknown,4.0,Spayed,Unknown,3.0,9.0,1.0,1.0,1.06,Young Adult
Rottweiler,Large,Male,12.0,Spayed,Moderate,1.0,10.0,2.0,3.0,48.84,Senior
Rottweiler,Large,Male,6.0,Neutered,Active,2.0,11.0,1.0,1.0,43.1,Adult
Poodle,Small,Male,8.0,Spayed,Low,1.0,12.0,1.0,1.0,17.69,Senior
Beagle,Small,Male,8.0,Neutered,Active,2.0,11.0,1.0,3.0,10.74,Senior
Great Dane,Large,Female,5.0,Unknown,Moderate,3.0,12.0,2.0,2.0,80.25,Adult
Great Dane,Large,Female,8.0,Unknown,Low,3.0,9.0,2.0,1.0,59.96,Senior
Australian Shepherd,Medium,Male,6.0,Unknown,Moderate,3.0,13.0,1.0,1.0,26.39,Adult
Beagle,Small,Female,11.0,Neutered,Unknown,2.0,14.0,1.0,2.0,13.15,Senior
Rottweiler,Large,Male,1.0,Spayed,Very Active,3.0,11.0,2.0,3.0,37.13,Puppy
German Shepherd,Large,Male,7.0,Neutered,Low,4.0,11.0,1.0,1.0,25.85,Adult
Beagle,Small,Male,8.0,Spayed,Moderate,3.0,11.0,2.0,1.0,12.88,Senior
Golden Retriever,Large,Male,5.0,Spayed,Active,4.0,10.0,1.0,1.0,25.4,Adult
Rottweiler,Large,Female,6.0,Spayed,Active,3.0,9.0,0.0,0.0,58.14,Adult
Great Dane,Large,Male,11.0,Unknown,Moderate,3.0,11.0,1.0,1.0,48.56,Senior
Yorkshire Terrier,Small,Female,2.0,Spayed,Low,3.0,11.0,1.0,0.0,4.61,Young Adult
Great Dane,Large,Male,6.0,Neutered,Active,3.0,11.0,0.0,0.0,55.82,Adult
Labrador Retriever,Large,Male,9.0,Unknown,Active,3.0,13.0,3.0,0.0,31.12,Senior
Doberman,Large,Female,12.0,Spayed,Active,3.0,11.0,2.0,1.0,39.74,Senior
Golden Retriever,Large,Female,11.0,Unknown,Low,0.0,11.0,0.0,2.0,28.29,Senior
German Shepherd,Large,Male,4.0,Spayed,Moderate,2.0,11.0,2.0,1.0,27.22,Young Adult
Chihuahua,Small,Female,10.0,Neutered,Active,2.0,11.0,2.0,1.0,1.76,Senior
Doberman,Large,Female,1.0,Spayed,Active,3.0,10.0,1.0,3.0,37.3,Puppy
Rottweiler,Large,Male,8.0,Spayed,Very Active,4.0,10.0,0.0,2.0,35.67,Senior
Yorkshire Terrier,Small,Female,12.0,Neutered,Active,0.0,12.0,3.0,0.0,4.03,Senior
German Shepherd,Large,Female,12.0,Unknown,Unknown,1.0,14.0,0.0,3.0,27.22,Senior
Doberman,Large,Female,5.0,Neutered,Moderate,0.0,11.0,2.0,1.0,36.62,Adult
Bulldog,Medium,Female,4.0,Unknown,Very Active,4.0,12.0,2.0,0.0,24.95,Young Adult
Australian Shepherd,Medium,Male,2.0,Spayed,Active,3.0,11.0,2.0,0.0,18.6,Young Adult
Boxer,Medium,Male,7.0,Neutered,Active,3.0,9.0,0.0,0.0,25.85,Adult
Labrador Retriever,Large,Male,9.0,Unknown,Active,0.0,10.0,3.0,1.0,26.76,Senior
Unknown,Small,Female,4.0,Spayed,Very Active,4.0,9.0,1.0,3.0,20.41,Young Adult
Bulldog,Medium,Female,6.0,Unknown,Very Active,1.0,12.0,1.0,1.0,18.14,Adult
Australian Shepherd,Medium,Female,3.0,Unknown,Unknown,1.0,11.0,2.0,1.0,24.95,Young Adult
German Shepherd,Large,Male,9.0,Neutered,Very Active,6.0,10.0,2.0,1.0,33.49,Senior
Australian Shepherd,Medium,Female,11.0,Spayed,Very Active,0.0,9.0,1.0,1.0,23.46,Senior
Australian Shepherd,Medium,Female,12.0,Unknown,Very Active,6.0,9.0,2.0,1.0,22.23,Senior
Golden Retriever,Large,Male,6.0,Unknown,Unknown,1.0,12.0,3.0,3.0,25.06,Adult
Siberian Husky,Medium,Female,2.0,Unknown,Low,3.0,13.0,2.0,0.0,20.08,Young Adult
Bulldog,Medium,Female,2.0,Spayed,Active,3.0,12.0,1.0,1.0,22.24,Young Adult
Boxer,Medium,Female,11.0,Spayed,Active,1.0,10.0,2.0,3.0,33.99,Senior
Yorkshire Terrier,Small,Male,11.0,Neutered,Active,6.0,11.0,1.0,0.0,4.54,Senior
Poodle,Small,Male,4.0,Unknown,Moderate,1.0,11.0,4.0,1.0,20.87,Young Adult
Boxer,Medium,Female,4.0,Unknown,Low,3.0,11.0,1.0,3.0,35.34,Young Adult
Boxer,Medium,Female,6.0,Neutered,Unknown,4.0,10.0,2.0,3.0,32.73,Adult
Siberian Husky,Medium,Male,1.0,Spayed,Very Active,1.0,10.0,0.0,1.0,17.69,Puppy
Beagle,Small,Male,5.0,Spayed,Unknown,4.0,8.0,2.0,4.0,15.57,Adult
Labrador Retriever,Large,Female,12.0,Neutered,Unknown,3.0,11.0,2.0,3.0,26.38,Senior
Labrador Retriever,Large,Female,5.0,Neutered,Low,3.0,12.0,0.0,1.0,27.81,Adult
Doberman,Large,Male,11.0,Unknown,Unknown,3.0,11.0,1.0,3.0,28.58,Senior
Bulldog,Medium,Female,8.0,Neutered,Unknown,2.0,12.0,1.0,1.0,19.8,Senior
Beagle,Small,Unknown,11.0,Spayed,Active,2.0,10.0,3.0,1.0,13.53,Senior
Chihuahua,Small,Male,5.0,Spayed,Moderate,2.0,11.0,2.0,1.0,2.53,Adult
Rottweiler,Large,Male,10.0,Spayed,Moderate,4.0,10.0,1.0,3.0,42.34,Senior
Beagle,Small,Male,9.0,Unknown,Active,2.0,12.0,2.0,1.0,11.94,Senior
Bulldog,Medium,Female,8.0,Neutered,Active,4.0,12.0,2.0,1.0,21.6,Senior
Chihuahua,Small,Female,1.0,Spayed,Active,2.0,12.0,1.0,2.0,2.36,Puppy
Dachshund,Small,Male,11.0,Neutered,Very Active,0.0,13.0,2.0,1.0,6.81,Senior
Poodle,Small,Female,1.0,Unknown,Very Active,1.0,13.0,3.0,1.0,30.84,Puppy
Labrador Retriever,Large,Male,12.0,Spayed,Very Active,4.0,10.0,2.0,3.0,32.19,Senior
Labrador Retriever,Large,Female,7.0,Unknown,Low,2.0,9.0,2.0,1.0,35.24,Adult
Boxer,Medium,Male,7.0,Neutered,Moderate,0.0,11.0,2.0,2.0,31.04,Adult
Bulldog,Medium,Male,2.0,Spayed,Unknown,1.0,11.0,1.0,3.0,24.47,Young Adult
Golden Retriever,Large,Female,10.0,Neutered,Low,2.0,11.0,1.0,0.0,28.15,Senior
Bulldog,Medium,Female,2.0,Unknown,Active,0.0,8.0,1.0,0.0,21.19,Young Adult
Rottweiler,Large,Male,5.0,Spayed,Active,3.0,11.0,2.0,0.0,44.76,Adult
Boxer,Medium,Female,8.0,Spayed,Unknown,3.0,12.0,2.0,2.0,35.58,Senior
Dachshund,Small,Female,3.0,Neutered,Moderate,3.0,12.0,2.0,2.0,8.37,Young Adult
Boxer,Medium,Male,11.0,Unknown,Very Active,1.0,14.0,2.0,2.0,25.85,Senior
Great Dane,Large,Female,10.0,Spayed,Unknown,3.0,11.0,1.0,2.0,71.69,Senior
Golden Retriever,Large,Male,6.0,Spayed,Moderate,3.0,8.0,2.0,4.0,33.17,Adult
Rottweiler,Large,Male,13.0,Unknown,Very Active,0.0,10.0,2.0,1.0,58.8,Senior
Chihuahua,Small,Female,5.0,Neutered,Low,3.0,11.0,2.0,1.0,3.87,Adult
Bulldog,Medium,Unknown,9.0,Spayed,Very Active,3.0,11.0,2.0,0.0,23.13,Senior
Chihuahua,Small,Male,1.0,Spayed,Unknown,5.0,11.0,2.0,3.0,1.89,Puppy
Great Dane,Large,Female,6.0,Unknown,Moderate,3.0,11.0,3.0,3.0,60.18,Adult
Chihuahua,Small,Female,4.0,Neutered,Unknown,2.0,8.0,1.0,1.0,1.87,Young Adult
Poodle,Small,Male,2.0,Neutered,Very Active,4.0,10.0,1.0,1.0,27.22,Young Adult
Beagle,Small,Male,3.0,Spayed,Very Active,1.0,13.0,2.0,0.0,15.88,Young Adult
Yorkshire Terrier,Small,Female,4.0,Neutered,Very Active,0.0,14.0,1.0,1.0,2.41,Young Adult
Beagle,Small,Male,2.0,Spayed,Moderate,3.0,12.0,0.0,4.0,14.27,Young Adult
Doberman,Large,Male,1.0,Unknown,Very Active,3.0,13.0,2.0,0.0,33.14,Puppy
Dachshund,Small,Female,2.0,Unknown,Low,2.0,12.0,1.0,2.0,7.73,Young Adult
Golden Retriever,Unknown,Male,2.0,Spayed,Active,1.0,11.0,3.0,1.0,33.11,Young Adult
Great Dane,Large,Male,11.0,Neutered,Unknown,3.0,10.0,2.0,1.0,45.52,Senior
Australian Shepherd,Medium,Male,6.0,Unknown,Moderate,2.0,12.0,1.0,1.0,18.56,Adult
Chihuahua,Small,Male,13.0,Neutered,Very Active,2.0,11.0,4.0,2.0,3.82,Senior
Rottweiler,Large,Male,5.0,Spayed,Very Active,3.0,11.0,3.0,4.0,51.14,Adult
Chihuahua,Small,Male,8.0,Spayed,Moderate,3.0,12.0,1.0,3.0,2.51,Senior
Siberian Husky,Medium,Unknown,7.0,Neutered,Low,5.0,10.0,2.0,2.0,21.77,Adult
Golden Retriever,Large,Male,8.0,Unknown,Active,0.0,12.0,0.0,1.0,27.21,Senior
Yorkshire Terrier,Small,Female,1.0,Neutered,Moderate,4.0,12.0,0.0,0.0,3.64,Puppy
Golden Retriever,Large,Female,5.0,Neutered,Low,4.0,11.0,2.0,1.0,25.13,Adult
Doberman,Large,Male,7.0,Spayed,Low,4.0,10.0,3.0,3.0,31.75,Adult
Great Dane,Large,Male,7.0,Spayed,Active,4.0,11.0,0.0,1.0,47.98,Adult
Unknown,Medium,Male,8.0,Unknown,Unknown,3.0,9.0,3.0,1.0,22.23,Senior
Golden Retriever,Large,Male,3.0,Unknown,Very Active,3.0,12.0,2.0,3.0,25.22,Young Adult
Rottweiler,Large,Female,10.0,Spayed,Moderate,3.0,11.0,2.0,1.0,41.77,Senior
Doberman,Large,Female,12.0,Spayed,Moderate,4.0,10.0,3.0,2.0,27.56,Senior
Rottweiler,Large,Female,5.0,Unknown,Low,1.0,11.0,2.0,3.0,42.37,Adult
Australian Shepherd,Medium,Male,1.0,Unknown,Very Active,4.0,12.0,2.0,1.0,23.5,Puppy
Doberman,Large,Female,2.0,Neutered,Low,4.0,8.0,3.0,0.0,40.13,Young Adult
Doberman,Large,Male,6.0,Unknown,Unknown,0.0,9.0,1.0,1.0,38.4,Adult
German Shepherd,Large,Female,5.0,Spayed,Very Active,4.0,11.0,2.0,3.0,23.59,Adult
Great Dane,Large,Male,5.0,Unknown,Low,4.0,10.0,1.0,1.0,50.87,Adult
Poodle,Small,Female,1.0,Neutered,Low,1.0,10.0,2.0,4.0,21.77,Puppy
Beagle,Small,Female,9.0,Neutered,Active,3.0,12.0,4.0,1.0,13.29,Senior
Great Dane,Large,Female,11.0,Spayed,Active,4.0,10.0,2.0,0.0,50.81,Senior
German Shepherd,Large,Female,4.0,Spayed,Very Active,2.0,11.0,2.0,4.0,23.38,Young Adult
Golden Retriever,Large,Male,9.0,Neutered,Unknown,1.0,10.0,2.0,1.0,25.98,Senior
Bulldog,Medium,Male,3.0,Neutered,Moderate,3.0,11.0,1.0,3.0,24.04,Young Adult
German Shepherd,Large,Female,9.0,Neutered,Active,3.0,10.0,1.0,1.0,28.58,Senior
Chihuahua,Small,Male,4.0,Unknown,Very Active,3.0,9.0,0.0,1.0,2.98,Young Adult
Bulldog,Medium,Male,2.0,Spayed,Active,0.0,11.0,1.0,0.0,24.09,Young Adult
Australian Shepherd,Medium,Male,1.0,Spayed,Low,3.0,10.0,3.0,4.0,24.22,Puppy
Great Dane,Large,Male,8.0,Neutered,Very Active,3.0,11.0,1.0,0.0,61.4,Senior
Yorkshire Terrier,Small,Female,2.0,Neutered,Low,3.0,11.0,1.0,2.0,4.29,Young Adult
Siberian Husky,Medium,Male,10.0,Neutered,Active,3.0,12.0,1.0,2.0,25.4,Senior
Siberian Husky,Medium,Female,5.0,Unknown,Very Active,2.0,13.0,1.0,0.0,26.1,Adult
German Shepherd,Large,Male,6.0,Spayed,Active,6.0,11.0,2.0,0.0,24.04,Adult
Rottweiler,Large,Male,1.0,Spayed,Active,0.0,12.0,2.0,1.0,48.85,Puppy
Chihuahua,Small,Male,8.0,Spayed,Very Active,2.0,10.0,2.0,4.0,1.96,Senior
Rottweiler,Unknown,Male,10.0,Neutered,Very Active,3.0,10.0,1.0,1.0,38.88,Senior
Dachshund,Small,Male,12.0,Spayed,Very Active,0.0,13.0,0.0,0.0,8.61,Senior
Siberian Husky,Medium,Male,13.0,Neutered,Very Active,4.0,11.0,1.0,4.0,20.87,Senior
Poodle,Small,Female,8.0,Unknown,Active,3.0,10.0,2.0,1.0,26.76,Senior
Siberian Husky,Medium,Female,12.0,Neutered,Unknown,1.0,8.0,1.0,2.0,24.47,Senior
Australian Shepherd,Medium,Male,3.0,Unknown,Unknown,4.0,11.0,1.0,2.0,19.72,Young Adult
Dachshund,Small,Female,4.0,Neutered,Active,0.0,9.0,2.0,0.0,7.03,Young Adult
Labrador Retriever,Large,Female,7.0,Spayed,Moderate,3.0,11.0,0.0,1.0,27.67,Adult
Yorkshire Terrier,Small,Female,5.0,Neutered,Low,1.0,9.0,4.0,1.0,4.3,Adult
Siberian Husky,Medium,Male,8.0,Neutered,Moderate,3.0,10.0,2.0,0.0,19.05,Senior
Bulldog,Medium,Male,9.0,Spayed,Low,3.0,14.0,1.0,3.0,19.86,Senior
Dachshund,Small,Male,2.0,Unknown,Moderate,2.0,12.0,3.0,1.0,7.38,Young Adult
Labrador Retriever,Large,Male,7.0,Neutered,Low,4.0,11.0,0.0,1.0,30.62,Adult
Bulldog,Medium,Female,13.0,Spayed,Low,5.0,13.0,1.0,3.0,19.2,Senior
Rottweiler,Large,Female,3.0,Neutered,Moderate,2.0,12.0,1.0,1.0,44.06,Young Adult
Unknown,Large,Male,4.0,Unknown,Moderate,1.0,9.0,3.0,1.0,12.7,Young Adult
Labrador Retriever,Large,Male,13.0,Spayed,Low,3.0,13.0,1.0,1.0,28.12,Senior
Great Dane,Large,Female,13.0,Spayed,Active,3.0,8.0,1.0,1.0,47.64,Senior
Beagle,Small,Female,9.0,Unknown,Low,3.0,13.0,2.0,2.0,12.08,Senior
Boxer,Medium,Male,8.0,Spayed,Moderate,2.0,14.0,3.0,2.0,32.23,Senior
Great Dane,Large,Male,10.0,Neutered,Active,3.0,11.0,2.0,2.0,57.97,Senior
Doberman,Large,Male,5.0,Unknown,Active,7.0,12.0,1.0,3.0,44.53,Adult
Chihuahua,Small,Male,9.0,Spayed,Unknown,1.0,13.0,0.0,2.0,2.51,Senior
Golden Retriever,Large,Female,3.0,Spayed,Very Active,4.0,11.0,1.0,3.0,32.96,Young Adult
Bulldog,Medium,Male,7.0,Spayed,Very Active,3.0,13.0,0.0,3.0,20.96,Adult
Great Dane,Large,Female,9.0,Spayed,Active,1.0,11.0,2.0,2.0,70.3,Senior
Golden Retriever,Large,Male,5.0,Neutered,Moderate,3.0,10.0,1.0,1.0,25.13,Adult
Australian Shepherd,Medium,Male,13.0,Spayed,Active,5.0,10.0,0.0,1.0,23.13,Senior
Australian Shepherd,Medium,Female,7.0,Neutered,Moderate,4.0,11.0,1.0,1.0,29.48,Adult
Golden Retriever,Large,Unknown,9.0,Neutered,Active,1.0,12.0,3.0,1.0,32.21,Senior
Boxer,Medium,Female,2.0,Spayed,Very Active,3.0,11.0,1.0,1.0,30.34,Young Adult
Siberian Husky,Medium,Male,9.0,Neutered,Very Active,3.0,11.0,0.0,1.0,19.96,Senior
German Shepherd,Large,Male,2.0,Spayed,Moderate,0.0,11.0,0.0,2.0,32.66,Young Adult
Siberian Husky,Unknown,Male,3.0,Spayed,Active,2.0,10.0,0.0,0.0,21.32,Young Adult
Poodle,Small,Male,13.0,Spayed,Low,3.0,12.0,2.0,0.0,25.4,Senior
Labrador Retriever,Large,Female,2.0,Neutered,Active,2.0,10.0,3.0,0.0,31.32,Young Adult
Rottweiler,Large,Male,8.0,Spayed,Active,2.0,10.0,1.0,2.0,40.9,Senior
Bulldog,Medium,Female,8.0,Spayed,Unknown,5.0,9.0,1.0,2.0,18.14,Senior
Chihuahua,Small,Female,11.0,Neutered,Unknown,2.0,11.0,2.0,1.0,1.11,Senior
Beagle,Small,Female,4.0,Unknown,Moderate,3.0,11.0,1.0,0.0,14.99,Young Adult
German Shepherd,Large,Female,10.0,Spayed,Active,0.0,11.0,2.0,0.0,29.75,Senior
Rottweiler,Large,Female,6.0,Unknown,Active,1.0,10.0,1.0,3.0,55.24,Adult
Rottweiler,Large,Male,7.0,Neutered,Low,2.0,10.0,2.0,1.0,49.96,Adult
Unknown,Large,Male,2.0,Neutered,Moderate,2.0,9.0,1.0,0.0,19.96,Young Adult
Poodle,Small,Male,6.0,Neutered,Active,3.0,13.0,2.0,1.0,9.07,Adult
Australian Shepherd,Medium,Female,10.0,Unknown,Active,0.0,12.0,2.0,1.0,22.96,Senior
Golden Retriever,Large,Male,11.0,Spayed,Very Active,3.0,11.0,2.0,1.0,30.73,Senior
Boxer,Medium,Male,6.0,Neutered,Very Active,4.0,12.0,1.0,3.0,35.29,Adult
Bulldog,Medium,Male,7.0,Unknown,Moderate,4.0,10.0,1.0,4.0,18.6,Adult
Unknown,Large,Female,2.0,Unknown,Active,4.0,11.0,2.0,1.0,17.24,Young Adult
Dachshund,Small,Male,6.0,Unknown,Unknown,5.0,12.0,2.0,1.0,8.35,Adult
Golden Retriever,Large,Male,9.0,Unknown,Active,4.0,8.0,2.0,0.0,31.34,Senior
Great Dane,Large,Female,3.0,Neutered,Unknown,4.0,11.0,2.0,0.0,67.0,Young Adult
Labrador Retriever,Large,Female,8.0,Unknown,Very Active,1.0,13.0,2.0,2.0,35.0,Senior
Rottweiler,Large,Male,12.0,Unknown,Active,5.0,11.0,3.0,3.0,37.35,Senior
Australian Shepherd,Medium,Female,2.0,Unknown,Low,3.0,12.0,2.0,2.0,29.48,Young Adult
Yorkshire Terrier,Small,Male,8.0,Unknown,Active,3.0,13.0,0.0,3.0,3.96,Senior
Great Dane,Large,Male,6.0,Spayed,Moderate,2.0,11.0,2.0,4.0,64.52,Adult
Unknown,Large,Male,7.0,Spayed,Unknown,0.0,11.0,1.0,2.0,19.96,Adult
Bulldog,Medium,Male,2.0,Unknown,Unknown,3.0,9.0,2.0,1.0,23.72,Young Adult
Poodle,Small,Male,6.0,Neutered,Low,3.0,13.0,2.0,2.0,24.95,Adult
Boxer,Medium,Female,11.0,Spayed,Very Active,4.0,9.0,2.0,1.0,31.07,Senior
Yorkshire Terrier,Small,Female,1.0,Neutered,Unknown,3.0,12.0,2.0,3.0,3.55,Puppy
Doberman,Large,Male,2.0,Spayed,Active,2.0,12.0,2.0,1.0,32.43,Young Adult
Bulldog,Medium,Female,8.0,Neutered,Very Active,2.0,9.0,4.0,2.0,20.13,Senior
Yorkshire Terrier,Unknown,Male,10.0,Neutered,Low,3.0,11.0,2.0,2.0,3.99,Senior
Chihuahua,Small,Female,13.0,Spayed,Active,2.0,12.0,1.0,1.0,3.78,Senior
German Shepherd,Large,Female,2.0,Neutered,Moderate,2.0,13.0,0.0,3.0,25.95,Young Adult
Doberman,Large,Unknown,6.0,Unknown,Active,2.0,13.0,0.0,2.0,42.72,Adult
Doberman,Large,Female,2.0,Spayed,Unknown,3.0,14.0,2.0,2.0,30.17,Young Adult
Golden Retriever,Large,Female,9.0,Neutered,Very Active,2.0,11.0,1.0,0.0,33.64,Senior
Boxer,Medium,Female,10.0,Neutered,Active,4.0,14.0,1.0,1.0,27.5,Senior
Australian Shepherd,Medium,Unknown,13.0,Spayed,Very Active,2.0,11.0,4.0,1.0,20.41,Senior
Bulldog,Medium,Male,10.0,Spayed,Unknown,3.0,11.0,1.0,1.0,19.87,Senior
Beagle,Small,Female,8.0,Neutered,Active,2.0,8.0,1.0,1.0,10.0,Senior
German Shepherd,Large,Male,8.0,Neutered,Low,4.0,8.0,2.0,2.0,33.23,Senior
Labrador Retriever,Large,Male,2.0,Spayed,Very Active,0.0,12.0,1.0,1.0,25.4,Young Adult
Dachshund,Small,Male,1.0,Neutered,Unknown,1.0,14.0,2.0,1.0,8.36,Puppy
Chihuahua,Small,Male,11.0,Spayed,Unknown,2.0,9.0,1.0,1.0,3.2,Senior
Poodle,Small,Male,1.0,Spayed,Very Active,3.0,11.0,1.0,1.0,23.13,Puppy
German Shepherd,Large,Female,7.0,Neutered,Active,2.0,11.0,3.0,2.0,31.71,Adult
Great Dane,Large,Female,10.0,Unknown,Very Active,3.0,13.0,2.0,1.0,65.69,Senior
Chihuahua,Small,Female,5.0,Unknown,Low,2.0,12.0,1.0,3.0,1.43,Adult
German Shepherd,Large,Female,11.0,Neutered,Unknown,2.0,13.0,3.0,2.0,29.12,Senior
Siberian Husky,Medium,Female,2.0,Spayed,Active,3.0,12.0,3.0,0.0,24.95,Young Adult
Australian Shepherd,Medium,Female,8.0,Neutered,Active,2.0,11.0,0.0,0.0,20.41,Senior
Great Dane,Large,Female,9.0,Unknown,Very Active,1.0,12.0,1.0,1.0,49.69,Senior
Rottweiler,Large,Female,7.0,Neutered,Low,3.0,14.0,1.0,2.0,49.92,Adult
Labrador Retriever,Large,Female,1.0,Neutered,Very Active,3.0,12.0,0.0,2.0,35.62,Puppy
Great Dane,Large,Male,7.0,Spayed,Moderate,2.0,13.0,2.0,1.0,54.37,Adult
Doberman,Large,Male,10.0,Neutered,Very Active,4.0,13.0,0.0,1.0,31.3,Senior
Labrador Retriever,Large,Female,7.0,Unknown,Active,4.0,12.0,2.0,0.0,29.16,Adult
Rottweiler,Large,Female,3.0,Spayed,Active,2.0,11.0,0.0,1.0,55.41,Young Adult
Beagle,Small,Male,8.0,Neutered,Moderate,3.0,11.0,2.0,4.0,9.98,Senior
Boxer,Medium,Female,2.0,Unknown,Very Active,3.0,13.0,3.0,3.0,32.78,Young Adult
Poodle,Small,Male,8.0,Spayed,Very Active,3.0,8.0,2.0,0.0,18.14,Senior
Beagle,Small,Female,5.0,Neutered,Unknown,3.0,12.0,1.0,0.0,10.68,Adult
Golden Retriever,Large,Female,4.0,Unknown,Low,3.0,11.0,3.0,3.0,29.7,Young Adult
Beagle,Small,Female,2.0,Spayed,Moderate,5.0,10.0,2.0,0.0,13.72,Young Adult
Unknown,Large,Male,3.0,Neutered,Low,3.0,8.0,2.0,1.0,17.69,Young Adult
Labrador Retriever,Large,Female,3.0,Unknown,Unknown,6.0,10.0,2.0,3.0,35.45,Young Adult
Siberian Husky,Medium,Male,6.0,Neutered,Very Active,3.0,12.0,0.0,2.0,20.87,Adult
Doberman,Large,Male,3.0,Unknown,Unknown,2.0,11.0,2.0,2.0,38.98,Young Adult
German Shepherd,Large,Male,8.0,Neutered,Low,4.0,10.0,1.0,0.0,26.76,Senior
Poodle,Small,Male,2.0,Spayed,Very Active,3.0,12.0,2.0,0.0,10.43,Young Adult
Yorkshire Terrier,Small,Female,7.0,Neutered,Very Active,2.0,12.0,2.0,1.0,3.01,Adult
Australian Shepherd,Medium,Female,5.0,Spayed,Moderate,3.0,11.0,1.0,1.0,31.75,Adult
Doberman,Large,Male,5.0,Neutered,Very Active,5.0,12.0,1.0,1.0,28.37,Adult
Australian Shepherd,Medium,Female,4.0,Neutered,Moderate,3.0,9.0,1.0,0.0,24.95,Young Adult
German Shepherd,Large,Female,7.0,Unknown,Active,4.0,10.0,1.0,3.0,37.86,Adult
Great Dane,Large,Female,8.0,Neutered,Unknown,2.0,11.0,1.0,3.0,65.72,Senior
Unknown,Large,Female,11.0,Unknown,Low,1.0,11.0,2.0,3.0,21.32,Senior
Poodle,Small,Female,8.0,Unknown,Very Active,3.0,9.0,0.0,2.0,24.95,Senior
Doberman,Large,Female,13.0,Neutered,Very Active,2.0,9.0,2.0,1.0,29.73,Senior
Siberian Husky,Medium,Female,9.0,Spayed,Active,3.0,10.0,1.0,1.0,25.13,Senior
Great Dane,Large,Female,6.0,Neutered,Moderate,0.0,9.0,2.0,2.0,78.66,Adult
German Shepherd,Large,Female,3.0,Neutered,Moderate,4.0,12.0,1.0,1.0,22.42,Young Adult
German Shepherd,Large,Female,7.0,Spayed,Very Active,2.0,9.0,1.0,0.0,25.85,Adult
German Shepherd,Large,Female,7.0,Unknown,Low,1.0,12.0,2.0,4.0,34.46,Adult
Siberian Husky,Medium,Female,10.0,Unknown,Very Active,2.0,13.0,3.0,3.0,24.06,Senior
Chihuahua,Small,Female,2.0,Spayed,Active,0.0,10.0,2.0,2.0,1.41,Young Adult
Poodle,Small,Male,11.0,Neutered,Very Active,4.0,12.0,2.0,3.0,15.42,Senior
Doberman,Large,Female,1.0,Neutered,Very Active,3.0,11.0,1.0,1.0,33.81,Puppy
Boxer,Medium,Male,10.0,Unknown,Low,3.0,11.0,1.0,2.0,31.27,Senior
Siberian Husky,Medium,Male,2.0,Spayed,Low,3.0,14.0,2.0,2.0,25.7,Young Adult
Boxer,Medium,Female,5.0,Unknown,Very Active,4.0,9.0,1.0,2.0,29.03,Adult
Poodle,Small,Male,7.0,Neutered,Very Active,4.0,12.0,1.0,1.0,21.32,Adult
Yorkshire Terrier,Small,Female,4.0,Neutered,Unknown,4.0,10.0,1.0,1.0,2.55,Young Adult
Labrador Retriever,Large,Female,3.0,Spayed,Very Active,1.0,12.0,1.0,3.0,25.4,Young Adult
Rottweiler,Large,Male,13.0,Spayed,Moderate,5.0,11.0,2.0,2.0,46.78,Senior
German Shepherd,Large,Male,10.0,Spayed,Very Active,2.0,12.0,2.0,1.0,22.68,Senior
Rottweiler,Large,Male,7.0,Neutered,Active,2.0,10.0,2.0,1.0,39.09,Adult
Siberian Husky,Medium,Male,3.0,Unknown,Unknown,6.0,9.0,1.0,2.0,21.77,Young Adult
Doberman,Large,Male,12.0,Spayed,Active,1.0,11.0,1.0,2.0,27.67,Senior
Golden Retriever,Large,Female,8.0,Neutered,Unknown,0.0,11.0,1.0,0.0,25.85,Senior
Siberian Husky,Medium,Female,4.0,Spayed,Low,3.0,8.0,1.0,1.0,16.33,Young Adult
Siberian Husky,Medium,Male,5.0,Spayed,Low,3.0,14.0,1.0,1.0,20.41,Adult
Labrador Retriever,Large,Male,6.0,Neutered,Unknown,2.0,14.0,2.0,4.0,32.66,Adult
Poodle,Small,Male,9.0,Neutered,Active,3.0,13.0,2.0,2.0,30.06,Senior
Doberman,Large,Male,12.0,Spayed,Unknown,5.0,11.0,2.0,3.0,28.12,Senior
Great Dane,Large,Male,6.0,Spayed,Unknown,0.0,8.0,1.0,1.0,77.31,Adult
