ID,Breed,Breed Size,Sex,Age,Spay/Neuter Status,Daily Activity Level,Diet,Food Brand,Daily Walk Distance (miles),Other Pets in Household,Medications,Seizures,Hours of Sleep,Play Time (hrs),Owner Activity Level,Annual Vet Visits,Average Temperature (F),Synthetic,Healthy,Weight (kg)
5945,Poodle,Small,Male,3.0,Spayed,Low,Special diet,Wellness,2.0,Yes,No,No,12.0,2.0,Moderate,2.0,41.0,Yes,Yes,17.24
5946,Dachshund,Small,Female,5.0,Spayed,,Home cooked,Special,3.0,Yes,Yes,No,12.0,1.0,Active,3.0,58.0,Yes,Yes,22.23
5947,Golden Retriever,Large,Male,1.0,Spayed,Low,Special diet,Nutro,2.0,Yes,Yes,No,13.0,1.0,Active,1.0,55.0,Yes,Yes,32.66
5948,Great Dane,Large,Male,5.0,,,Hard food,Hill's Science,2.0,,No,No,11.0,1.0,Very Active,,53.0,Yes,Yes,20.41
5949,Yorkshire Terrier,Small,Female,5.0,Spayed,Low,Wet food,Nutro,1.0,No,No,No,10.0,0.0,Low,1.0,69.0,Yes,Yes,29.48
5950,Golden Retriever,Large,Male,13.0,,,Hard food,Hill's Science,3.0,No,Yes,No,12.0,2.0,Moderate,0.0,64.0,Yes,No,28.58
5951,Labrador Retriever,Large,Male,1.0,,Low,Home cooked,Special,1.0,Yes,Yes,No,13.0,2.0,Moderate,2.0,88.0,Yes,No,22.68
5952,Siberian Husky,Medium,,12.0,,,,Special,2.0,No,Yes,No,,1.0,Very Active,2.0,53.0,,Yes,33.57
5953,Chihuahua,Small,Male,9.0,Spayed,Very Active,Wet food,Purina,2.0,Yes,No,No,10.0,1.0,Low,0.0,43.0,Yes,Yes,20.41
5954,Poodle,Small,,12.0,Spayed,Low,Special diet,Pedigree,1.0,No,Yes,No,14.0,0.0,Low,3.0,53.0,Yes,Yes,14.06
5955,Dachshund,Small,Male,7.0,Neutered,Active,Wet food,Pedigree,3.0,Yes,No,No,14.0,1.0,Active,3.0,69.0,Yes,Yes,24.04
5956,Chihuahua,Small,Female,5.0,Neutered,Moderate,Hard food,Royal Canin,1.0,Yes,Yes,No,8.0,3.0,Very Active,0.0,63.0,Yes,No,20.87
5957,Rottweiler,Large,Male,11.0,Spayed,Active,Special diet,Royal Canin,4.0,Yes,Yes,No,10.0,3.0,Low,1.0,86.0,Yes,Yes,13.15
5958,Beagle,Small,Female,1.0,Neutered,Low,Special diet,Purina,3.0,Yes,No,No,11.0,3.0,Moderate,1.0,67.0,Yes,Yes,16.78
5959,Doberman,Large,Female,2.0,,Active,Home cooked,Special,3.0,No,No,No,13.0,2.0,Low,2.0,56.0,Yes,Yes,19.5
5960,Yorkshire Terrier,Small,Male,6.0,,,Special diet,Blue Buffalo,2.0,Yes,No,No,,1.0,,1.0,85.0,Yes,Yes,28.12
5961,Rottweiler,Large,Male,8.0,,Active,Wet food,Royal Canin,1.0,Yes,No,No,11.0,1.0,,1.0,76.0,Yes,Yes,18.14
5962,Australian Shepherd,Medium,Male,6.0,,Active,Home cooked,Special,5.0,No,No,No,12.0,1.0,Low,4.0,93.0,Yes,Yes,20.41
5963,Siberian Husky,Medium,Female,9.0,,Active,Special diet,Hill's Science,2.0,Yes,Yes,No,10.0,3.0,Low,1.0,47.0,Yes,Yes,36.29
5964,Yorkshire Terrier,Small,Female,12.0,,Low,Hard food,Purina,1.0,Yes,No,No,11.0,1.0,Moderate,1.0,88.0,Yes,No,36.29
5965,Poodle,Small,Female,10.0,Neutered,,Wet food,Purina,2.0,No,Yes,No,8.0,2.0,,3.0,84.0,Yes,No,27.22
5966,Poodle,Small,Male,9.0,Neutered,Active,Special diet,Pedigree,3.0,Yes,No,Yes,11.0,1.0,Very Active,3.0,66.0,Yes,Yes,32.21
5967,German Shepherd,Large,Male,10.0,Neutered,,Home cooked,Special,4.0,No,Yes,No,12.0,3.0,Active,0.0,58.0,Yes,No,29.48
5968,German Shepherd,Large,Male,13.0,Spayed,Moderate,Wet food,Iams,3.0,Yes,No,No,8.0,2.0,Very Active,4.0,65.0,Yes,No,36.74
5969,Rottweiler,Large,Male,1.0,,Moderate,Wet food,Hill's Science,0.0,No,No,No,11.0,,Active,0.0,44.0,Yes,No,21.77
5970,Boxer,Medium,Male,4.0,,Very Active,Home cooked,Special,3.0,No,No,No,11.0,0.0,Active,2.0,55.0,Yes,Yes,20.87
5971,Great Dane,Large,Male,2.0,,Active,Home cooked,Special,1.0,Yes,No,,12.0,1.0,,3.0,62.0,,Yes,12.25
5972,,Large,Female,6.0,Neutered,,Home cooked,Special,5.0,Yes,Yes,No,12.0,2.0,Moderate,1.0,46.0,Yes,Yes,24.95
5973,Great Dane,Large,Female,3.0,Spayed,Very Active,Wet food,Iams,2.0,No,Yes,No,14.0,3.0,Low,0.0,85.0,Yes,Yes,16.78
5974,Chihuahua,Small,Female,8.0,,Very Active,Special diet,Purina,2.0,Yes,No,No,13.0,1.0,Very Active,1.0,62.0,Yes,,31.75
5975,Golden Retriever,Large,Female,4.0,,Low,Special diet,Wellness,4.0,Yes,No,No,12.0,2.0,Active,0.0,57.0,Yes,Yes,32.21
5976,Yorkshire Terrier,Small,Female,3.0,,Very Active,Special diet,Pedigree,6.0,No,Yes,No,11.0,3.0,Low,3.0,68.0,Yes,Yes,19.96
5977,Dachshund,Small,Male,7.0,Spayed,Active,Special diet,Nutro,3.0,Yes,Yes,No,9.0,0.0,Active,0.0,46.0,Yes,Yes,25.4
5978,Australian Shepherd,Medium,Female,6.0,Spayed,,Wet food,Royal Canin,4.0,Yes,No,No,10.0,1.0,,1.0,57.0,Yes,Yes,25.4
5979,Rottweiler,Large,Male,4.0,,Low,Hard food,Royal Canin,2.0,No,Yes,No,13.0,3.0,Active,3.0,63.0,Yes,No,34.47
5980,Bulldog,Medium,Female,13.0,,Low,Wet food,Wellness,3.0,No,No,No,13.0,1.0,Active,2.0,86.0,Yes,No,15.42
5981,Great Dane,Large,Male,5.0,Neutered,Moderate,Hard food,Purina,3.0,No,Yes,No,11.0,3.0,Moderate,1.0,71.0,Yes,Yes,21.32
5982,Great Dane,Large,Male,7.0,Neutered,Very Active,Special diet,Wellness,5.0,No,Yes,No,12.0,1.0,Very Active,2.0,56.0,Yes,Yes,29.03
5983,Siberian Husky,Medium,Male,3.0,Spayed,Low,Wet food,Iams,3.0,Yes,Yes,No,9.0,0.0,Very Active,2.0,65.0,Yes,Yes,15.88
5984,Bulldog,Medium,Male,8.0,Neutered,Moderate,Hard food,Wellness,0.0,No,No,No,11.0,1.0,Active,1.0,48.0,Yes,Yes,9.98
5985,Labrador Retriever,Large,Male,4.0,Spayed,Active,Hard food,Pedigree,,No,No,No,9.0,0.0,,4.0,59.0,Yes,Yes,32.66
5986,Yorkshire Terrier,Small,Male,13.0,,Low,Wet food,Blue Buffalo,2.0,No,Yes,No,9.0,1.0,Low,1.0,75.0,Yes,No,32.66
5987,Poodle,Small,Female,1.0,Spayed,Very Active,Wet food,Blue Buffalo,4.0,Yes,No,No,9.0,1.0,Low,1.0,76.0,Yes,Yes,31.3
5988,Golden Retriever,,Female,8.0,,Active,Home cooked,Special,0.0,Yes,Yes,No,11.0,1.0,Very Active,0.0,60.0,Yes,Yes,17.24
5989,,Medium,Female,4.0,Spayed,Moderate,Home cooked,Special,5.0,Yes,No,No,11.0,2.0,Active,1.0,65.0,Yes,Yes,23.13
5990,Siberian Husky,Medium,Female,8.0,Neutered,Active,Hard food,Nutro,4.0,No,No,No,11.0,3.0,Very Active,1.0,72.0,Yes,Yes,24.95
5991,Siberian Husky,Medium,Male,7.0,Spayed,Active,Wet food,Pedigree,3.0,Yes,No,No,10.0,0.0,,3.0,63.0,Yes,Yes,19.05
5992,Rottweiler,Large,Male,5.0,,Very Active,Home cooked,Special,3.0,No,Yes,No,11.0,2.0,,2.0,87.0,Yes,Yes,27.67
5993,Bulldog,Medium,Female,9.0,Spayed,Low,Home cooked,Special,3.0,No,No,No,12.0,1.0,Moderate,1.0,85.0,Yes,Yes,19.05
5994,Dachshund,Small,Female,4.0,,Active,Hard food,Royal Canin,,Yes,No,No,11.0,2.0,Very Active,3.0,59.0,Yes,Yes,16.33
5995,German Shepherd,Large,Female,,,Moderate,Special diet,Iams,1.0,No,Yes,No,11.0,3.0,Active,1.0,57.0,Yes,Yes,26.31
5996,Dachshund,Small,Male,7.0,Neutered,Low,Hard food,Purina,4.0,No,No,No,10.0,,Very Active,3.0,63.0,Yes,Yes,19.96
5997,Beagle,Small,Male,3.0,,,Wet food,Nutro,1.0,No,Yes,No,10.0,0.0,Low,1.0,76.0,Yes,No,25.85
5998,Poodle,Small,Male,10.0,Neutered,Very Active,Hard food,Nutro,4.0,No,No,No,10.0,2.0,Moderate,3.0,54.0,Yes,Yes,32.21
5999,Chihuahua,Small,Male,1.0,,Very Active,Special diet,Hill's Science,,Yes,No,No,11.0,1.0,Very Active,3.0,85.0,Yes,Yes,16.33
6000,German Shepherd,Large,Female,3.0,Spayed,Moderate,Home cooked,Special,4.0,Yes,Yes,No,13.0,2.0,,2.0,51.0,Yes,Yes,19.5
6001,Labrador Retriever,Large,Female,,,Active,Home cooked,Special,3.0,Yes,No,No,13.0,2.0,Very Active,0.0,60.0,Yes,Yes,23.59
6002,Rottweiler,Large,Female,5.0,,Active,Wet food,Wellness,1.0,No,No,No,9.0,2.0,Active,0.0,91.0,Yes,,20.87
6003,Yorkshire Terrier,,Male,1.0,Neutered,,Hard food,Wellness,2.0,Yes,No,No,12.0,3.0,Active,1.0,86.0,Yes,Yes,24.49
6004,Poodle,Small,Male,3.0,Spayed,Moderate,Hard food,Purina,3.0,No,No,No,12.0,0.0,,2.0,58.0,Yes,Yes,28.12
6005,Rottweiler,Large,Male,11.0,Neutered,,Home cooked,Special,3.0,No,No,No,11.0,1.0,Low,1.0,55.0,Yes,Yes,18.14
6006,Chihuahua,Small,Female,10.0,,,,Nutro,2.0,No,No,No,12.0,2.0,,2.0,83.0,Yes,No,23.13
6007,Boxer,Medium,Female,10.0,Spayed,,Wet food,Wellness,3.0,Yes,No,No,11.0,2.0,Low,0.0,66.0,Yes,No,33.11
6008,Yorkshire Terrier,Small,Female,10.0,,Low,Special diet,Blue Buffalo,5.0,No,No,No,10.0,2.0,Moderate,1.0,69.0,Yes,Yes,34.02
6009,Boxer,Medium,Male,10.0,Neutered,Moderate,,Nutro,2.0,Yes,No,No,12.0,2.0,,1.0,63.0,Yes,Yes,27.22
6010,Great Dane,Large,Male,12.0,,Very Active,Home cooked,Special,1.0,No,Yes,No,10.0,2.0,Moderate,1.0,55.0,Yes,Yes,28.12
6011,Golden Retriever,Large,Male,2.0,,Moderate,Special diet,Purina,4.0,No,No,No,10.0,2.0,Moderate,1.0,68.0,Yes,Yes,17.69
6012,Great Dane,Large,Female,11.0,,Very Active,Wet food,Pedigree,1.0,No,Yes,No,11.0,3.0,,3.0,59.0,Yes,No,18.6
6013,Australian Shepherd,Medium,Female,11.0,,Moderate,Hard food,Pedigree,4.0,No,No,No,12.0,3.0,Active,2.0,75.0,Yes,No,
6014,Boxer,Medium,Male,10.0,,,Home cooked,Special,5.0,No,No,No,10.0,2.0,Low,0.0,70.0,Yes,,24.49
6015,Dachshund,Small,Male,2.0,Spayed,Active,Home cooked,Special,4.0,Yes,Yes,No,11.0,1.0,Low,1.0,54.0,Yes,Yes,19.5
6016,Doberman,Large,Male,9.0,Neutered,Very Active,Home cooked,Special,2.0,No,No,No,9.0,,Active,1.0,69.0,Yes,Yes,21.32
6017,Labrador Retriever,Large,,8.0,,Moderate,Wet food,Hill's Science,3.0,Yes,Yes,No,11.0,1.0,Active,3.0,87.0,Yes,No,18.14
6018,Boxer,Medium,Female,5.0,Spayed,Very Active,Home cooked,Special,,No,No,No,10.0,0.0,Very Active,0.0,55.0,Yes,Yes,35.38
6019,Great Dane,Large,Female,12.0,Spayed,Active,Wet food,Hill's Science,2.0,Yes,Yes,No,14.0,1.0,Very Active,0.0,47.0,Yes,No,17.24
6020,Yorkshire Terrier,Small,Female,5.0,Spayed,Very Active,Hard food,Blue Buffalo,3.0,Yes,No,No,10.0,3.0,,3.0,62.0,Yes,Yes,26.31
6021,Labrador Retriever,Large,Male,9.0,,Active,Hard food,Blue Buffalo,4.0,No,No,No,11.0,0.0,Very Active,1.0,71.0,Yes,Yes,24.04
6022,Beagle,Small,Male,12.0,Spayed,,Home cooked,Special,3.0,Yes,Yes,Yes,9.0,4.0,,0.0,49.0,Yes,,19.96
6023,Bulldog,Medium,Male,5.0,Spayed,Moderate,Special diet,Purina,6.0,Yes,No,No,10.0,0.0,Moderate,1.0,39.0,Yes,Yes,36.74
6024,Labrador Retriever,Large,Female,10.0,,Moderate,Home cooked,Special,2.0,Yes,No,No,11.0,0.0,,,74.0,Yes,No,7.71
6025,Dachshund,Small,Male,4.0,Neutered,Moderate,Home cooked,Special,5.0,Yes,No,No,11.0,3.0,Low,1.0,66.0,Yes,Yes,11.79
6026,Rottweiler,Large,Male,,Spayed,,Home cooked,Special,1.0,Yes,Yes,Yes,10.0,3.0,Moderate,1.0,48.0,Yes,No,29.94
6027,Chihuahua,Small,Male,1.0,Neutered,Moderate,Home cooked,Special,0.0,Yes,Yes,,12.0,4.0,Active,1.0,73.0,Yes,Yes,17.24
6028,Rottweiler,Large,Female,1.0,,Low,Home cooked,Special,3.0,No,No,Yes,11.0,1.0,Moderate,1.0,92.0,Yes,,17.24
6029,Bulldog,Medium,Male,11.0,,Active,Hard food,Blue Buffalo,1.0,Yes,No,No,14.0,0.0,,2.0,91.0,Yes,Yes,18.6
6030,Boxer,Medium,Female,11.0,Spayed,Low,Hard food,Hill's Science,3.0,Yes,Yes,No,11.0,2.0,Moderate,2.0,68.0,Yes,No,26.76
6031,Yorkshire Terrier,Small,Female,11.0,Neutered,Low,Special diet,Purina,0.0,No,Yes,No,10.0,0.0,Active,0.0,69.0,Yes,No,28.58
6032,Yorkshire Terrier,Small,Male,2.0,Neutered,,Wet food,Iams,6.0,Yes,Yes,No,9.0,3.0,Active,2.0,84.0,Yes,Yes,28.12
6033,German Shepherd,Large,Female,9.0,Spayed,Active,Special diet,Pedigree,3.0,Yes,No,No,12.0,1.0,,1.0,60.0,Yes,Yes,36.74
6034,Dachshund,,Female,4.0,Neutered,Very Active,Special diet,Nutro,4.0,Yes,Yes,No,11.0,2.0,Low,1.0,62.0,Yes,Yes,31.75
6035,Labrador Retriever,Large,,13.0,Neutered,,Hard food,Iams,5.0,Yes,No,,11.0,1.0,Low,1.0,70.0,Yes,Yes,21.32
6036,Great Dane,Large,Male,6.0,Spayed,Low,,Pedigree,4.0,Yes,No,No,11.0,3.0,,0.0,54.0,Yes,Yes,21.32
6037,Bulldog,Medium,Female,6.0,,Very Active,Special diet,Iams,3.0,Yes,Yes,No,11.0,1.0,Moderate,2.0,64.0,Yes,Yes,15.42
6038,Rottweiler,Large,Female,4.0,Spayed,Active,Home cooked,,3.0,Yes,No,No,12.0,0.0,Low,2.0,65.0,Yes,Yes,9.07
6039,Doberman,Large,Female,,,Low,Home cooked,Special,4.0,No,,Yes,10.0,2.0,,,39.0,Yes,Yes,24.49
6040,Siberian Husky,Medium,Male,8.0,Neutered,Low,,Pedigree,0.0,Yes,Yes,No,8.0,2.0,Moderate,1.0,58.0,Yes,Yes,29.94
6041,Beagle,Small,Female,6.0,Spayed,,Wet food,Royal Canin,0.0,Yes,No,No,8.0,,,0.0,55.0,,Yes,25.4
6042,Dachshund,Small,Male,8.0,Spayed,Low,Special diet,Blue Buffalo,3.0,No,Yes,No,11.0,2.0,Very Active,3.0,63.0,Yes,Yes,27.67
6043,Rottweiler,Large,Male,5.0,,Active,Wet food,Royal Canin,1.0,No,No,No,11.0,1.0,,2.0,82.0,Yes,Yes,26.31
6044,Yorkshire Terrier,Small,Male,9.0,,Low,Home cooked,Special,0.0,,Yes,No,8.0,3.0,Low,4.0,62.0,Yes,No,24.49
6045,Beagle,Small,Female,11.0,Spayed,Low,Special diet,Pedigree,2.0,Yes,No,No,13.0,0.0,Low,0.0,76.0,Yes,Yes,23.13
6046,Siberian Husky,Medium,Female,11.0,Neutered,Moderate,Wet food,Royal Canin,4.0,Yes,Yes,No,10.0,2.0,Low,2.0,52.0,Yes,No,20.41
6047,Dachshund,Small,Male,4.0,Spayed,,Wet food,,0.0,Yes,No,No,13.0,1.0,Low,4.0,65.0,Yes,Yes,29.94
6048,Poodle,Small,Female,6.0,Neutered,Very Active,Wet food,Royal Canin,0.0,No,No,Yes,10.0,0.0,Moderate,2.0,62.0,Yes,Yes,29.03
6049,Golden Retriever,Large,Male,6.0,,Very Active,Wet food,Hill's Science,3.0,No,Yes,No,11.0,1.0,Moderate,0.0,59.0,Yes,No,27.22
6050,Boxer,Medium,Male,10.0,,,Special diet,Blue Buffalo,2.0,Yes,Yes,No,11.0,3.0,Low,0.0,94.0,Yes,No,22.23
6051,Rottweiler,Large,Female,5.0,,Moderate,Special diet,Hill's Science,2.0,No,No,No,12.0,2.0,Active,2.0,64.0,Yes,Yes,17.69
6052,Rottweiler,Large,Female,7.0,Spayed,Moderate,Wet food,Royal Canin,2.0,No,Yes,No,9.0,3.0,Moderate,1.0,76.0,Yes,Yes,28.58
6053,Beagle,Small,Male,4.0,,Active,Wet food,Iams,3.0,No,Yes,No,10.0,1.0,Low,2.0,74.0,Yes,No,4.54
6054,Poodle,Small,Female,5.0,,,Hard food,Nutro,,No,Yes,No,9.0,0.0,Active,1.0,46.0,Yes,No,24.95
6055,Doberman,Large,Female,4.0,Spayed,Low,Hard food,Royal Canin,1.0,Yes,No,No,11.0,0.0,Active,2.0,64.0,Yes,Yes,14.97
6056,Yorkshire Terrier,Small,Male,9.0,Neutered,,Special diet,Nutro,3.0,Yes,No,No,11.0,2.0,Very Active,1.0,41.0,Yes,Yes,32.21
6057,Beagle,Small,Male,11.0,,Very Active,Special diet,Royal Canin,1.0,Yes,Yes,Yes,14.0,1.0,Very Active,0.0,54.0,Yes,No,19.5
6058,Golden Retriever,Large,Male,5.0,Neutered,,Wet food,Pedigree,2.0,Yes,Yes,Yes,9.0,0.0,,1.0,61.0,Yes,No,23.59
6059,Rottweiler,Large,Female,7.0,Spayed,,Hard food,Pedigree,6.0,No,Yes,No,12.0,2.0,Active,,52.0,Yes,No,36.74
6060,Poodle,Small,Female,9.0,Spayed,Moderate,Wet food,Purina,4.0,No,Yes,No,10.0,2.0,Active,2.0,62.0,Yes,No,28.12
6061,Labrador Retriever,Large,Male,6.0,Spayed,Low,Hard food,,1.0,Yes,No,No,9.0,0.0,Low,0.0,65.0,Yes,Yes,30.39
6062,Poodle,Small,Male,3.0,Spayed,,Home cooked,Special,1.0,Yes,No,No,12.0,1.0,Low,1.0,79.0,Yes,Yes,24.49
6063,Golden Retriever,Large,Female,10.0,Spayed,Active,Hard food,Hill's Science,1.0,No,No,No,13.0,0.0,Active,0.0,80.0,Yes,Yes,25.4
6064,Boxer,Medium,Female,6.0,,Very Active,Special diet,Blue Buffalo,5.0,Yes,Yes,No,11.0,2.0,Active,1.0,66.0,Yes,Yes,24.95
6065,Labrador Retriever,Large,Male,12.0,Neutered,Active,Hard food,Pedigree,2.0,Yes,Yes,No,12.0,3.0,Active,1.0,72.0,Yes,Yes,21.32
6066,Dachshund,Small,Male,4.0,Spayed,Very Active,Wet food,Hill's Science,3.0,No,Yes,No,14.0,2.0,,2.0,82.0,Yes,Yes,18.14
6067,German Shepherd,Large,Female,9.0,Spayed,Active,Wet food,Nutro,0.0,Yes,Yes,No,10.0,1.0,Very Active,0.0,83.0,Yes,No,30.84
6068,Dachshund,Small,Female,7.0,Neutered,Very Active,Special diet,Pedigree,2.0,Yes,No,No,10.0,3.0,,1.0,88.0,Yes,Yes,19.05
6069,Boxer,Medium,Female,8.0,,Moderate,Hard food,Purina,2.0,No,No,No,9.0,0.0,,4.0,54.0,Yes,Yes,26.76
6070,Golden Retriever,Large,Female,7.0,,,Home cooked,Special,3.0,No,No,No,13.0,2.0,Very Active,1.0,52.0,Yes,Yes,22.23
6071,Great Dane,Large,Female,7.0,Neutered,Low,Hard food,Wellness,2.0,Yes,No,,12.0,2.0,,3.0,82.0,Yes,,20.87
6072,German Shepherd,Large,Male,4.0,Spayed,Very Active,Home cooked,Special,3.0,No,No,No,12.0,2.0,Moderate,1.0,40.0,Yes,Yes,26.76
6073,Doberman,Large,Female,2.0,Neutered,Very Active,Special diet,Iams,4.0,Yes,Yes,No,,3.0,,0.0,69.0,Yes,Yes,22.68
6074,German Shepherd,Large,Male,4.0,,Active,Wet food,Purina,2.0,Yes,Yes,No,12.0,1.0,,2.0,52.0,Yes,Yes,30.39
6075,Golden Retriever,Large,Female,,Neutered,,Special diet,Wellness,1.0,No,No,No,9.0,1.0,Moderate,3.0,38.0,Yes,Yes,16.33
6076,German Shepherd,Large,Male,10.0,,Very Active,Wet food,Wellness,4.0,No,No,No,8.0,1.0,Moderate,2.0,49.0,Yes,Yes,17.69
6077,Bulldog,Medium,Male,9.0,Spayed,Active,Home cooked,,4.0,Yes,Yes,No,12.0,3.0,Active,3.0,63.0,Yes,Yes,20.87
6078,Doberman,Large,Male,3.0,,Very Active,Home cooked,Special,0.0,No,Yes,No,,2.0,Moderate,1.0,65.0,Yes,Yes,23.59
6079,Dachshund,Small,Female,12.0,Neutered,Active,Hard food,Pedigree,4.0,Yes,No,No,8.0,2.0,Moderate,1.0,33.0,Yes,Yes,25.4
6080,Yorkshire Terrier,Small,Male,12.0,Spayed,,Special diet,Nutro,3.0,Yes,No,Yes,10.0,2.0,,2.0,59.0,Yes,Yes,16.33
6081,Boxer,Medium,Male,1.0,,Moderate,Home cooked,Special,2.0,Yes,No,No,11.0,1.0,Very Active,1.0,71.0,Yes,No,39.01
6082,Beagle,Small,Female,,Spayed,Active,Wet food,Royal Canin,2.0,No,Yes,No,11.0,2.0,Low,2.0,84.0,Yes,Yes,14.51
6083,Poodle,Small,Male,3.0,Neutered,Moderate,Special diet,Blue Buffalo,0.0,No,No,No,11.0,2.0,Active,0.0,63.0,Yes,Yes,12.7
6084,Dachshund,Small,Female,7.0,,Very Active,Special diet,Hill's Science,2.0,Yes,No,No,10.0,2.0,Low,1.0,73.0,Yes,Yes,14.97
6085,Boxer,Medium,,8.0,,,Home cooked,Special,3.0,Yes,Yes,No,14.0,1.0,Active,0.0,53.0,Yes,Yes,22.68
6086,Great Dane,Large,Male,3.0,Neutered,Moderate,Home cooked,Special,3.0,No,No,No,13.0,0.0,Very Active,3.0,41.0,Yes,Yes,28.12
6087,Siberian Husky,Medium,Male,7.0,,,Wet food,Pedigree,4.0,No,Yes,No,11.0,1.0,,3.0,45.0,Yes,No,18.6
6088,German Shepherd,Large,Male,7.0,,,Wet food,Wellness,3.0,No,Yes,No,13.0,2.0,Active,2.0,88.0,Yes,No,25.85
6089,German Shepherd,Large,Female,12.0,,Low,Hard food,Hill's Science,1.0,No,Yes,Yes,14.0,0.0,Very Active,2.0,48.0,Yes,No,24.49
6090,Doberman,Large,Male,2.0,,Very Active,Wet food,Purina,3.0,No,Yes,No,12.0,1.0,,1.0,72.0,Yes,No,10.89
6091,,Small,Female,10.0,Neutered,,Wet food,Purina,6.0,Yes,Yes,No,12.0,1.0,Moderate,3.0,62.0,Yes,No,25.85
6092,Great Dane,Large,Male,7.0,Neutered,Active,Wet food,Wellness,5.0,No,No,,12.0,1.0,Active,1.0,52.0,Yes,Yes,20.41
6093,Bulldog,Medium,Female,1.0,,Very Active,Wet food,Purina,2.0,No,,No,13.0,,Low,0.0,56.0,Yes,No,29.48
6094,Yorkshire Terrier,Small,Male,8.0,Spayed,Moderate,Wet food,Hill's Science,4.0,Yes,Yes,Yes,12.0,3.0,Moderate,1.0,42.0,Yes,No,24.04
6095,Boxer,Medium,Male,12.0,Spayed,,Special diet,Wellness,2.0,Yes,Yes,No,14.0,1.0,Low,1.0,85.0,Yes,Yes,19.5
6096,Poodle,Small,Female,11.0,,Very Active,Wet food,Nutro,3.0,Yes,Yes,No,9.0,1.0,Active,2.0,54.0,Yes,No,23.13
6097,Golden Retriever,Large,Male,7.0,,Low,Home cooked,Special,4.0,Yes,Yes,No,13.0,2.0,Very Active,2.0,68.0,Yes,No,10.89
6098,Boxer,Medium,Male,5.0,Neutered,Low,Wet food,Blue Buffalo,1.0,Yes,No,No,11.0,0.0,Moderate,1.0,61.0,Yes,Yes,19.5
6099,Dachshund,Small,Male,5.0,,Very Active,Wet food,Blue Buffalo,1.0,No,No,No,10.0,1.0,Active,1.0,64.0,Yes,Yes,25.85
6100,Poodle,Small,Male,7.0,Spayed,Very Active,Special diet,Royal Canin,4.0,Yes,No,No,10.0,0.0,Very Active,,75.0,Yes,Yes,20.41
6101,Boxer,Medium,Male,11.0,,Moderate,Wet food,Purina,2.0,No,No,No,13.0,2.0,,0.0,100.0,Yes,No,22.68
6102,Golden Retriever,Large,Female,4.0,Neutered,,Hard food,Nutro,3.0,Yes,No,No,12.0,2.0,Active,1.0,69.0,Yes,Yes,29.94
6103,Golden Retriever,Large,Female,7.0,Neutered,,Home cooked,Special,4.0,,No,No,,2.0,Active,0.0,52.0,Yes,Yes,14.97
6104,Dachshund,Small,Male,4.0,Spayed,Very Active,Hard food,Pedigree,3.0,Yes,No,No,,0.0,Active,0.0,69.0,Yes,Yes,29.03
6105,Rottweiler,Large,Female,1.0,Neutered,Active,Home cooked,Special,4.0,No,No,No,9.0,2.0,,0.0,44.0,Yes,Yes,20.41
6106,Siberian Husky,Medium,Male,12.0,,Low,Wet food,Pedigree,3.0,Yes,Yes,No,10.0,2.0,Active,1.0,86.0,Yes,,25.4
6107,Chihuahua,Small,Female,2.0,Spayed,,Special diet,Royal Canin,2.0,No,Yes,No,9.0,1.0,Active,1.0,86.0,Yes,Yes,13.15
6108,Great Dane,Large,Male,2.0,Spayed,Active,Wet food,Hill's Science,1.0,Yes,No,No,9.0,2.0,,1.0,82.0,Yes,Yes,20.87
6109,German Shepherd,Large,Male,2.0,Spayed,Active,Hard food,Blue Buffalo,3.0,No,No,No,14.0,2.0,Very Active,2.0,49.0,Yes,Yes,29.94
6110,Poodle,Small,Female,6.0,,Very Active,Hard food,Iams,2.0,No,No,No,9.0,,Very Active,1.0,46.0,Yes,Yes,21.32
6111,Yorkshire Terrier,Small,Male,,,,Wet food,Royal Canin,3.0,Yes,No,No,14.0,3.0,,2.0,66.0,Yes,Yes,26.31
6112,Bulldog,Medium,Female,7.0,,Low,Hard food,Purina,1.0,Yes,No,No,12.0,2.0,Active,0.0,51.0,Yes,No,20.41
6113,Dachshund,Small,Female,5.0,,Moderate,Wet food,Nutro,1.0,Yes,No,No,11.0,2.0,Moderate,3.0,75.0,Yes,Yes,21.77
6114,Doberman,Large,Female,4.0,Neutered,Active,Wet food,Wellness,1.0,No,No,No,11.0,1.0,Active,4.0,59.0,Yes,Yes,16.78
6115,Yorkshire Terrier,Small,Male,7.0,Spayed,,Special diet,Pedigree,2.0,No,,No,10.0,0.0,Active,1.0,82.0,Yes,Yes,13.15
6116,Chihuahua,Small,Female,9.0,,,Hard food,Blue Buffalo,0.0,Yes,No,Yes,9.0,0.0,Moderate,1.0,100.0,Yes,No,18.6
6117,Boxer,Medium,Male,2.0,Spayed,Low,Wet food,Blue Buffalo,0.0,,Yes,No,12.0,1.0,Moderate,2.0,50.0,Yes,Yes,25.4
6118,Yorkshire Terrier,Small,Female,13.0,Neutered,Very Active,,Iams,0.0,No,Yes,No,12.0,1.0,Very Active,1.0,95.0,Yes,Yes,
6119,Chihuahua,Small,Male,9.0,,Low,Home cooked,Special,3.0,No,Yes,No,11.0,3.0,Very Active,1.0,62.0,Yes,No,23.59
