Breed,Breed Size,Sex,Age,Weight (lbs),Daily Activity Level,Daily Walk Distance (miles),Hours of Sleep,Play Time (hrs),Annual Vet Visits
Chihuahua,Small,Female,2.0,60.0,Active,3.0,10.0,3.0,2.0
Poodle,Small,Female,5.0,63.0,Low,2.0,11.0,2.0,2.0
Dachshund,Small,Female,2.0,47.0,Low,4.0,11.0,0.0,3.0
Dachshund,Small,Female,4.0,66.0,Active,3.0,12.0,4.0,1.0
Dachshund,Small,Male,1.0,44.0,Moderate,2.0,12.0,1.0,2.0
Yorkshire Terrier,Small,Male,6.0,53.0,Active,2.0,14.0,1.0,0.0
Dachshund,Small,Female,13.0,48.0,Active,6.0,13.0,2.0,3.0
Dachshund,Small,Female,9.0,64.0,Active,2.0,11.0,2.0,2.0
Yorkshire Terrier,Small,Male,10.0,58.0,Active,2.0,11.0,1.0,1.0
Yorkshire Terrier,Small,Female,10.0,57.0,Very Active,3.0,11.0,2.0,0.0
Chihuahua,Small,Male,5.0,46.0,Active,2.0,10.0,1.0,2.0
Chihuahua,Small,Male,12.0,77.0,Very Active,0.0,12.0,2.0,4.0
Dachshund,Small,Male,3.0,54.0,Active,3.0,13.0,3.0,1.0
Yorkshire Terrier,Small,Male,2.0,50.0,Low,2.0,13.0,2.0,0.0
Yorkshire Terrier,Small,Female,5.0,57.0,Active,2.0,11.0,2.0,1.0
Chihuahua,Small,Male,12.0,36.0,Very Active,3.0,8.0,2.0,0.0
Beagle,Small,Male,1.0,31.0,Active,5.0,10.0,2.0,2.0
Beagle,Small,Male,3.0,40.0,Active,2.0,13.0,1.0,2.0
Poodle,Small,Female,5.0,59.0,Very Active,2.0,11.0,1.0,1.0
Yorkshire Terrier,Small,Female,7.0,70.0,Moderate,2.0,11.0,1.0,1.0
Chihuahua,Small,Female,10.0,61.0,Low,1.0,13.0,2.0,1.0
Beagle,Small,Female,1.0,52.0,Moderate,3.0,10.0,0.0,1.0
Poodle,Small,Male,6.0,16.0,Active,4.0,9.0,2.0,4.0
Poodle,Small,Male,9.0,51.0,Active,4.0,12.0,2.0,2.0
Chihuahua,Small,Male,13.0,48.0,Moderate,3.0,11.0,0.0,1.0
Chihuahua,Small,Female,8.0,69.0,Active,2.0,12.0,1.0,0.0
Beagle,Small,Male,2.0,51.0,Active,3.0,11.0,1.0,3.0
Beagle,Small,Female,13.0,42.0,Active,3.0,10.0,1.0,2.0
Chihuahua,Small,Female,13.0,30.0,Active,2.0,13.0,1.0,2.0
Dachshund,Small,Male,10.0,78.0,Moderate,0.0,11.0,2.0,2.0
Beagle,Small,Female,12.0,61.0,Very Active,4.0,12.0,0.0,1.0
Dachshund,Small,Male,7.0,59.0,Very Active,1.0,12.0,3.0,1.0
Beagle,Small,Female,8.0,50.0,Active,2.0,10.0,0.0,4.0
Dachshund,Small,Male,6.0,56.0,Active,3.0,12.0,1.0,3.0
Poodle,Small,Female,2.0,43.0,Very Active,2.0,8.0,2.0,0.0
Dachshund,Small,Female,12.0,62.0,Very Active,0.0,10.0,1.0,3.0
Dachshund,Small,Female,4.0,41.0,Active,2.0,10.0,0.0,2.0
Dachshund,Small,Female,7.0,45.0,Very Active,1.0,9.0,1.0,2.0
Beagle,Small,Female,10.0,38.0,Active,4.0,11.0,0.0,3.0
Yorkshire Terrier,Small,Male,9.0,50.0,Moderate,6.0,11.0,2.0,1.0
Beagle,Small,Female,8.0,49.0,Very Active,2.0,11.0,1.0,0.0
Chihuahua,Small,Male,6.0,41.0,Active,7.0,10.0,2.0,1.0
Beagle,Small,Male,11.0,18.0,Very Active,1.0,13.0,0.0,0.0
Chihuahua,Small,Female,6.0,60.0,Active,3.0,10.0,2.0,0.0
Chihuahua,Small,Male,11.0,43.0,Very Active,2.0,11.0,0.0,1.0
Poodle,Small,Female,1.0,41.0,Very Active,4.0,12.0,2.0,2.0
Chihuahua,Small,Female,1.0,71.0,Moderate,2.0,11.0,3.0,1.0
Dachshund,Small,Male,5.0,54.0,Very Active,3.0,13.0,1.0,0.0
Dachshund,Small,Male,10.0,48.0,Active,4.0,12.0,0.0,3.0
Yorkshire Terrier,Small,Male,10.0,57.0,Low,3.0,11.0,1.0,2.0
Dachshund,Small,Female,8.0,59.0,Very Active,5.0,12.0,2.0,3.0
Dachshund,Small,Male,3.0,43.0,Active,4.0,10.0,0.0,1.0
Yorkshire Terrier,Small,Male,5.0,63.0,Moderate,3.0,12.0,1.0,3.0
Beagle,Small,Male,3.0,46.0,Low,4.0,11.0,2.0,3.0
Beagle,Small,Female,7.0,54.0,Active,4.0,9.0,1.0,1.0
Poodle,Small,Female,8.0,49.0,Very Active,2.0,13.0,2.0,1.0
Beagle,Small,Male,6.0,44.0,Moderate,1.0,9.0,2.0,2.0
Beagle,Small,Male,8.0,33.0,Low,2.0,11.0,2.0,2.0
Poodle,Small,Male,4.0,51.0,Active,3.0,8.0,3.0,4.0
Chihuahua,Small,Female,5.0,46.0,Moderate,0.0,11.0,2.0,3.0
Beagle,Small,Male,9.0,70.0,Active,2.0,10.0,2.0,3.0
Poodle,Small,Male,9.0,45.0,Very Active,3.0,11.0,2.0,2.0
Beagle,Small,Female,6.0,56.0,Moderate,1.0,11.0,2.0,1.0
Australian Shepherd,Small,Female,10.0,56.0,Low,3.0,13.0,2.0,1.0
Poodle,Small,Male,10.0,39.0,Moderate,2.0,10.0,2.0,1.0
Yorkshire Terrier,Small,Male,7.0,52.0,Very Active,3.0,10.0,4.0,1.0
Poodle,Small,Female,7.0,36.0,Very Active,4.0,13.0,3.0,2.0
Australian Shepherd,Small,Female,7.0,44.0,Active,4.0,9.0,2.0,2.0
Chihuahua,Small,Female,9.0,43.0,Active,4.0,11.0,2.0,1.0
Chihuahua,Small,Female,4.0,44.0,Low,5.0,11.0,2.0,2.0
Poodle,Small,Female,4.0,29.0,Moderate,2.0,13.0,3.0,1.0
Beagle,Small,Male,9.0,61.0,Active,6.0,12.0,3.0,1.0
Chihuahua,Small,Female,8.0,77.0,Moderate,0.0,9.0,1.0,1.0
Yorkshire Terrier,Small,Female,12.0,34.0,Active,2.0,14.0,0.0,2.0
Chihuahua,Small,Female,9.0,47.0,Very Active,0.0,12.0,2.0,1.0
Poodle,Small,Female,10.0,50.0,Active,5.0,9.0,2.0,4.0
Yorkshire Terrier,Small,Female,5.0,30.0,Low,3.0,11.0,1.0,2.0
Poodle,Small,Male,5.0,63.0,Active,2.0,10.0,2.0,1.0
Poodle,Small,Male,10.0,47.0,Low,3.0,11.0,0.0,2.0
Yorkshire Terrier,Small,Female,12.0,55.0,Active,2.0,14.0,3.0,2.0
Chihuahua,Small,Female,6.0,60.0,Active,1.0,12.0,0.0,3.0
Yorkshire Terrier,Small,Male,4.0,51.0,Active,1.0,13.0,2.0,3.0
Chihuahua,Small,Female,8.0,37.0,Very Active,0.0,14.0,1.0,2.0
Poodle,Small,Female,7.0,33.0,Active,1.0,12.0,2.0,1.0
Yorkshire Terrier,Small,Female,1.0,36.0,Active,1.0,11.0,0.0,1.0
Chihuahua,Small,Male,6.0,55.0,Low,3.0,13.0,2.0,3.0
Chihuahua,Small,Female,5.0,53.0,Very Active,3.0,13.0,0.0,2.0
Yorkshire Terrier,Small,Male,8.0,33.0,Active,1.0,11.0,0.0,4.0
Beagle,Small,Male,4.0,41.0,Active,4.0,11.0,2.0,3.0
Beagle,Small,Male,7.0,52.0,Very Active,1.0,11.0,0.0,0.0
Dachshund,Small,Male,4.0,78.0,Low,4.0,11.0,0.0,2.0
Dachshund,Small,Male,8.0,70.0,Active,0.0,12.0,2.0,2.0
Chihuahua,Small,Female,6.0,53.0,Active,4.0,13.0,2.0,0.0
Yorkshire Terrier,Small,Male,5.0,50.0,Very Active,3.0,8.0,2.0,0.0
Chihuahua,Small,Male,6.0,46.0,Moderate,1.0,11.0,1.0,4.0
Yorkshire Terrier,Small,Male,6.0,65.0,Very Active,3.0,11.0,2.0,2.0
Yorkshire Terrier,Small,Female,9.0,57.0,Active,0.0,11.0,2.0,1.0
Poodle,Small,Female,3.0,33.0,Active,6.0,10.0,2.0,2.0
Dachshund,Small,Female,4.0,41.0,Moderate,2.0,10.0,3.0,1.0
Poodle,Small,Male,10.0,45.0,Active,4.0,9.0,3.0,2.0
Beagle,Small,Female,12.0,51.0,Active,2.0,10.0,1.0,1.0
Yorkshire Terrier,Small,Female,9.0,53.0,Moderate,1.0,10.0,1.0,1.0
Dachshund,Small,Male,3.0,44.0,Low,2.0,10.0,3.0,3.0
Beagle,Small,Female,5.0,54.0,Moderate,0.0,11.0,2.0,1.0
Dachshund,Small,Male,12.0,47.0,Very Active,2.0,11.0,2.0,1.0
Chihuahua,Small,Male,9.0,48.0,Low,2.0,8.0,1.0,2.0
Beagle,Small,Female,6.0,70.0,Low,3.0,11.0,3.0,4.0
Chihuahua,Small,Male,8.0,51.0,Active,4.0,13.0,3.0,0.0
Poodle,Small,Male,4.0,72.0,Active,3.0,12.0,1.0,1.0
Poodle,Small,Male,2.0,38.0,Moderate,2.0,9.0,1.0,0.0
Yorkshire Terrier,Small,Male,6.0,44.0,Active,0.0,12.0,2.0,1.0
Chihuahua,Small,Female,13.0,50.0,Moderate,2.0,9.0,1.0,2.0
Chihuahua,Small,Female,5.0,67.0,Active,4.0,14.0,4.0,4.0
Beagle,Small,Male,4.0,49.0,Low,0.0,10.0,1.0,1.0
Yorkshire Terrier,Small,Male,10.0,74.0,Very Active,2.0,10.0,0.0,0.0
Yorkshire Terrier,Small,Male,6.0,48.0,Active,3.0,12.0,1.0,2.0
Chihuahua,Small,Female,4.0,62.0,Moderate,4.0,14.0,2.0,3.0
Yorkshire Terrier,Small,Male,5.0,43.0,Low,2.0,12.0,3.0,1.0
Beagle,Small,Male,7.0,67.0,Active,3.0,12.0,1.0,1.0
Australian Shepherd,Small,Female,1.0,42.0,Moderate,4.0,12.0,2.0,1.0
Poodle,Small,Female,3.0,57.0,Active,3.0,10.0,2.0,2.0
Yorkshire Terrier,Small,Male,1.0,57.0,Low,2.0,12.0,1.0,1.0
Dachshund,Small,Male,6.0,36.0,Very Active,2.0,11.0,1.0,1.0
Poodle,Small,Female,10.0,34.0,Active,2.0,12.0,2.0,2.0
Dachshund,Small,Male,4.0,53.0,Low,2.0,9.0,1.0,0.0
Dachshund,Small,Female,5.0,68.0,Moderate,2.0,10.0,2.0,0.0
Chihuahua,Small,Female,8.0,43.0,Moderate,2.0,11.0,1.0,1.0
Chihuahua,Small,Female,10.0,52.0,Active,2.0,8.0,2.0,3.0
Chihuahua,Small,Male,2.0,67.0,Very Active,2.0,10.0,0.0,4.0
Chihuahua,Small,Male,6.0,64.0,Very Active,1.0,12.0,1.0,0.0
Beagle,Small,Female,11.0,33.0,Active,1.0,9.0,0.0,3.0
Poodle,Small,Female,2.0,36.0,Active,1.0,13.0,2.0,0.0
Australian Shepherd,Small,Female,8.0,43.0,Active,0.0,11.0,1.0,1.0
Dachshund,Small,Female,2.0,59.0,Active,1.0,8.0,1.0,1.0
Yorkshire Terrier,Small,Male,3.0,76.0,Very Active,3.0,11.0,2.0,3.0
Dachshund,Small,Female,5.0,47.0,Low,3.0,13.0,1.0,2.0
Yorkshire Terrier,Small,Male,11.0,50.0,Active,0.0,11.0,3.0,1.0
Poodle,Small,Male,2.0,56.0,Moderate,2.0,11.0,1.0,3.0
Chihuahua,Small,Male,6.0,62.0,Active,3.0,12.0,1.0,1.0
Beagle,Small,Male,2.0,69.0,Moderate,4.0,12.0,0.0,3.0
Dachshund,Small,Female,6.0,54.0,Active,4.0,11.0,0.0,1.0
Yorkshire Terrier,Small,Male,3.0,45.0,Very Active,4.0,11.0,1.0,3.0
Chihuahua,Small,Male,12.0,56.0,Low,3.0,10.0,1.0,1.0
Dachshund,Small,Female,10.0,62.0,Active,3.0,11.0,2.0,2.0
Chihuahua,Small,Female,1.0,54.0,Very Active,3.0,11.0,1.0,3.0
Yorkshire Terrier,Small,Female,2.0,20.0,Very Active,3.0,13.0,2.0,2.0
Poodle,Small,Female,6.0,69.0,Very Active,3.0,12.0,2.0,1.0
Yorkshire Terrier,Small,Male,5.0,46.0,Moderate,4.0,11.0,0.0,1.0
Beagle,Small,Female,4.0,67.0,Very Active,3.0,14.0,1.0,2.0
Chihuahua,Small,Female,4.0,50.0,Moderate,2.0,13.0,1.0,2.0
Chihuahua,Small,Male,13.0,79.0,Very Active,2.0,11.0,0.0,4.0
Poodle,Small,Male,10.0,51.0,Very Active,0.0,12.0,3.0,2.0
Poodle,Small,Male,2.0,50.0,Active,1.0,12.0,1.0,0.0
Poodle,Small,Male,7.0,64.0,Low,1.0,12.0,1.0,3.0
Chihuahua,Small,Female,5.0,44.0,Very Active,2.0,11.0,1.0,0.0
Beagle,Small,Male,8.0,35.0,Active,1.0,10.0,1.0,2.0
Chihuahua,Small,Female,3.0,59.0,Low,1.0,12.0,0.0,0.0
Dachshund,Small,Male,1.0,65.0,Very Active,2.0,10.0,1.0,3.0
Chihuahua,Small,Male,8.0,79.0,Low,3.0,10.0,1.0,3.0
Yorkshire Terrier,Small,Female,13.0,50.0,Very Active,2.0,8.0,2.0,4.0
Yorkshire Terrier,Small,Male,1.0,52.0,Very Active,0.0,10.0,0.0,1.0
Poodle,Small,Female,4.0,37.0,Active,2.0,10.0,2.0,1.0
Poodle,Small,Male,5.0,73.0,Active,4.0,13.0,1.0,3.0
Yorkshire Terrier,Small,Female,2.0,38.0,Low,0.0,13.0,0.0,3.0
Beagle,Small,Male,4.0,70.0,Moderate,2.0,10.0,3.0,3.0
Beagle,Small,Female,12.0,40.0,Active,1.0,9.0,0.0,2.0
Chihuahua,Small,Female,6.0,38.0,Active,3.0,13.0,0.0,2.0
Beagle,Small,Male,9.0,57.0,Active,3.0,10.0,2.0,0.0
Beagle,Small,Female,3.0,59.0,Moderate,3.0,10.0,2.0,1.0
Yorkshire Terrier,Small,Male,2.0,54.0,Active,2.0,14.0,1.0,2.0
Beagle,Small,Male,7.0,16.0,Very Active,2.0,11.0,1.0,4.0
Beagle,Small,Male,4.0,64.0,Moderate,1.0,11.0,3.0,4.0
Chihuahua,Small,Male,7.0,34.0,Very Active,3.0,9.0,0.0,1.0
Chihuahua,Small,Male,4.0,62.0,Active,3.0,9.0,1.0,1.0
Poodle,Small,Male,8.0,39.0,Low,1.0,12.0,1.0,1.0
Beagle,Small,Male,8.0,48.0,Active,2.0,11.0,1.0,3.0
Beagle,Small,Female,11.0,29.0,Active,2.0,14.0,1.0,2.0
Beagle,Small,Male,8.0,52.0,Moderate,3.0,11.0,2.0,1.0
Yorkshire Terrier,Small,Female,2.0,34.0,Low,3.0,11.0,1.0,0.0
Chihuahua,Small,Female,10.0,77.0,Active,2.0,11.0,2.0,1.0
Yorkshire Terrier,Small,Female,12.0,40.0,Active,0.0,12.0,3.0,0.0
Australian Shepherd,Small,Female,4.0,45.0,Very Active,4.0,9.0,1.0,3.0
Poodle,Small,Male,4.0,46.0,Moderate,1.0,11.0,4.0,1.0
Beagle,Small,Male,5.0,60.0,Active,4.0,8.0,2.0,4.0
Beagle,Small,Male,11.0,63.0,Active,2.0,10.0,3.0,1.0
Chihuahua,Small,Male,5.0,43.0,Moderate,2.0,11.0,2.0,1.0
Beagle,Small,Male,9.0,61.0,Active,2.0,12.0,2.0,1.0
Chihuahua,Small,Female,1.0,64.0,Active,2.0,12.0,1.0,2.0
Dachshund,Small,Male,11.0,77.0,Very Active,0.0,13.0,2.0,1.0
Poodle,Small,Female,1.0,68.0,Very Active,1.0,13.0,3.0,1.0
Dachshund,Small,Female,3.0,60.0,Moderate,3.0,12.0,2.0,2.0
Chihuahua,Small,Female,5.0,42.0,Low,3.0,11.0,2.0,1.0
Chihuahua,Small,Male,1.0,64.0,Active,5.0,11.0,2.0,3.0
Chihuahua,Small,Female,4.0,34.0,Active,2.0,8.0,1.0,1.0
Poodle,Small,Male,2.0,60.0,Very Active,4.0,10.0,1.0,1.0
Beagle,Small,Male,3.0,35.0,Very Active,1.0,13.0,2.0,0.0
Yorkshire Terrier,Small,Female,4.0,55.0,Very Active,0.0,14.0,1.0,1.0
Beagle,Small,Male,2.0,54.0,Moderate,3.0,12.0,0.0,4.0
Dachshund,Small,Female,2.0,35.0,Low,2.0,12.0,1.0,2.0
Chihuahua,Small,Male,8.0,23.0,Moderate,3.0,12.0,1.0,3.0
Yorkshire Terrier,Small,Female,1.0,43.0,Moderate,4.0,12.0,0.0,0.0
Poodle,Small,Female,1.0,48.0,Low,1.0,10.0,2.0,4.0
Beagle,Small,Female,9.0,58.0,Active,3.0,12.0,4.0,1.0
Chihuahua,Small,Male,4.0,66.0,Very Active,3.0,9.0,0.0,1.0
Yorkshire Terrier,Small,Female,2.0,56.0,Low,3.0,11.0,1.0,2.0
Chihuahua,Small,Male,8.0,52.0,Very Active,2.0,10.0,2.0,4.0
Dachshund,Small,Male,12.0,71.0,Very Active,0.0,13.0,0.0,0.0
Poodle,Small,Female,8.0,59.0,Active,3.0,10.0,2.0,1.0
Dachshund,Small,Female,4.0,57.0,Active,0.0,9.0,2.0,0.0
Yorkshire Terrier,Small,Female,5.0,53.0,Low,1.0,9.0,4.0,1.0
Dachshund,Small,Male,2.0,50.0,Moderate,2.0,12.0,3.0,1.0
Beagle,Small,Female,9.0,43.0,Low,3.0,13.0,2.0,2.0
Chihuahua,Small,Male,9.0,51.0,Active,1.0,13.0,0.0,2.0
Poodle,Small,Male,13.0,56.0,Low,3.0,12.0,2.0,0.0
Chihuahua,Small,Female,11.0,40.0,Active,2.0,11.0,2.0,1.0
Beagle,Small,Female,4.0,74.0,Moderate,3.0,11.0,1.0,0.0
Poodle,Small,Male,6.0,20.0,Active,3.0,13.0,2.0,1.0
Dachshund,Small,Male,6.0,59.0,Active,5.0,12.0,2.0,1.0
Yorkshire Terrier,Small,Male,8.0,28.0,Active,3.0,13.0,0.0,3.0
Poodle,Small,Male,6.0,55.0,Low,3.0,13.0,2.0,2.0
Yorkshire Terrier,Small,Female,1.0,48.0,Active,3.0,12.0,2.0,3.0
Chihuahua,Small,Female,13.0,25.0,Active,2.0,12.0,1.0,1.0
Beagle,Small,Female,8.0,54.0,Active,2.0,8.0,1.0,1.0
Dachshund,Small,Male,1.0,35.0,Active,1.0,14.0,2.0,1.0
Chihuahua,Small,Male,11.0,50.0,Active,2.0,9.0,1.0,1.0
Poodle,Small,Male,1.0,51.0,Very Active,3.0,11.0,1.0,1.0
Chihuahua,Small,Female,5.0,66.0,Low,2.0,12.0,1.0,3.0
Beagle,Small,Male,8.0,22.0,Moderate,3.0,11.0,2.0,4.0
Poodle,Small,Male,8.0,40.0,Very Active,3.0,8.0,2.0,0.0
Beagle,Small,Female,5.0,57.0,Active,3.0,12.0,1.0,0.0
Beagle,Small,Female,2.0,62.0,Moderate,5.0,10.0,2.0,0.0
Poodle,Small,Male,2.0,23.0,Very Active,3.0,12.0,2.0,0.0
Yorkshire Terrier,Small,Female,7.0,48.0,Very Active,2.0,12.0,2.0,1.0
Poodle,Small,Female,8.0,55.0,Very Active,3.0,9.0,0.0,2.0
Chihuahua,Small,Female,2.0,82.0,Active,0.0,10.0,2.0,2.0
Poodle,Small,Male,11.0,34.0,Very Active,4.0,12.0,2.0,3.0
Poodle,Small,Male,7.0,47.0,Very Active,4.0,12.0,1.0,1.0
Yorkshire Terrier,Small,Female,4.0,45.0,Active,4.0,10.0,1.0,1.0
Chihuahua,Small,Male,3.0,47.0,Active,4.0,10.0,3.0,1.0
Yorkshire Terrier,Small,Female,8.0,54.0,Very Active,0.0,11.0,1.0,1.0
Dachshund,Small,Male,8.0,54.0,Very Active,2.0,10.0,2.0,0.0
Poodle,Small,Female,13.0,19.0,Moderate,1.0,12.0,1.0,1.0
Beagle,Small,Male,12.0,73.0,Very Active,1.0,10.0,1.0,2.0
Chihuahua,Small,Female,6.0,81.0,Active,3.0,11.0,1.0,2.0
Dachshund,Small,Female,4.0,38.0,Moderate,4.0,13.0,2.0,0.0
Beagle,Small,Male,13.0,37.0,Very Active,3.0,12.0,2.0,2.0
Poodle,Small,Female,12.0,44.0,Moderate,2.0,11.0,0.0,0.0
Yorkshire Terrier,Small,Male,12.0,66.0,Low,0.0,14.0,1.0,2.0
Beagle,Small,Male,9.0,57.0,Very Active,4.0,11.0,1.0,2.0
Chihuahua,Small,Female,10.0,76.0,Very Active,3.0,12.0,2.0,4.0
Chihuahua,Small,Male,12.0,45.0,Active,1.0,11.0,2.0,4.0
Poodle,Small,Male,5.0,73.0,Very Active,1.0,12.0,2.0,0.0
Beagle,Small,Male,9.0,47.0,Active,4.0,11.0,2.0,3.0
Dachshund,Small,Female,8.0,30.0,Active,5.0,12.0,0.0,2.0
Beagle,Small,Female,5.0,25.0,Very Active,3.0,12.0,0.0,3.0
Chihuahua,Small,Female,5.0,54.0,Low,3.0,9.0,2.0,1.0
Dachshund,Small,Female,4.0,39.0,Active,2.0,12.0,2.0,1.0
Poodle,Small,Male,7.0,52.0,Very Active,1.0,11.0,2.0,1.0
Poodle,Small,Male,3.0,50.0,Low,2.0,11.0,0.0,3.0
Beagle,Small,Male,5.0,52.0,Active,3.0,13.0,3.0,0.0
Beagle,Small,Female,5.0,58.0,Very Active,2.0,13.0,1.0,0.0
Beagle,Small,Male,10.0,62.0,Moderate,2.0,12.0,0.0,1.0
Beagle,Small,Male,7.0,56.0,Active,4.0,11.0,1.0,4.0
Dachshund,Small,Male,6.0,56.0,Active,3.0,9.0,1.0,0.0
Dachshund,Small,Male,13.0,69.0,Active,2.0,13.0,2.0,1.0
Beagle,Small,Female,5.0,36.0,Moderate,2.0,10.0,0.0,4.0
Poodle,Small,Male,7.0,53.0,Active,3.0,10.0,1.0,1.0
Dachshund,Small,Female,3.0,48.0,Active,0.0,10.0,3.0,2.0
Chihuahua,Small,Male,4.0,36.0,Very Active,3.0,11.0,1.0,2.0
Chihuahua,Small,Female,13.0,38.0,Very Active,5.0,8.0,3.0,3.0
Poodle,Small,Female,7.0,77.0,Active,2.0,8.0,1.0,3.0
Poodle,Small,Male,7.0,49.0,Active,2.0,12.0,1.0,2.0
Poodle,Small,Male,13.0,50.0,Very Active,5.0,12.0,2.0,0.0
Dachshund,Small,Female,8.0,81.0,Active,1.0,11.0,2.0,1.0
Dachshund,Small,Female,12.0,74.0,Active,1.0,11.0,1.0,2.0
Beagle,Small,Male,8.0,34.0,Very Active,3.0,11.0,1.0,2.0
Dachshund,Small,Female,5.0,59.0,Low,0.0,13.0,0.0,1.0
Poodle,Small,Male,11.0,57.0,Low,3.0,12.0,3.0,1.0
Beagle,Small,Female,6.0,66.0,Active,2.0,11.0,4.0,2.0
Dachshund,Small,Male,4.0,56.0,Active,5.0,11.0,1.0,2.0
Chihuahua,Small,Female,2.0,41.0,Moderate,1.0,12.0,0.0,1.0
Poodle,Small,Female,10.0,74.0,Very Active,1.0,13.0,2.0,1.0
Yorkshire Terrier,Small,Male,10.0,63.0,Active,1.0,11.0,2.0,4.0
Poodle,Small,Female,8.0,41.0,Moderate,2.0,13.0,3.0,1.0
Yorkshire Terrier,Small,Female,9.0,34.0,Active,2.0,11.0,0.0,4.0
Beagle,Small,Male,7.0,30.0,Moderate,2.0,13.0,1.0,2.0
Chihuahua,Small,Male,6.0,54.0,Active,3.0,11.0,4.0,2.0
Poodle,Small,Male,2.0,36.0,Active,1.0,12.0,1.0,1.0
Chihuahua,Small,Male,7.0,40.0,Low,3.0,9.0,2.0,0.0
Poodle,Small,Male,2.0,34.0,Active,4.0,11.0,2.0,1.0
Chihuahua,Small,Male,7.0,51.0,Very Active,3.0,11.0,0.0,2.0
Poodle,Small,Male,2.0,71.0,Active,5.0,12.0,2.0,1.0
Dachshund,Small,Female,4.0,59.0,Low,2.0,11.0,2.0,2.0
Chihuahua,Small,Male,7.0,40.0,Active,2.0,11.0,3.0,2.0
Beagle,Small,Male,4.0,36.0,Active,4.0,9.0,2.0,2.0
Dachshund,Small,Female,3.0,47.0,Active,0.0,13.0,2.0,2.0
Poodle,Small,Male,2.0,65.0,Active,3.0,11.0,0.0,0.0
Beagle,Small,Male,7.0,62.0,Active,0.0,13.0,2.0,2.0
Beagle,Small,Male,6.0,55.0,Low,3.0,13.0,2.0,2.0
Beagle,Small,Male,8.0,41.0,Active,2.0,11.0,1.0,2.0
Beagle,Small,Male,6.0,29.0,Active,1.0,9.0,0.0,2.0
Yorkshire Terrier,Small,Female,7.0,44.0,Moderate,1.0,10.0,2.0,1.0
Dachshund,Small,Male,6.0,32.0,Active,1.0,11.0,2.0,0.0
Beagle,Small,Male,7.0,62.0,Very Active,2.0,10.0,2.0,1.0
Beagle,Small,Male,5.0,38.0,Active,0.0,11.0,2.0,3.0
Dachshund,Small,Female,4.0,61.0,Very Active,2.0,11.0,3.0,3.0
Poodle,Small,Male,7.0,53.0,Active,4.0,11.0,3.0,1.0
Beagle,Small,Male,1.0,47.0,Active,2.0,11.0,4.0,1.0
Dachshund,Small,Female,9.0,55.0,Moderate,2.0,11.0,3.0,1.0
Yorkshire Terrier,Small,Male,4.0,27.0,Low,6.0,10.0,2.0,2.0
Beagle,Small,Female,9.0,52.0,Very Active,2.0,10.0,1.0,1.0
Dachshund,Small,Male,12.0,41.0,Active,3.0,11.0,1.0,3.0
Dachshund,Small,Male,1.0,46.0,Active,2.0,12.0,3.0,4.0
Dachshund,Small,Male,4.0,43.0,Active,4.0,12.0,3.0,0.0
Poodle,Small,Male,11.0,62.0,Very Active,2.0,8.0,0.0,1.0
Beagle,Small,Female,13.0,62.0,Moderate,1.0,10.0,1.0,3.0
Poodle,Small,Female,4.0,48.0,Very Active,1.0,12.0,3.0,2.0
Dachshund,Small,Female,12.0,79.0,Low,1.0,11.0,1.0,2.0
Beagle,Small,Male,3.0,50.0,Low,2.0,11.0,1.0,1.0
Beagle,Small,Female,7.0,59.0,Moderate,1.0,11.0,1.0,1.0
Chihuahua,Small,Male,13.0,64.0,Active,3.0,10.0,2.0,2.0
Poodle,Small,Female,12.0,44.0,Very Active,3.0,10.0,2.0,1.0
Beagle,Small,Male,5.0,49.0,Very Active,3.0,10.0,0.0,3.0
Yorkshire Terrier,Small,Female,4.0,73.0,Active,5.0,10.0,3.0,0.0
Dachshund,Small,Female,8.0,38.0,Active,0.0,10.0,1.0,3.0
Yorkshire Terrier,Small,Female,11.0,40.0,Active,2.0,11.0,2.0,2.0
Dachshund,Small,Female,12.0,38.0,Moderate,0.0,11.0,3.0,2.0
Yorkshire Terrier,Small,Female,5.0,73.0,Very Active,3.0,10.0,1.0,1.0
Poodle,Small,Female,7.0,47.0,Very Active,0.0,14.0,2.0,1.0
Dachshund,Small,Male,7.0,46.0,Moderate,0.0,10.0,3.0,3.0
Dachshund,Small,Female,6.0,39.0,Low,4.0,10.0,0.0,4.0
Dachshund,Small,Male,2.0,46.0,Low,2.0,10.0,2.0,2.0
Yorkshire Terrier,Small,Female,11.0,57.0,Low,2.0,10.0,2.0,0.0
Beagle,Small,Male,2.0,66.0,Very Active,5.0,13.0,3.0,1.0
Beagle,Small,Female,3.0,62.0,Active,4.0,11.0,1.0,1.0
Beagle,Small,Female,7.0,87.0,Active,3.0,10.0,1.0,1.0
Beagle,Small,Male,11.0,69.0,Low,5.0,12.0,2.0,3.0
Dachshund,Small,Female,13.0,60.0,Active,4.0,11.0,2.0,2.0
Dachshund,Small,Male,12.0,44.0,Moderate,4.0,14.0,2.0,1.0
Dachshund,Small,Male,11.0,44.0,Very Active,5.0,13.0,0.0,1.0
Poodle,Small,Female,11.0,54.0,Very Active,0.0,11.0,2.0,1.0
Australian Shepherd,Small,Female,7.0,54.0,Moderate,2.0,11.0,0.0,2.0
Chihuahua,Small,Female,13.0,52.0,Active,1.0,10.0,0.0,3.0
Chihuahua,Small,Male,8.0,42.0,Active,3.0,10.0,0.0,4.0
