Breed,Breed Size,Sex,Age,Weight (lbs),Spay/Neuter Status,Daily Activity Level,Daily Walk Distance (miles),Other Pets in Household,Seizures,Hours of Sleep,Play Time (hrs),Owner Activity Level,Annual Vet Visits,Average Temperature (F)
Yorkshire Terrier,Small,Male,8.0,9.0,Spayed,Active,1.0,No,No,11.0,0.0,Moderate,4.0,43.0
Beagle,Small,Male,4.0,29.1,Spayed,Active,4.0,Yes,No,11.0,2.0,Low,3.0,94.0
Beagle,Small,Male,7.0,28.4,Neutered,Very Active,1.0,No,No,11.0,0.0,Active,0.0,64.0
Dachshund,Small,Male,4.0,13.9,Spayed,Low,4.0,Yes,No,11.0,0.0,Active,2.0,54.0
Dachshund,Small,Male,8.0,10.6,Spayed,Active,0.0,Yes,No,12.0,2.0,Active,2.0,67.0
Chihuahua,Small,Female,6.0,4.9,Spayed,Active,4.0,Yes,No,13.0,2.0,Active,0.0,51.0
Yorkshire Terrier,Small,Male,5.0,5.7,Neutered,Very Active,3.0,No,No,8.0,2.0,Very Active,0.0,70.0
Chihuahua,Small,Male,6.0,7.6,Spayed,Moderate,1.0,No,No,11.0,1.0,Low,4.0,56.0
Yorkshire Terrier,Small,Male,6.0,8.1,Spayed,Very Active,3.0,No,No,11.0,2.0,Active,2.0,66.0
Yorkshire Terrier,Small,Female,9.0,8.9,Spayed,Active,0.0,Yes,No,11.0,2.0,Very Active,1.0,45.0
Poodle,Small,Female,3.0,33.0,Spayed,Active,6.0,Yes,No,10.0,2.0,Very Active,2.0,49.0
Dachshund,Small,Female,4.0,11.9,Spayed,Moderate,2.0,Yes,No,10.0,3.0,Very Active,1.0,64.0
Poodle,Small,Male,10.0,45.0,Spayed,Active,4.0,No,No,9.0,3.0,Very Active,2.0,63.0
Beagle,Small,Female,12.0,22.9,Neutered,Active,2.0,No,No,10.0,1.0,Very Active,1.0,57.0
Yorkshire Terrier,Small,Female,9.0,8.0,Spayed,Moderate,1.0,Yes,Yes,10.0,1.0,Very Active,1.0,64.0
Dachshund,Small,Male,3.0,18.9,Spayed,Low,2.0,Yes,No,10.0,3.0,Moderate,3.0,59.0
Beagle,Small,Female,5.0,26.4,Neutered,Moderate,0.0,No,No,11.0,2.0,Very Active,1.0,60.0
Dachshund,Small,Male,12.0,11.1,Spayed,Very Active,2.0,Yes,No,11.0,2.0,Low,1.0,50.0
Chihuahua,Small,Male,9.0,6.1,Spayed,Low,2.0,No,No,8.0,1.0,Very Active,2.0,77.0
Beagle,Small,Female,6.0,21.8,Spayed,Low,3.0,Yes,No,11.0,3.0,Moderate,4.0,47.0
Chihuahua,Small,Male,8.0,7.7,Spayed,Active,4.0,No,No,13.0,3.0,Low,0.0,82.0
Poodle,Small,Male,4.0,32.5,Neutered,Active,3.0,Yes,No,12.0,1.0,Low,1.0,47.0
Poodle,Small,Male,2.0,38.0,Spayed,Moderate,2.0,Yes,No,9.0,1.0,Low,0.0,63.0
Yorkshire Terrier,Small,Male,6.0,8.3,Spayed,Active,0.0,No,No,12.0,2.0,Moderate,1.0,64.0
Chihuahua,Small,Female,13.0,6.4,Neutered,Moderate,2.0,No,No,9.0,1.0,Very Active,2.0,53.0
Chihuahua,Small,Female,5.0,3.0,Spayed,Active,4.0,No,No,14.0,4.0,Low,4.0,80.0
Beagle,Small,Male,4.0,30.5,Neutered,Low,0.0,No,No,10.0,1.0,Very Active,1.0,59.0
Yorkshire Terrier,Small,Male,10.0,7.5,Neutered,Very Active,2.0,No,No,10.0,0.0,Moderate,0.0,61.0
Yorkshire Terrier,Small,Male,6.0,4.2,Spayed,Active,3.0,Yes,No,12.0,1.0,Active,2.0,43.0
Chihuahua,Small,Female,4.0,7.6,Spayed,Moderate,4.0,No,No,14.0,2.0,Moderate,3.0,77.0
Yorkshire Terrier,Small,Male,5.0,9.5,Spayed,Low,2.0,Yes,No,12.0,3.0,Very Active,1.0,39.0
Beagle,Small,Male,7.0,31.1,Neutered,Active,3.0,Yes,No,12.0,1.0,Very Active,1.0,70.0
Australian Shepherd,Small,Female,1.0,42.0,Neutered,Moderate,4.0,No,No,12.0,2.0,Moderate,1.0,43.0
Poodle,Small,Female,3.0,57.0,Neutered,Active,3.0,No,No,10.0,2.0,Very Active,2.0,60.0
Yorkshire Terrier,Small,Male,1.0,5.3,Spayed,Low,2.0,Yes,No,12.0,1.0,Moderate,1.0,72.0
Dachshund,Small,Male,6.0,18.7,Neutered,Very Active,2.0,Yes,No,11.0,1.0,Very Active,1.0,66.0
Poodle,Small,Female,10.0,34.0,Spayed,Active,2.0,No,No,12.0,2.0,Very Active,2.0,38.0
Dachshund,Small,Male,4.0,10.8,Spayed,Low,2.0,No,No,9.0,1.0,Active,0.0,31.0
Dachshund,Small,Female,5.0,10.8,Spayed,Moderate,2.0,No,No,10.0,2.0,Very Active,0.0,71.0
Chihuahua,Small,Female,8.0,6.2,Spayed,Moderate,2.0,No,No,11.0,1.0,Active,1.0,72.0
Chihuahua,Small,Female,10.0,2.2,Spayed,Active,2.0,No,No,8.0,2.0,Very Active,3.0,86.0
Chihuahua,Small,Male,2.0,3.2,Spayed,Very Active,2.0,Yes,No,10.0,0.0,Active,4.0,82.0
Chihuahua,Small,Male,6.0,5.1,Neutered,Very Active,1.0,No,Yes,12.0,1.0,Moderate,0.0,78.0
Beagle,Small,Female,11.0,33.0,Spayed,Active,1.0,No,No,9.0,0.0,Active,3.0,40.0
Poodle,Small,Female,2.0,36.0,Spayed,Active,1.0,Yes,No,13.0,2.0,Active,0.0,77.0
Australian Shepherd,Small,Female,8.0,43.0,Spayed,Active,0.0,Yes,No,11.0,1.0,Low,1.0,79.0
Dachshund,Small,Female,2.0,18.0,Spayed,Active,1.0,No,No,8.0,1.0,Very Active,1.0,60.0
Yorkshire Terrier,Small,Male,3.0,9.0,Spayed,Very Active,3.0,Yes,No,11.0,2.0,Very Active,3.0,57.0
Dachshund,Small,Female,5.0,11.0,Neutered,Low,3.0,Yes,No,13.0,1.0,Very Active,2.0,67.0
Yorkshire Terrier,Small,Male,11.0,8.2,Neutered,Active,0.0,Yes,No,11.0,3.0,Low,1.0,83.0
Poodle,Small,Male,2.0,56.0,Spayed,Moderate,2.0,Yes,No,11.0,1.0,Low,3.0,64.0
Chihuahua,Small,Male,6.0,4.4,Spayed,Active,3.0,No,No,12.0,1.0,Active,1.0,84.0
Beagle,Small,Male,2.0,22.0,Spayed,Moderate,4.0,Yes,No,12.0,0.0,Low,3.0,57.0
Dachshund,Small,Female,6.0,10.1,Spayed,Active,4.0,Yes,No,11.0,0.0,Active,1.0,57.0
Yorkshire Terrier,Small,Male,3.0,6.0,Spayed,Very Active,4.0,No,No,11.0,1.0,Moderate,3.0,31.0
Chihuahua,Small,Male,12.0,6.1,Spayed,Low,3.0,No,No,10.0,1.0,Low,1.0,44.0
Dachshund,Small,Female,10.0,9.0,Neutered,Active,3.0,No,No,11.0,2.0,Moderate,2.0,64.0
Chihuahua,Small,Female,1.0,7.8,Spayed,Very Active,3.0,Yes,No,11.0,1.0,Very Active,3.0,60.0
Yorkshire Terrier,Small,Female,2.0,6.5,Spayed,Very Active,3.0,Yes,No,13.0,2.0,Active,2.0,67.0
Poodle,Small,Female,6.0,69.0,Spayed,Very Active,3.0,No,No,12.0,2.0,Moderate,1.0,87.0
Yorkshire Terrier,Small,Male,5.0,9.5,Spayed,Moderate,4.0,Yes,No,11.0,0.0,Very Active,1.0,79.0
Beagle,Small,Female,4.0,27.4,Spayed,Very Active,3.0,No,No,14.0,1.0,Moderate,2.0,62.0
Chihuahua,Small,Female,4.0,6.9,Spayed,Moderate,2.0,No,No,13.0,1.0,Low,2.0,61.0
Chihuahua,Small,Male,13.0,5.6,Neutered,Very Active,2.0,No,No,11.0,0.0,Very Active,4.0,54.0
Poodle,Small,Male,10.0,51.0,Spayed,Very Active,0.0,No,Yes,12.0,3.0,Active,2.0,52.0
Poodle,Small,Male,2.0,50.0,Spayed,Active,1.0,Yes,No,12.0,1.0,Low,0.0,60.0
Poodle,Small,Male,7.0,64.0,Spayed,Low,1.0,No,No,12.0,1.0,Very Active,3.0,48.0
Chihuahua,Small,Female,5.0,6.1,Spayed,Very Active,2.0,No,No,11.0,1.0,Very Active,0.0,93.0
Beagle,Small,Male,8.0,35.0,Spayed,Active,1.0,Yes,No,10.0,1.0,Active,2.0,78.0
Chihuahua,Small,Female,3.0,4.7,Spayed,Low,1.0,No,No,12.0,0.0,Moderate,0.0,41.0
Dachshund,Small,Male,1.0,16.1,Spayed,Very Active,2.0,Yes,No,10.0,1.0,Moderate,3.0,47.0
Chihuahua,Small,Male,8.0,2.3,Neutered,Low,3.0,Yes,No,10.0,1.0,Very Active,3.0,42.0
Yorkshire Terrier,Small,Female,13.0,5.5,Spayed,Very Active,2.0,No,No,8.0,2.0,Active,4.0,49.0
Yorkshire Terrier,Small,Male,1.0,4.5,Spayed,Very Active,0.0,Yes,No,10.0,0.0,Very Active,1.0,59.0
Poodle,Small,Female,4.0,37.0,Spayed,Active,2.0,Yes,No,10.0,2.0,Very Active,1.0,66.0
Poodle,Small,Male,5.0,17.2,Neutered,Active,4.0,Yes,No,13.0,1.0,Low,3.0,57.0
Yorkshire Terrier,Small,Female,2.0,4.3,Spayed,Low,0.0,No,No,13.0,0.0,Active,3.0,51.0
Beagle,Small,Male,4.0,23.2,Spayed,Moderate,2.0,No,No,10.0,3.0,Low,3.0,62.0
Beagle,Small,Female,12.0,20.4,Spayed,Active,1.0,Yes,No,9.0,0.0,Very Active,2.0,62.0
Chihuahua,Small,Female,6.0,3.0,Neutered,Active,3.0,Yes,Yes,13.0,0.0,Moderate,2.0,58.0
Beagle,Small,Male,9.0,27.4,Spayed,Active,3.0,No,No,10.0,2.0,Moderate,0.0,65.0
Beagle,Small,Female,3.0,28.1,Neutered,Moderate,3.0,Yes,No,10.0,2.0,Very Active,1.0,56.0
Yorkshire Terrier,Small,Male,2.0,7.5,Spayed,Active,2.0,No,No,14.0,1.0,Moderate,2.0,69.0
Beagle,Small,Male,7.0,24.0,Spayed,Very Active,2.0,No,No,11.0,1.0,Low,4.0,55.0
Beagle,Small,Male,4.0,21.9,Spayed,Moderate,1.0,Yes,No,11.0,3.0,Low,4.0,99.0
Chihuahua,Small,Male,7.0,4.8,Spayed,Very Active,3.0,No,No,9.0,0.0,Very Active,1.0,63.0
Chihuahua,Small,Male,4.0,7.9,Spayed,Active,3.0,No,No,9.0,1.0,Active,1.0,65.0
Poodle,Small,Male,8.0,39.0,Spayed,Low,1.0,No,No,12.0,1.0,Low,1.0,73.0
Beagle,Small,Male,8.0,32.5,Neutered,Active,2.0,Yes,No,11.0,1.0,Very Active,3.0,72.0
Beagle,Small,Female,11.0,29.0,Neutered,Active,2.0,Yes,No,14.0,1.0,Moderate,2.0,64.0
Beagle,Small,Male,8.0,22.4,Spayed,Moderate,3.0,Yes,No,11.0,2.0,Active,1.0,68.0
Yorkshire Terrier,Small,Female,2.0,8.6,Spayed,Low,3.0,No,No,11.0,1.0,Active,0.0,66.0
Chihuahua,Small,Female,10.0,6.3,Neutered,Active,2.0,Yes,No,11.0,2.0,Moderate,1.0,59.0
Yorkshire Terrier,Small,Female,12.0,7.1,Neutered,Active,0.0,Yes,No,12.0,3.0,Very Active,0.0,69.0
Australian Shepherd,Small,Female,4.0,45.0,Spayed,Very Active,4.0,Yes,No,9.0,1.0,Very Active,3.0,72.0
Poodle,Small,Male,4.0,46.0,Spayed,Moderate,1.0,Yes,No,11.0,4.0,Very Active,1.0,74.0
Beagle,Small,Male,5.0,34.9,Spayed,Active,4.0,Yes,No,8.0,2.0,Very Active,4.0,61.0
Beagle,Small,Male,11.0,21.0,Spayed,Active,2.0,No,No,10.0,3.0,Active,1.0,71.0
Chihuahua,Small,Male,5.0,4.2,Spayed,Moderate,2.0,Yes,No,11.0,2.0,Active,1.0,54.0
Beagle,Small,Male,9.0,24.7,Spayed,Active,2.0,No,No,12.0,2.0,Very Active,1.0,68.0
Chihuahua,Small,Female,1.0,4.9,Spayed,Active,2.0,No,No,12.0,1.0,Active,2.0,63.0
Dachshund,Small,Male,11.0,17.0,Neutered,Very Active,0.0,No,No,13.0,2.0,Very Active,1.0,58.0
Poodle,Small,Female,1.0,68.0,Spayed,Very Active,1.0,Yes,No,13.0,3.0,Very Active,1.0,63.0
Dachshund,Small,Female,3.0,17.5,Neutered,Moderate,3.0,No,No,12.0,2.0,Active,2.0,58.0
Chihuahua,Small,Female,5.0,7.4,Neutered,Low,3.0,Yes,No,11.0,2.0,Low,1.0,46.0
Chihuahua,Small,Male,1.0,2.1,Spayed,Active,5.0,Yes,No,11.0,2.0,Active,3.0,45.0
Chihuahua,Small,Female,4.0,5.9,Neutered,Active,2.0,No,No,8.0,1.0,Very Active,1.0,58.0
Poodle,Small,Male,2.0,60.0,Neutered,Very Active,4.0,Yes,No,10.0,1.0,Very Active,1.0,89.0
Beagle,Small,Male,3.0,35.0,Spayed,Very Active,1.0,Yes,No,13.0,2.0,Low,0.0,71.0
Yorkshire Terrier,Small,Female,4.0,7.3,Neutered,Very Active,0.0,Yes,No,14.0,1.0,Moderate,1.0,64.0
Beagle,Small,Male,2.0,30.7,Spayed,Moderate,3.0,Yes,No,12.0,0.0,Very Active,4.0,70.0
Dachshund,Small,Female,2.0,13.3,Spayed,Low,2.0,No,No,12.0,1.0,Low,2.0,66.0
Chihuahua,Small,Male,8.0,6.6,Spayed,Moderate,3.0,No,No,12.0,1.0,Moderate,3.0,70.0
Yorkshire Terrier,Small,Female,1.0,4.4,Neutered,Moderate,4.0,Yes,No,12.0,0.0,Very Active,0.0,65.0
Poodle,Small,Female,1.0,48.0,Neutered,Low,1.0,Yes,No,10.0,2.0,Moderate,4.0,66.0
Beagle,Small,Female,9.0,29.0,Neutered,Active,3.0,No,No,12.0,4.0,Active,1.0,62.0
Chihuahua,Small,Male,4.0,5.7,Spayed,Very Active,3.0,No,No,9.0,0.0,Low,1.0,48.0
Yorkshire Terrier,Small,Female,2.0,4.0,Neutered,Low,3.0,No,No,11.0,1.0,Very Active,2.0,53.0
Chihuahua,Small,Male,8.0,6.2,Spayed,Very Active,2.0,Yes,No,10.0,2.0,Very Active,4.0,66.0
Dachshund,Small,Male,12.0,13.4,Spayed,Very Active,0.0,No,No,13.0,0.0,Very Active,0.0,78.0
Poodle,Small,Female,8.0,59.0,Spayed,Active,3.0,No,No,10.0,2.0,Very Active,1.0,68.0
Dachshund,Small,Female,4.0,16.3,Neutered,Active,0.0,No,No,9.0,2.0,Low,0.0,69.0
Yorkshire Terrier,Small,Female,5.0,6.9,Neutered,Low,1.0,Yes,No,9.0,4.0,Very Active,1.0,69.0
Dachshund,Small,Male,2.0,14.7,Spayed,Moderate,2.0,No,No,12.0,3.0,Active,1.0,56.0
Beagle,Small,Female,9.0,28.4,Spayed,Low,3.0,No,No,13.0,2.0,Moderate,2.0,37.0
Chihuahua,Small,Male,9.0,3.3,Spayed,Active,1.0,No,No,13.0,0.0,Very Active,2.0,47.0
Poodle,Small,Male,13.0,56.0,Spayed,Low,3.0,Yes,No,12.0,2.0,Moderate,0.0,43.0
Chihuahua,Small,Female,11.0,7.6,Neutered,Active,2.0,No,No,11.0,2.0,Very Active,1.0,60.0
Beagle,Small,Female,4.0,30.9,Spayed,Moderate,3.0,Yes,No,11.0,1.0,Moderate,0.0,36.0
Poodle,Small,Male,6.0,20.0,Neutered,Active,3.0,No,No,13.0,2.0,Low,1.0,50.0
Dachshund,Small,Male,6.0,12.0,Spayed,Active,5.0,Yes,No,12.0,2.0,Very Active,1.0,63.0
Yorkshire Terrier,Small,Male,8.0,7.5,Spayed,Active,3.0,No,No,13.0,0.0,Very Active,3.0,80.0
Poodle,Small,Male,6.0,55.0,Neutered,Low,3.0,No,No,13.0,2.0,Very Active,2.0,58.0
Yorkshire Terrier,Small,Female,1.0,4.2,Neutered,Active,3.0,Yes,No,12.0,2.0,Very Active,3.0,50.0
Chihuahua,Small,Female,13.0,4.2,Spayed,Active,2.0,Yes,No,12.0,1.0,Low,1.0,52.0
Beagle,Small,Female,8.0,25.3,Neutered,Active,2.0,No,No,8.0,1.0,Moderate,1.0,64.0
Dachshund,Small,Male,1.0,13.4,Neutered,Active,1.0,No,No,14.0,2.0,Moderate,1.0,55.0
Chihuahua,Small,Male,11.0,2.7,Spayed,Active,2.0,No,No,9.0,1.0,Very Active,1.0,80.0
Poodle,Small,Male,1.0,51.0,Spayed,Very Active,3.0,Yes,No,11.0,1.0,Active,1.0,64.0
Chihuahua,Small,Female,5.0,3.0,Spayed,Low,2.0,No,No,12.0,1.0,Active,3.0,65.0
Beagle,Small,Male,8.0,22.0,Neutered,Moderate,3.0,Yes,No,11.0,2.0,Active,4.0,50.0
Poodle,Small,Male,8.0,40.0,Spayed,Very Active,3.0,Yes,No,8.0,2.0,Very Active,0.0,62.0
Beagle,Small,Female,5.0,25.3,Neutered,Active,3.0,Yes,No,12.0,1.0,Very Active,0.0,57.0
Beagle,Small,Female,2.0,33.6,Spayed,Moderate,5.0,No,No,10.0,2.0,Very Active,0.0,49.0
Poodle,Small,Male,2.0,23.0,Spayed,Very Active,3.0,Yes,No,12.0,2.0,Moderate,0.0,90.0
Yorkshire Terrier,Small,Female,7.0,4.8,Neutered,Very Active,2.0,Yes,No,12.0,2.0,Very Active,1.0,78.0
Poodle,Small,Female,8.0,55.0,Spayed,Very Active,3.0,No,No,9.0,0.0,Very Active,2.0,88.0
Chihuahua,Small,Female,2.0,6.5,Spayed,Active,0.0,Yes,No,10.0,2.0,Very Active,2.0,78.0
Poodle,Small,Male,11.0,34.0,Neutered,Very Active,4.0,Yes,No,12.0,2.0,Active,3.0,64.0
Poodle,Small,Male,7.0,47.0,Neutered,Very Active,4.0,No,No,12.0,1.0,Very Active,1.0,45.0
Yorkshire Terrier,Small,Female,4.0,5.3,Neutered,Active,4.0,No,No,10.0,1.0,Very Active,1.0,99.0
Chihuahua,Small,Male,3.0,5.4,Spayed,Active,4.0,Yes,No,10.0,3.0,Very Active,1.0,74.0
Yorkshire Terrier,Small,Female,8.0,9.9,Spayed,Very Active,0.0,No,No,11.0,1.0,Active,1.0,64.0
Dachshund,Small,Male,8.0,15.2,Spayed,Very Active,2.0,No,No,10.0,2.0,Very Active,0.0,58.0
Poodle,Small,Female,13.0,19.0,Spayed,Moderate,1.0,Yes,No,12.0,1.0,Very Active,1.0,81.0
Beagle,Small,Male,12.0,25.8,Neutered,Very Active,1.0,Yes,No,10.0,1.0,Very Active,2.0,40.0
Chihuahua,Small,Female,6.0,3.4,Neutered,Active,3.0,No,No,11.0,1.0,Very Active,2.0,62.0
Dachshund,Small,Female,4.0,11.5,Neutered,Moderate,4.0,Yes,No,13.0,2.0,Very Active,0.0,70.0
Beagle,Small,Male,13.0,29.8,Spayed,Very Active,3.0,Yes,No,12.0,2.0,Moderate,2.0,44.0
Poodle,Small,Female,12.0,44.0,Neutered,Moderate,2.0,No,No,11.0,0.0,Active,0.0,62.0
Yorkshire Terrier,Small,Male,12.0,5.1,Neutered,Low,0.0,No,No,14.0,1.0,Very Active,2.0,72.0
Beagle,Small,Male,9.0,22.8,Neutered,Very Active,4.0,Yes,No,11.0,1.0,Very Active,2.0,66.0
Chihuahua,Small,Female,10.0,3.1,Spayed,Very Active,3.0,Yes,No,12.0,2.0,Moderate,4.0,43.0
Chihuahua,Small,Male,12.0,5.6,Neutered,Active,1.0,No,No,11.0,2.0,Moderate,4.0,81.0
Poodle,Small,Male,5.0,55.3,Spayed,Very Active,1.0,No,No,12.0,2.0,Very Active,0.0,69.0
Beagle,Small,Male,9.0,28.8,Neutered,Active,4.0,Yes,No,11.0,2.0,Very Active,3.0,61.0
Dachshund,Small,Female,8.0,8.7,Spayed,Active,5.0,No,No,12.0,0.0,Moderate,2.0,75.0
Beagle,Small,Female,5.0,25.0,Spayed,Very Active,3.0,No,No,12.0,0.0,Moderate,3.0,71.0
Chihuahua,Small,Female,5.0,3.2,Spayed,Low,3.0,No,No,9.0,2.0,Active,1.0,77.0
Dachshund,Small,Female,4.0,12.7,Neutered,Active,2.0,No,No,12.0,2.0,Moderate,1.0,65.0
Poodle,Small,Male,7.0,52.0,Spayed,Very Active,1.0,No,No,11.0,2.0,Low,1.0,69.0
Poodle,Small,Male,3.0,50.0,Spayed,Low,2.0,No,No,11.0,0.0,Very Active,3.0,30.0
Beagle,Small,Male,5.0,27.5,Spayed,Active,3.0,No,No,13.0,3.0,Moderate,0.0,68.0
Beagle,Small,Female,5.0,24.5,Spayed,Very Active,2.0,No,No,13.0,1.0,Very Active,0.0,69.0
Beagle,Small,Male,10.0,25.0,Neutered,Moderate,2.0,No,No,12.0,0.0,Very Active,1.0,70.0
Beagle,Small,Male,7.0,26.0,Neutered,Active,4.0,Yes,No,11.0,1.0,Active,4.0,32.0
Dachshund,Small,Male,6.0,16.2,Spayed,Active,3.0,No,No,9.0,1.0,Moderate,0.0,62.0
Dachshund,Small,Male,13.0,11.8,Neutered,Active,2.0,No,No,13.0,2.0,Very Active,1.0,53.0
Beagle,Small,Female,5.0,33.8,Spayed,Moderate,2.0,No,No,10.0,0.0,Active,4.0,86.0
Poodle,Small,Male,7.0,53.0,Neutered,Active,3.0,No,No,10.0,1.0,Moderate,1.0,60.0
Dachshund,Small,Female,3.0,13.7,Spayed,Active,0.0,Yes,Yes,10.0,3.0,Active,2.0,54.0
Chihuahua,Small,Male,4.0,6.2,Neutered,Very Active,3.0,Yes,No,11.0,1.0,Moderate,2.0,71.0
Chihuahua,Small,Female,13.0,5.2,Neutered,Very Active,5.0,No,No,8.0,3.0,Active,3.0,58.0
Poodle,Small,Female,7.0,19.7,Spayed,Active,2.0,Yes,No,8.0,1.0,Active,3.0,63.0
Poodle,Small,Male,7.0,49.0,Spayed,Active,2.0,No,No,12.0,1.0,Moderate,2.0,43.0
Poodle,Small,Male,13.0,50.0,Spayed,Very Active,5.0,Yes,No,12.0,2.0,Low,0.0,67.0
Dachshund,Small,Female,8.0,12.7,Spayed,Active,1.0,No,No,11.0,2.0,Moderate,1.0,65.0
Dachshund,Small,Female,12.0,17.8,Neutered,Active,1.0,No,No,11.0,1.0,Active,2.0,60.0
Beagle,Small,Male,8.0,34.0,Spayed,Very Active,3.0,Yes,No,11.0,1.0,Moderate,2.0,60.0
Dachshund,Small,Female,5.0,11.9,Spayed,Low,0.0,No,No,13.0,0.0,Low,1.0,47.0
Poodle,Small,Male,11.0,57.0,Neutered,Low,3.0,No,No,12.0,3.0,Active,1.0,71.0
Beagle,Small,Female,6.0,25.1,Spayed,Active,2.0,Yes,No,11.0,4.0,Very Active,2.0,87.0
Dachshund,Small,Male,4.0,12.0,Neutered,Active,5.0,No,Yes,11.0,1.0,Very Active,2.0,83.0
Chihuahua,Small,Female,2.0,2.4,Neutered,Moderate,1.0,No,No,12.0,0.0,Moderate,1.0,58.0
Poodle,Small,Female,10.0,43.2,Spayed,Very Active,1.0,No,No,13.0,2.0,Low,1.0,77.0
Yorkshire Terrier,Small,Male,10.0,9.6,Neutered,Active,1.0,No,No,11.0,2.0,Very Active,4.0,54.0
Poodle,Small,Female,8.0,41.0,Neutered,Moderate,2.0,Yes,No,13.0,3.0,Moderate,1.0,82.0
Yorkshire Terrier,Small,Female,9.0,8.8,Spayed,Active,2.0,Yes,No,11.0,0.0,Low,4.0,81.0
Beagle,Small,Male,7.0,30.0,Neutered,Moderate,2.0,No,No,13.0,1.0,Low,2.0,66.0
Chihuahua,Small,Male,6.0,6.1,Neutered,Active,3.0,Yes,Yes,11.0,4.0,Moderate,2.0,55.0
Poodle,Small,Male,2.0,36.0,Spayed,Active,1.0,No,No,12.0,1.0,Active,1.0,63.0
Chihuahua,Small,Male,7.0,6.4,Spayed,Low,3.0,No,No,9.0,2.0,Very Active,0.0,69.0
Poodle,Small,Male,2.0,34.0,Spayed,Active,4.0,No,Yes,11.0,2.0,Low,1.0,81.0
Chihuahua,Small,Male,7.0,3.4,Spayed,Very Active,3.0,Yes,No,11.0,0.0,Moderate,2.0,35.0
Poodle,Small,Male,2.0,26.0,Neutered,Active,5.0,Yes,No,12.0,2.0,Very Active,1.0,79.0
Dachshund,Small,Female,4.0,12.1,Spayed,Low,2.0,Yes,No,11.0,2.0,Moderate,2.0,65.0
Chihuahua,Small,Male,7.0,4.3,Spayed,Active,2.0,No,No,11.0,3.0,Moderate,2.0,46.0
Beagle,Small,Male,4.0,20.8,Spayed,Active,4.0,No,No,9.0,2.0,Very Active,2.0,78.0
Dachshund,Small,Female,3.0,12.6,Neutered,Active,0.0,No,No,13.0,2.0,Active,2.0,41.0
Poodle,Small,Male,2.0,65.0,Spayed,Active,3.0,No,No,11.0,0.0,Very Active,0.0,45.0
Beagle,Small,Male,7.0,22.0,Neutered,Active,0.0,No,No,13.0,2.0,Low,2.0,64.0
Beagle,Small,Male,6.0,30.8,Spayed,Low,3.0,Yes,No,13.0,2.0,Moderate,2.0,66.0
Beagle,Small,Male,8.0,33.4,Spayed,Active,2.0,Yes,No,11.0,1.0,Moderate,2.0,68.0
Beagle,Small,Male,6.0,29.0,Neutered,Active,1.0,No,No,9.0,0.0,Very Active,2.0,82.0
Yorkshire Terrier,Small,Female,7.0,5.4,Spayed,Moderate,1.0,No,No,10.0,2.0,Active,1.0,73.0
Dachshund,Small,Male,6.0,19.8,Spayed,Active,1.0,No,No,11.0,2.0,Active,0.0,63.0
Beagle,Small,Male,7.0,34.8,Spayed,Very Active,2.0,Yes,No,10.0,2.0,Low,1.0,78.0
Beagle,Small,Male,5.0,26.9,Spayed,Active,0.0,No,No,11.0,2.0,Active,3.0,77.0
Dachshund,Small,Female,4.0,13.9,Neutered,Very Active,2.0,Yes,No,11.0,3.0,Very Active,3.0,59.0
Poodle,Small,Male,7.0,53.0,Neutered,Active,4.0,No,No,11.0,3.0,Very Active,1.0,40.0
Beagle,Small,Male,1.0,27.5,Spayed,Active,2.0,No,No,11.0,4.0,Very Active,1.0,68.0
Dachshund,Small,Female,9.0,9.1,Spayed,Moderate,2.0,No,No,11.0,3.0,Very Active,1.0,68.0
Yorkshire Terrier,Small,Male,4.0,7.3,Spayed,Low,6.0,No,No,10.0,2.0,Active,2.0,41.0
Beagle,Small,Female,9.0,30.8,Spayed,Very Active,2.0,Yes,No,10.0,1.0,Very Active,1.0,66.0
Dachshund,Small,Male,12.0,11.1,Neutered,Active,3.0,No,No,11.0,1.0,Very Active,3.0,56.0
Dachshund,Small,Male,1.0,19.6,Spayed,Active,2.0,Yes,No,12.0,3.0,Very Active,4.0,79.0
Dachshund,Small,Male,4.0,10.4,Spayed,Active,4.0,Yes,No,12.0,3.0,Low,0.0,74.0
Poodle,Small,Male,11.0,62.0,Neutered,Very Active,2.0,No,No,8.0,0.0,Low,1.0,30.0
Beagle,Small,Female,13.0,22.7,Spayed,Moderate,1.0,Yes,No,10.0,1.0,Active,3.0,73.0
Poodle,Small,Female,4.0,48.0,Spayed,Very Active,1.0,No,No,12.0,3.0,Moderate,2.0,73.0
Dachshund,Small,Female,12.0,12.1,Spayed,Low,1.0,No,No,11.0,1.0,Moderate,2.0,58.0
Beagle,Small,Male,3.0,29.9,Neutered,Low,2.0,No,No,11.0,1.0,Moderate,1.0,53.0
Beagle,Small,Female,7.0,22.5,Spayed,Moderate,1.0,No,No,11.0,1.0,Very Active,1.0,63.0
Chihuahua,Small,Male,13.0,3.0,Spayed,Active,3.0,Yes,No,10.0,2.0,Very Active,2.0,59.0
Poodle,Small,Female,12.0,44.0,Spayed,Very Active,3.0,No,No,10.0,2.0,Active,1.0,56.0
Beagle,Small,Male,5.0,28.7,Spayed,Very Active,3.0,Yes,No,10.0,0.0,Moderate,3.0,61.0
