Breed,Breed Size,Sex,Age,Spay/Neuter Status,Daily Activity Level,Daily Walk Distance (miles),Hours of Sleep,Play Time (hrs),Annual Vet Visits,Weight (kg)
Beagle,Small,Female,5.0,Neutered,Unknown,3.0,12.0,1.0,0.0,25.85
Golden Retriever,Large,Female,4.0,Unknown,Low,3.0,11.0,3.0,3.0,19.96
Beagle,Small,Female,2.0,Spayed,Moderate,5.0,10.0,2.0,0.0,28.12
Unknown,Large,Male,3.0,Neutered,Low,3.0,8.0,2.0,1.0,17.69
Labrador Retriever,Large,Female,3.0,Unknown,Unknown,6.0,10.0,2.0,3.0,14.06
Siberian Husky,Medium,Male,6.0,Neutered,Very Active,3.0,12.0,0.0,2.0,20.87
Doberman,Large,Male,3.0,Unknown,Unknown,2.0,11.0,2.0,2.0,16.78
German Shepherd,Large,Male,8.0,Neutered,Low,4.0,10.0,1.0,0.0,26.76
Poodle,Small,Male,2.0,Spayed,Very Active,3.0,12.0,2.0,0.0,10.43
Yorkshire Terrier,Small,Female,7.0,Neutered,Very Active,2.0,12.0,2.0,1.0,21.77
Australian Shepherd,Medium,Female,5.0,Spayed,Moderate,3.0,11.0,1.0,1.0,31.75
Doberman,Large,Male,5.0,Neutered,Very Active,5.0,12.0,1.0,1.0,20.41
Australian Shepherd,Medium,Female,4.0,Neutered,Moderate,3.0,9.0,1.0,0.0,24.95
German Shepherd,Large,Female,7.0,Unknown,Active,4.0,10.0,1.0,3.0,20.87
Great Dane,Large,Female,8.0,Neutered,Unknown,2.0,11.0,1.0,3.0,28.58
Unknown,Large,Female,11.0,Unknown,Low,1.0,11.0,2.0,3.0,21.32
Poodle,Small,Female,8.0,Unknown,Very Active,3.0,9.0,0.0,2.0,24.95
Doberman,Large,Female,13.0,Neutered,Very Active,2.0,9.0,2.0,1.0,22.23
Siberian Husky,Medium,Female,9.0,Spayed,Active,3.0,10.0,1.0,1.0,30.39
Great Dane,Large,Female,6.0,Neutered,Moderate,0.0,9.0,2.0,2.0,17.69
German Shepherd,Large,Female,3.0,Neutered,Moderate,4.0,12.0,1.0,1.0,19.96
German Shepherd,Large,Female,7.0,Spayed,Very Active,2.0,9.0,1.0,0.0,25.85
German Shepherd,Large,Female,7.0,Unknown,Low,1.0,12.0,2.0,4.0,13.15
Siberian Husky,Medium,Female,10.0,Unknown,Very Active,2.0,13.0,3.0,3.0,31.3
Chihuahua,Small,Female,2.0,Spayed,Active,0.0,10.0,2.0,2.0,37.19
Poodle,Small,Male,11.0,Neutered,Very Active,4.0,12.0,2.0,3.0,15.42
Doberman,Large,Female,1.0,Neutered,Very Active,3.0,11.0,1.0,1.0,20.87
Boxer,Medium,Male,10.0,Unknown,Low,3.0,11.0,1.0,2.0,22.23
Siberian Husky,Medium,Male,2.0,Spayed,Low,3.0,14.0,2.0,2.0,28.12
Boxer,Medium,Female,5.0,Unknown,Very Active,4.0,9.0,1.0,2.0,29.03
Poodle,Small,Male,7.0,Neutered,Very Active,4.0,12.0,1.0,1.0,21.32
Yorkshire Terrier,Small,Female,4.0,Neutered,Unknown,4.0,10.0,1.0,1.0,20.41
Labrador Retriever,Large,Female,3.0,Spayed,Very Active,1.0,12.0,1.0,3.0,25.4
Rottweiler,Large,Male,13.0,Spayed,Moderate,5.0,11.0,2.0,2.0,14.51
German Shepherd,Large,Male,10.0,Spayed,Very Active,2.0,12.0,2.0,1.0,22.68
Rottweiler,Large,Male,7.0,Neutered,Active,2.0,10.0,2.0,1.0,25.4
Siberian Husky,Medium,Male,3.0,Unknown,Unknown,6.0,9.0,1.0,2.0,21.77
Doberman,Large,Male,12.0,Spayed,Active,1.0,11.0,1.0,2.0,27.67
Golden Retriever,Large,Female,8.0,Neutered,Unknown,0.0,11.0,1.0,0.0,25.85
Siberian Husky,Medium,Female,4.0,Spayed,Low,3.0,8.0,1.0,1.0,16.33
Siberian Husky,Medium,Male,5.0,Spayed,Low,3.0,14.0,1.0,1.0,20.41
Labrador Retriever,Large,Male,6.0,Neutered,Unknown,2.0,14.0,2.0,4.0,32.66
Poodle,Small,Male,9.0,Neutered,Active,3.0,13.0,2.0,2.0,4.54
Doberman,Large,Male,12.0,Spayed,Unknown,5.0,11.0,2.0,3.0,21.77
Great Dane,Large,Male,6.0,Spayed,Unknown,0.0,8.0,1.0,1.0,11.79
Great Dane,Large,Male,7.0,Spayed,Active,3.0,9.0,2.0,3.0,22.68
German Shepherd,Large,Female,8.0,Spayed,Very Active,4.0,12.0,1.0,0.0,17.24
Chihuahua,Small,Male,3.0,Unknown,Unknown,4.0,10.0,3.0,1.0,21.32
Dachshund,Unknown,Female,1.0,Neutered,Active,2.0,12.0,3.0,0.0,14.51
Labrador Retriever,Large,Male,2.0,Neutered,Moderate,1.0,11.0,1.0,1.0,34.02
Bulldog,Medium,Female,5.0,Unknown,Active,1.0,10.0,2.0,2.0,32.21
Yorkshire Terrier,Small,Female,8.0,Unknown,Very Active,0.0,11.0,1.0,1.0,24.49
German Shepherd,Large,Male,7.0,Spayed,Active,1.0,12.0,2.0,1.0,27.22
Rottweiler,Large,Male,7.0,Spayed,Moderate,4.0,12.0,2.0,0.0,16.78
Doberman,Large,Male,11.0,Spayed,Very Active,2.0,11.0,2.0,3.0,26.31
Dachshund,Small,Male,8.0,Unknown,Very Active,2.0,10.0,2.0,0.0,24.49
Poodle,Small,Female,13.0,Spayed,Moderate,1.0,12.0,1.0,1.0,8.62
Boxer,Medium,Female,8.0,Neutered,Active,1.0,14.0,3.0,1.0,27.67
Doberman,Large,Female,11.0,Neutered,Low,4.0,11.0,0.0,1.0,33.57
Siberian Husky,Medium,Male,3.0,Unknown,Unknown,2.0,9.0,0.0,1.0,20.87
Siberian Husky,Medium,Female,5.0,Unknown,Low,0.0,8.0,1.0,1.0,32.21
Labrador Retriever,Large,Male,9.0,Neutered,Low,0.0,14.0,2.0,4.0,12.25
Great Dane,Large,Female,11.0,Spayed,Very Active,3.0,12.0,3.0,0.0,19.5
Beagle,Small,Male,12.0,Neutered,Very Active,1.0,10.0,1.0,2.0,33.11
Boxer,Medium,Male,4.0,Neutered,Active,2.0,13.0,2.0,0.0,27.67
Boxer,Medium,Female,4.0,Unknown,Very Active,4.0,10.0,0.0,0.0,14.06
Doberman,Large,Male,8.0,Neutered,Very Active,4.0,10.0,1.0,2.0,23.13
Boxer,Medium,Male,8.0,Spayed,Active,2.0,12.0,2.0,1.0,26.76
Chihuahua,Small,Female,6.0,Neutered,Unknown,3.0,11.0,1.0,2.0,36.74
Boxer,Medium,Unknown,4.0,Unknown,Unknown,3.0,8.0,2.0,2.0,30.39
Labrador Retriever,Large,Male,3.0,Spayed,Unknown,3.0,13.0,3.0,0.0,27.22
Australian Shepherd,Medium,Male,11.0,Neutered,Active,3.0,12.0,0.0,4.0,14.51
Bulldog,Medium,Female,6.0,Spayed,Active,4.0,11.0,2.0,4.0,23.13
Dachshund,Small,Female,4.0,Neutered,Moderate,4.0,13.0,2.0,0.0,17.24
Australian Shepherd,Medium,Male,8.0,Spayed,Very Active,4.0,8.0,3.0,0.0,30.84
Beagle,Small,Male,13.0,Spayed,Very Active,3.0,12.0,2.0,2.0,16.78
Golden Retriever,Large,Male,6.0,Spayed,Very Active,0.0,10.0,1.0,2.0,24.95
German Shepherd,Large,Female,5.0,Spayed,Very Active,2.0,10.0,3.0,1.0,11.34
Australian Shepherd,Medium,Female,4.0,Unknown,Active,3.0,11.0,4.0,1.0,15.88
Great Dane,Large,Male,6.0,Spayed,Moderate,2.0,11.0,0.0,1.0,14.51
Poodle,Small,Female,12.0,Neutered,Moderate,2.0,11.0,0.0,0.0,19.96
Yorkshire Terrier,Small,Male,12.0,Neutered,Low,0.0,14.0,1.0,2.0,29.94
Bulldog,Medium,Male,11.0,Neutered,Moderate,3.0,10.0,3.0,1.0,23.59
Golden Retriever,Large,Male,1.0,Spayed,Unknown,2.0,10.0,0.0,1.0,22.68
Boxer,Medium,Female,12.0,Neutered,Unknown,1.0,13.0,2.0,3.0,28.12
Rottweiler,Large,Male,9.0,Neutered,Very Active,5.0,12.0,1.0,1.0,18.14
Great Dane,Large,Female,3.0,Spayed,Active,3.0,12.0,1.0,4.0,31.3
German Shepherd,Large,Male,6.0,Spayed,Very Active,5.0,10.0,1.0,3.0,22.23
Australian Shepherd,Medium,Female,6.0,Unknown,Active,5.0,9.0,1.0,1.0,25.4
Beagle,Small,Male,9.0,Neutered,Very Active,4.0,11.0,1.0,2.0,25.85
Rottweiler,Large,Male,6.0,Unknown,Unknown,2.0,9.0,2.0,1.0,16.33
Chihuahua,Small,Female,10.0,Spayed,Very Active,3.0,12.0,2.0,4.0,34.47
Chihuahua,Small,Male,12.0,Neutered,Unknown,1.0,11.0,2.0,4.0,20.41
Poodle,Small,Male,5.0,Spayed,Very Active,1.0,12.0,2.0,0.0,33.11
Rottweiler,Large,Female,7.0,Neutered,Low,1.0,12.0,1.0,2.0,17.69
Beagle,Small,Male,9.0,Neutered,Unknown,4.0,11.0,2.0,3.0,21.32
Yorkshire Terrier,Small,Male,7.0,Unknown,Very Active,1.0,13.0,0.0,1.0,4.99
German Shepherd,Large,Male,11.0,Spayed,Very Active,2.0,13.0,0.0,4.0,24.04
Dachshund,Small,Female,8.0,Unknown,Active,5.0,12.0,0.0,2.0,13.61
Beagle,Small,Female,5.0,Unknown,Very Active,3.0,12.0,0.0,3.0,11.34
Chihuahua,Small,Female,5.0,Unknown,Low,3.0,9.0,2.0,1.0,24.49
Siberian Husky,Medium,Male,6.0,Spayed,Low,5.0,10.0,2.0,1.0,29.03
Great Dane,Large,Male,1.0,Neutered,Unknown,0.0,10.0,2.0,1.0,14.51
Dachshund,Small,Female,4.0,Neutered,Active,2.0,12.0,2.0,1.0,17.69
Rottweiler,Large,Female,11.0,Unknown,Moderate,2.0,9.0,1.0,3.0,26.31
Australian Shepherd,Medium,Female,7.0,Spayed,Unknown,2.0,11.0,3.0,2.0,21.77
Poodle,Small,Male,7.0,Spayed,Very Active,1.0,11.0,2.0,1.0,23.59
Australian Shepherd,Unknown,Female,12.0,Unknown,Active,5.0,12.0,2.0,0.0,14.51
Poodle,Small,Male,3.0,Spayed,Low,2.0,11.0,0.0,3.0,22.68
Great Dane,Large,Female,10.0,Neutered,Active,0.0,11.0,1.0,1.0,16.33
Golden Retriever,Large,Female,5.0,Spayed,Active,2.0,12.0,2.0,3.0,15.88
Boxer,Medium,Female,12.0,Neutered,Very Active,4.0,8.0,3.0,1.0,33.11
Beagle,Small,Male,5.0,Unknown,Active,3.0,13.0,3.0,0.0,23.59
Beagle,Small,Female,5.0,Spayed,Very Active,2.0,13.0,1.0,0.0,26.31
German Shepherd,Large,Female,1.0,Spayed,Low,3.0,11.0,0.0,2.0,21.77
Beagle,Small,Male,10.0,Neutered,Moderate,2.0,12.0,0.0,1.0,28.12
Beagle,Small,Male,7.0,Neutered,Unknown,4.0,11.0,1.0,4.0,25.4
Labrador Retriever,Large,Male,12.0,Neutered,Active,1.0,12.0,2.0,3.0,35.38
Golden Retriever,Large,Male,3.0,Neutered,Active,5.0,14.0,2.0,1.0,16.33
Siberian Husky,Unknown,Male,13.0,Spayed,Active,4.0,9.0,2.0,1.0,17.69
Rottweiler,Large,Female,4.0,Spayed,Active,4.0,10.0,2.0,1.0,29.94
Siberian Husky,Medium,Female,7.0,Unknown,Low,2.0,8.0,2.0,0.0,30.84
Dachshund,Small,Male,6.0,Spayed,Active,3.0,9.0,1.0,0.0,25.4
German Shepherd,Large,Male,3.0,Spayed,Low,6.0,9.0,1.0,0.0,26.76
Dachshund,Small,Male,13.0,Neutered,Active,2.0,13.0,2.0,1.0,31.3
Golden Retriever,Large,Male,3.0,Neutered,Active,1.0,12.0,2.0,4.0,32.21
Great Dane,Large,Female,2.0,Spayed,Unknown,0.0,10.0,1.0,1.0,21.32
Doberman,Large,Female,13.0,Unknown,Very Active,3.0,10.0,2.0,4.0,28.12
Beagle,Small,Female,5.0,Unknown,Moderate,2.0,10.0,0.0,4.0,16.33
Poodle,Small,Male,7.0,Neutered,Unknown,3.0,10.0,1.0,1.0,24.04
Unknown,Large,Male,3.0,Neutered,Active,2.0,12.0,2.0,0.0,21.77
Rottweiler,Large,Male,3.0,Spayed,Moderate,2.0,12.0,2.0,1.0,12.7
Unknown,Medium,Male,3.0,Unknown,Low,1.0,11.0,1.0,1.0,31.75
Dachshund,Small,Female,3.0,Spayed,Active,0.0,10.0,3.0,2.0,21.77
Doberman,Large,Female,9.0,Neutered,Very Active,2.0,11.0,1.0,0.0,24.95
Golden Retriever,Large,Male,12.0,Spayed,Active,3.0,9.0,2.0,0.0,22.68
Chihuahua,Small,Male,4.0,Neutered,Very Active,3.0,11.0,1.0,2.0,16.33
Great Dane,Large,Male,7.0,Unknown,Active,4.0,10.0,2.0,0.0,15.42
Chihuahua,Small,Female,13.0,Neutered,Very Active,5.0,8.0,3.0,3.0,17.24
Unknown,Medium,Male,7.0,Spayed,Unknown,2.0,11.0,3.0,0.0,21.32
Poodle,Small,Female,7.0,Spayed,Active,2.0,8.0,1.0,3.0,34.93
Australian Shepherd,Medium,Female,9.0,Unknown,Active,1.0,14.0,1.0,0.0,11.34
Great Dane,Large,Male,5.0,Spayed,Active,2.0,13.0,2.0,2.0,18.6
Boxer,Medium,Female,9.0,Spayed,Active,6.0,9.0,1.0,1.0,31.75
Great Dane,Large,Male,3.0,Spayed,Low,3.0,10.0,1.0,1.0,23.59
Poodle,Small,Male,7.0,Unknown,Active,2.0,12.0,1.0,2.0,22.23
Poodle,Small,Male,13.0,Spayed,Very Active,5.0,12.0,2.0,0.0,22.68
Australian Shepherd,Medium,Female,5.0,Neutered,Active,4.0,12.0,1.0,1.0,24.04
Dachshund,Small,Female,8.0,Spayed,Unknown,1.0,11.0,2.0,1.0,36.74
Dachshund,Small,Female,12.0,Neutered,Active,1.0,11.0,1.0,2.0,33.57
Bulldog,Medium,Female,13.0,Spayed,Very Active,1.0,10.0,1.0,0.0,12.25
Labrador Retriever,Large,Female,4.0,Unknown,Very Active,1.0,9.0,2.0,1.0,19.5
Rottweiler,Large,Male,12.0,Unknown,Very Active,3.0,11.0,0.0,1.0,17.24
Doberman,Large,Female,6.0,Spayed,Unknown,2.0,13.0,1.0,1.0,21.32
Doberman,Large,Female,4.0,Spayed,Low,5.0,10.0,0.0,1.0,25.85
Labrador Retriever,Large,Male,12.0,Unknown,Unknown,2.0,13.0,2.0,1.0,24.04
Great Dane,Large,Female,4.0,Neutered,Unknown,1.0,11.0,2.0,2.0,31.3
Australian Shepherd,Medium,Male,6.0,Neutered,Very Active,3.0,10.0,0.0,4.0,17.69
Boxer,Medium,Male,7.0,Unknown,Active,4.0,12.0,1.0,1.0,21.32
Siberian Husky,Medium,Male,3.0,Spayed,Active,6.0,12.0,0.0,0.0,21.32
Doberman,Unknown,Female,6.0,Neutered,Unknown,1.0,12.0,0.0,0.0,24.04
Golden Retriever,Large,Male,6.0,Neutered,Moderate,2.0,12.0,1.0,1.0,20.41
Boxer,Medium,Male,13.0,Neutered,Active,3.0,11.0,0.0,1.0,29.94
Boxer,Medium,Female,4.0,Spayed,Moderate,2.0,12.0,0.0,2.0,24.04
Great Dane,Large,Male,12.0,Spayed,Active,2.0,8.0,2.0,1.0,31.3
Beagle,Small,Male,8.0,Spayed,Very Active,3.0,11.0,1.0,2.0,15.42
Great Dane,Large,Male,3.0,Neutered,Low,3.0,11.0,2.0,4.0,25.4
Doberman,Large,Male,9.0,Neutered,Very Active,3.0,12.0,2.0,1.0,13.15
Great Dane,Large,Female,2.0,Unknown,Unknown,2.0,10.0,3.0,2.0,13.61
Unknown,Medium,Female,6.0,Neutered,Moderate,3.0,12.0,2.0,3.0,14.06
Australian Shepherd,Medium,Male,9.0,Spayed,Unknown,0.0,9.0,1.0,2.0,25.85
Dachshund,Small,Female,5.0,Spayed,Low,0.0,13.0,0.0,1.0,26.76
Labrador Retriever,Large,Female,4.0,Spayed,Active,0.0,13.0,2.0,3.0,15.42
German Shepherd,Large,Female,11.0,Neutered,Low,5.0,13.0,1.0,2.0,15.88
Australian Shepherd,Medium,Male,11.0,Spayed,Active,3.0,12.0,2.0,3.0,30.84
Poodle,Small,Male,11.0,Neutered,Low,3.0,12.0,3.0,1.0,25.85
Doberman,Large,Male,10.0,Spayed,Unknown,0.0,10.0,0.0,3.0,22.23
Bulldog,Medium,Male,1.0,Neutered,Moderate,2.0,11.0,2.0,0.0,20.41
Beagle,Small,Female,6.0,Spayed,Unknown,2.0,11.0,4.0,2.0,29.94
Labrador Retriever,Large,Female,13.0,Neutered,Unknown,0.0,12.0,0.0,1.0,25.85
Dachshund,Small,Male,4.0,Neutered,Active,5.0,11.0,1.0,2.0,25.4
Great Dane,Large,Male,9.0,Spayed,Very Active,1.0,9.0,4.0,1.0,19.05
Golden Retriever,Large,Male,12.0,Spayed,Active,6.0,9.0,3.0,2.0,27.67
Unknown,Large,Male,13.0,Neutered,Active,4.0,12.0,2.0,2.0,9.98
German Shepherd,Large,Female,8.0,Unknown,Low,3.0,11.0,2.0,2.0,21.77
Australian Shepherd,Medium,Female,2.0,Neutered,Very Active,0.0,11.0,2.0,1.0,14.06
Siberian Husky,Medium,Male,13.0,Spayed,Unknown,2.0,9.0,1.0,1.0,18.6
Chihuahua,Small,Female,2.0,Neutered,Moderate,1.0,12.0,0.0,1.0,18.6
Poodle,Small,Female,10.0,Spayed,Very Active,1.0,13.0,2.0,1.0,33.57
Doberman,Large,Male,13.0,Neutered,Very Active,1.0,8.0,0.0,0.0,12.25
Yorkshire Terrier,Small,Male,10.0,Neutered,Unknown,1.0,11.0,2.0,4.0,28.58
Unknown,Large,Female,5.0,Unknown,Active,1.0,12.0,1.0,3.0,26.31
Bulldog,Medium,Female,12.0,Neutered,Unknown,2.0,13.0,1.0,4.0,23.13
Great Dane,Large,Male,3.0,Unknown,Unknown,2.0,10.0,2.0,1.0,11.79
Siberian Husky,Medium,Female,1.0,Neutered,Very Active,2.0,14.0,2.0,2.0,31.3
Poodle,Small,Female,8.0,Neutered,Moderate,2.0,13.0,3.0,1.0,18.6
Doberman,Large,Female,8.0,Spayed,Very Active,1.0,12.0,0.0,1.0,28.58
Bulldog,Medium,Male,4.0,Neutered,Active,2.0,11.0,2.0,1.0,29.48
Yorkshire Terrier,Small,Female,9.0,Spayed,Active,2.0,11.0,0.0,4.0,15.42
Rottweiler,Large,Male,2.0,Unknown,Very Active,2.0,11.0,1.0,1.0,22.23
Labrador Retriever,Large,Male,4.0,Unknown,Moderate,3.0,11.0,2.0,1.0,25.85
Rottweiler,Large,Female,6.0,Neutered,Low,3.0,13.0,0.0,0.0,20.41
Beagle,Small,Male,7.0,Neutered,Moderate,2.0,13.0,1.0,2.0,13.61
Doberman,Large,Male,4.0,Spayed,Active,0.0,10.0,1.0,0.0,14.06
Chihuahua,Small,Male,6.0,Neutered,Unknown,3.0,11.0,4.0,2.0,24.49
Labrador Retriever,Large,Male,1.0,Neutered,Unknown,1.0,9.0,2.0,0.0,31.3
Boxer,Medium,Male,9.0,Spayed,Very Active,2.0,9.0,3.0,0.0,28.58
German Shepherd,Large,Unknown,4.0,Spayed,Low,4.0,10.0,1.0,3.0,30.84
Poodle,Small,Male,2.0,Unknown,Active,1.0,12.0,1.0,1.0,16.33
German Shepherd,Large,Male,2.0,Spayed,Low,1.0,10.0,2.0,2.0,30.39
Great Dane,Large,Female,4.0,Spayed,Unknown,2.0,12.0,0.0,1.0,34.93
Chihuahua,Small,Male,7.0,Unknown,Low,3.0,9.0,2.0,0.0,18.14
German Shepherd,Large,Male,5.0,Neutered,Very Active,3.0,8.0,2.0,2.0,29.48
Rottweiler,Large,Female,6.0,Neutered,Moderate,4.0,11.0,0.0,0.0,21.77
Australian Shepherd,Unknown,Female,6.0,Neutered,Very Active,2.0,13.0,1.0,2.0,17.69
Australian Shepherd,Medium,Unknown,5.0,Neutered,Unknown,0.0,8.0,2.0,0.0,25.4
Labrador Retriever,Large,Male,13.0,Spayed,Very Active,2.0,10.0,3.0,2.0,21.32
Boxer,Medium,Male,4.0,Spayed,Active,2.0,11.0,1.0,1.0,20.41
Great Dane,Large,Female,6.0,Unknown,Unknown,4.0,9.0,1.0,1.0,14.97
Bulldog,Medium,Female,6.0,Spayed,Unknown,0.0,10.0,1.0,1.0,23.13
Australian Shepherd,Medium,Female,2.0,Spayed,Unknown,3.0,13.0,3.0,0.0,24.49
Siberian Husky,Medium,Female,5.0,Neutered,Active,2.0,10.0,0.0,2.0,22.68
Labrador Retriever,Large,Female,3.0,Unknown,Active,2.0,11.0,2.0,0.0,14.51
Poodle,Small,Male,2.0,Spayed,Active,4.0,11.0,2.0,1.0,15.42
Rottweiler,Large,Female,10.0,Spayed,Low,3.0,11.0,2.0,1.0,25.4
German Shepherd,Large,Male,12.0,Spayed,Low,0.0,12.0,0.0,1.0,27.67
Labrador Retriever,Large,Male,10.0,Neutered,Active,4.0,14.0,3.0,4.0,22.23
Doberman,Large,Female,2.0,Neutered,Very Active,0.0,13.0,2.0,1.0,30.39
Bulldog,Medium,Male,10.0,Neutered,Unknown,3.0,14.0,3.0,2.0,20.87
Labrador Retriever,Large,Male,5.0,Unknown,Active,2.0,12.0,3.0,2.0,24.95
Australian Shepherd,Medium,Male,9.0,Neutered,Very Active,1.0,12.0,2.0,2.0,28.12
Chihuahua,Small,Male,7.0,Unknown,Very Active,3.0,11.0,0.0,2.0,23.13
Doberman,Large,Male,1.0,Neutered,Moderate,2.0,12.0,2.0,2.0,29.48
Labrador Retriever,Unknown,Female,6.0,Spayed,Active,0.0,12.0,1.0,3.0,25.4
Poodle,Small,Male,2.0,Neutered,Active,5.0,12.0,2.0,1.0,32.21
Labrador Retriever,Large,Female,2.0,Unknown,Active,5.0,8.0,0.0,1.0,23.59
Rottweiler,Large,Female,8.0,Neutered,Very Active,3.0,11.0,2.0,2.0,26.31
Labrador Retriever,Large,Male,4.0,Unknown,Low,2.0,10.0,3.0,1.0,24.04
Dachshund,Small,Female,4.0,Spayed,Low,2.0,11.0,2.0,2.0,26.76
Golden Retriever,Large,Male,6.0,Spayed,Active,2.0,9.0,1.0,1.0,29.03
Boxer,Medium,Male,9.0,Neutered,Very Active,2.0,13.0,1.0,1.0,15.88
Golden Retriever,Large,Female,7.0,Spayed,Low,0.0,12.0,0.0,1.0,16.78
Siberian Husky,Medium,Female,4.0,Neutered,Very Active,2.0,10.0,3.0,1.0,32.21
Doberman,Large,Female,3.0,Spayed,Very Active,1.0,12.0,3.0,1.0,25.4
Labrador Retriever,Large,Female,3.0,Spayed,Moderate,6.0,10.0,2.0,0.0,22.68
Rottweiler,Large,Female,2.0,Neutered,Unknown,2.0,12.0,1.0,2.0,18.14
Labrador Retriever,Large,Male,6.0,Unknown,Moderate,3.0,13.0,2.0,1.0,35.38
Bulldog,Medium,Female,11.0,Unknown,Active,3.0,9.0,1.0,1.0,30.84
German Shepherd,Large,Male,9.0,Spayed,Low,4.0,12.0,1.0,3.0,13.61
Rottweiler,Large,Male,9.0,Unknown,Active,4.0,11.0,2.0,1.0,28.58
Chihuahua,Small,Male,7.0,Unknown,Active,2.0,11.0,3.0,2.0,18.14
German Shepherd,Large,Female,4.0,Neutered,Moderate,3.0,12.0,0.0,1.0,26.31
Great Dane,Large,Male,8.0,Unknown,Moderate,3.0,11.0,0.0,0.0,19.96
Beagle,Small,Male,4.0,Spayed,Unknown,4.0,9.0,2.0,2.0,16.33
Dachshund,Small,Female,3.0,Neutered,Unknown,0.0,13.0,2.0,2.0,21.32
Bulldog,Medium,Female,7.0,Unknown,Very Active,4.0,12.0,3.0,0.0,13.15
Golden Retriever,Large,Female,12.0,Unknown,Very Active,3.0,10.0,1.0,1.0,34.02
Unknown,Large,Male,5.0,Spayed,Moderate,3.0,11.0,1.0,1.0,26.76
Doberman,Large,Male,1.0,Neutered,Unknown,2.0,9.0,1.0,1.0,26.76
Poodle,Small,Male,2.0,Spayed,Active,3.0,11.0,0.0,0.0,29.48
Beagle,Small,Male,7.0,Neutered,Unknown,0.0,13.0,2.0,2.0,28.12
Beagle,Small,Male,6.0,Spayed,Low,3.0,13.0,2.0,2.0,24.95
Yorkshire Terrier,Unknown,Male,7.0,Neutered,Unknown,2.0,11.0,2.0,4.0,30.84
Beagle,Small,Male,8.0,Unknown,Active,2.0,11.0,1.0,2.0,18.6
Bulldog,Medium,Female,4.0,Spayed,Unknown,4.0,12.0,1.0,2.0,14.06
Great Dane,Large,Female,4.0,Unknown,Moderate,5.0,11.0,2.0,2.0,19.5
Australian Shepherd,Medium,Male,6.0,Spayed,Unknown,0.0,12.0,2.0,1.0,27.22
Bulldog,Medium,Female,7.0,Neutered,Moderate,3.0,11.0,1.0,2.0,28.58
Golden Retriever,Large,Male,7.0,Spayed,Very Active,3.0,10.0,3.0,1.0,28.12
Rottweiler,Large,Female,7.0,Spayed,Moderate,1.0,12.0,2.0,3.0,14.06
German Shepherd,Large,Male,13.0,Neutered,Moderate,4.0,10.0,3.0,1.0,24.49
Bulldog,Medium,Male,8.0,Spayed,Low,2.0,11.0,2.0,1.0,17.69
Beagle,Small,Male,6.0,Neutered,Unknown,1.0,9.0,0.0,2.0,13.15
Yorkshire Terrier,Small,Female,7.0,Spayed,Moderate,1.0,10.0,2.0,1.0,19.96
Dachshund,Small,Male,6.0,Spayed,Active,1.0,11.0,2.0,0.0,14.51
Beagle,Small,Male,7.0,Spayed,Very Active,2.0,10.0,2.0,1.0,28.12
Doberman,Large,Female,3.0,Neutered,Unknown,3.0,11.0,2.0,1.0,30.39
Beagle,Small,Male,5.0,Spayed,Active,0.0,11.0,2.0,3.0,17.24
Dachshund,Small,Female,4.0,Neutered,Very Active,2.0,11.0,3.0,3.0,27.67
Australian Shepherd,Medium,Female,7.0,Neutered,Very Active,4.0,11.0,1.0,1.0,23.59
Siberian Husky,Medium,Female,8.0,Unknown,Unknown,2.0,12.0,3.0,3.0,22.68
Great Dane,Large,Female,9.0,Neutered,Very Active,3.0,10.0,3.0,0.0,33.11
Siberian Husky,Medium,Male,6.0,Unknown,Low,5.0,11.0,1.0,2.0,23.13
Doberman,Large,Female,8.0,Neutered,Low,2.0,11.0,1.0,2.0,17.69
Poodle,Small,Male,7.0,Neutered,Active,4.0,11.0,3.0,1.0,24.04
Beagle,Small,Male,1.0,Spayed,Unknown,2.0,11.0,4.0,1.0,21.32
Great Dane,Unknown,Male,10.0,Unknown,Moderate,4.0,10.0,2.0,1.0,25.4
Dachshund,Small,Female,9.0,Spayed,Moderate,2.0,11.0,3.0,1.0,24.95
Bulldog,Medium,Unknown,6.0,Unknown,Unknown,0.0,12.0,1.0,1.0,22.23
Rottweiler,Unknown,Female,8.0,Neutered,Moderate,4.0,12.0,1.0,2.0,18.6
Yorkshire Terrier,Small,Male,4.0,Unknown,Low,6.0,10.0,2.0,2.0,12.25
Beagle,Small,Female,9.0,Spayed,Very Active,2.0,10.0,1.0,1.0,23.59
Dachshund,Small,Male,12.0,Neutered,Active,3.0,11.0,1.0,3.0,18.6
Doberman,Large,Female,7.0,Spayed,Active,2.0,12.0,3.0,2.0,30.84
Dachshund,Small,Male,1.0,Spayed,Active,2.0,12.0,3.0,4.0,20.87
Labrador Retriever,Large,Male,1.0,Unknown,Very Active,4.0,12.0,0.0,3.0,17.69
Labrador Retriever,Large,Male,6.0,Spayed,Unknown,5.0,11.0,2.0,3.0,31.75
Dachshund,Small,Male,4.0,Unknown,Unknown,4.0,12.0,3.0,0.0,19.5
Labrador Retriever,Large,Male,6.0,Unknown,Unknown,4.0,12.0,0.0,4.0,28.58
Poodle,Small,Male,11.0,Neutered,Very Active,2.0,8.0,0.0,1.0,28.12
Doberman,Large,Female,8.0,Neutered,Unknown,1.0,9.0,0.0,2.0,9.07
