Raca,Idade,peso_kg,porte_animal,Status_Saude,calorias_diarias_RER
Yorkshire Terrier,13.0,26.31,Grande,Não,813.18
Rottweiler,2.0,20.87,Médio,Sim,683.5
Bulldog,1.0,33.11,Grande,Não,966.2
Labrador Retriever,5.0,12.7,Médio,Sim,470.92
Bulldog,1.0,19.96,Médio,Sim,661.03
Chihuahua,8.0,27.67,Grande,Sim,844.51
Yorkshire Terrier,3.0,22.68,Médio,Sim,727.5
Bulldog,9.0,23.13,Médio,Não,738.29
Beagle,13.0,31.75,Grande,Não,936.28
SRD (Sem Raça Definida),4.0,14.06,Médio,Sim,508.26
Chihuahua,1.0,21.32,Médio,Sim,694.53
Dachshund,5.0,22.68,Médio,Sim,727.5
Golden Retriever,2.0,32.66,Grande,Sim,956.34
Australian Shepherd,12.0,23.13,Médio,Sim,738.29
German Shepherd,8.0,25.4,Grande,Sim,792.0
Bulldog,12.0,14.51,Médio,Sim,520.41
Dachshund,9.0,20.41,Médio,Não,672.17
Beagle,2.0,20.87,Médio,Sim,683.5
Siberian Husky,13.0,16.78,Médio,Sim,580.35
Beagle,6.0,24.49,Médio,Sim,770.62
Dachshund,13.0,11.79,Médio,Não,445.38
Australian Shepherd,6.0,42.18,Grande,Não,1158.59
Golden Retriever,9.0,18.14,Médio,Sim,615.28
German Shepherd,13.0,24.95,Médio,Não,781.45
Poodle,5.0,25.4,Grande,Sim,792.0
Golden Retriever,5.0,24.49,Médio,Sim,770.62
Siberian Husky,7.0,32.66,Grande,Sim,956.34
Boxer,1.0,16.78,Médio,Sim,580.35
Australian Shepherd,4.0,17.69,Médio,Sim,603.8
Poodle,3.0,14.97,Médio,Sim,532.74
Great Dane,8.0,26.76,Grande,Sim,823.59
Great Dane,12.0,24.95,Médio,Não,781.45
Beagle,6.0,12.7,Médio,Sim,470.92
Yorkshire Terrier,5.0,24.95,Médio,Sim,781.45
Labrador Retriever,2.0,20.41,Médio,Sim,672.17
Golden Retriever,6.0,37.19,Grande,Sim,1054.19
Great Dane,9.0,19.5,Médio,Sim,649.57
Boxer,8.0,19.96,Médio,Sim,661.03
Bulldog,12.0,22.68,Médio,Não,727.5
German Shepherd,8.0,25.85,Grande,Sim,802.5
Poodle,6.0,29.94,Grande,Sim,895.96
Yorkshire Terrier,7.0,14.97,Médio,Não,532.74
Bulldog,10.0,20.87,Médio,Não,683.5
Australian Shepherd,10.0,21.32,Médio,Não,694.53
Great Dane,6.0,37.19,Grande,Sim,1054.19
Chihuahua,3.0,23.13,Médio,Sim,738.29
Rottweiler,10.0,23.59,Médio,Sim,749.28
Labrador Retriever,13.0,28.12,Grande,Sim,854.79
Siberian Husky,3.0,18.14,Médio,Sim,615.28
Golden Retriever,5.0,18.6,Médio,Sim,626.95
Golden Retriever,5.0,24.49,Médio,Sim,770.62
Golden Retriever,1.0,33.57,Grande,Sim,976.25
Doberman,2.0,24.04,Médio,Sim,759.97
Australian Shepherd,8.0,21.77,Médio,Sim,705.49
Boxer,3.0,23.13,Médio,Sim,738.29
German Shepherd,10.0,23.13,Médio,Sim,738.29
German Shepherd,6.0,29.03,Grande,Sim,875.45
Dachshund,1.0,5.9,Pequeno,Não,264.99
Chihuahua,9.0,33.57,Grande,Não,976.25
Siberian Husky,13.0,19.96,Médio,Sim,661.03
Chihuahua,10.0,6.35,Pequeno,Não,280.01
Bulldog,2.0,26.31,Grande,Sim,813.18
German Shepherd,11.0,17.69,Médio,Sim,603.8
Beagle,11.0,15.42,Médio,Sim,544.7
Australian Shepherd,7.0,25.4,Grande,Sim,792.0
Chihuahua,1.0,14.06,Médio,Sim,508.26
Chihuahua,6.0,13.15,Médio,Sim,483.38
Boxer,7.0,27.22,Grande,Sim,834.19
Chihuahua,3.0,19.5,Médio,Sim,649.57
German Shepherd,8.0,11.34,Médio,Sim,432.57
Doberman,13.0,19.05,Médio,Sim,638.29
Rottweiler,8.0,15.42,Médio,Sim,544.7
Labrador Retriever,6.0,14.06,Médio,Sim,508.26
Bulldog,13.0,17.69,Médio,Não,603.8
Great Dane,4.0,16.33,Médio,Sim,568.64
Dachshund,3.0,28.12,Grande,Sim,854.79
Boxer,7.0,22.23,Médio,Sim,716.64
Bulldog,10.0,28.12,Grande,Não,854.79
Labrador Retriever,8.0,24.04,Médio,Sim,759.97
Boxer,13.0,31.3,Grande,Sim,926.31
Doberman,3.0,20.41,Médio,Sim,672.17
Beagle,1.0,29.48,Grande,Não,885.61
Poodle,3.0,21.32,Médio,Sim,694.53
Poodle,12.0,29.03,Grande,Sim,875.45
Beagle,8.0,23.13,Médio,Não,738.29
Siberian Husky,13.0,13.15,Médio,Não,483.38
Dachshund,4.0,15.42,Médio,Sim,544.7
Labrador Retriever,13.0,17.69,Médio,Sim,603.8
Poodle,3.0,15.42,Médio,Sim,544.7
Australian Shepherd,11.0,17.24,Médio,Sim,592.24
Australian Shepherd,7.0,24.95,Médio,Sim,781.45
Poodle,10.0,20.87,Médio,Não,683.5
Australian Shepherd,3.0,19.5,Médio,Sim,649.57
Bulldog,10.0,43.54,Grande,Não,1186.49
Yorkshire Terrier,12.0,29.48,Grande,Não,885.61
Dachshund,7.0,32.21,Grande,Sim,946.44
Doberman,4.0,8.16,Pequeno,Sim,337.96
Australian Shepherd,2.0,11.79,Médio,Não,445.38
Boxer,10.0,17.69,Médio,Sim,603.8
SRD (Sem Raça Definida),1.0,15.88,Médio,Sim,556.85
German Shepherd,7.0,37.65,Grande,Sim,1063.95
Australian Shepherd,10.0,14.97,Médio,Sim,532.74
Beagle,2.0,24.49,Médio,Não,770.62
Doberman,2.0,15.88,Médio,Sim,556.85
German Shepherd,11.0,24.49,Médio,Sim,770.62
Golden Retriever,8.0,16.78,Médio,Não,580.35
Great Dane,9.0,32.66,Grande,Sim,956.34
Chihuahua,3.0,36.74,Grande,Não,1044.61
Australian Shepherd,8.0,25.4,Grande,Sim,792.0
German Shepherd,13.0,21.32,Médio,Sim,694.53
Chihuahua,1.0,29.48,Grande,Não,885.61
Boxer,3.0,27.22,Grande,Sim,834.19
German Shepherd,11.0,19.96,Médio,Sim,661.03
Australian Shepherd,12.0,21.32,Médio,Não,694.53
Beagle,6.0,23.59,Médio,Não,749.28
Poodle,5.0,35.83,Grande,Sim,1025.14
Labrador Retriever,8.0,19.05,Médio,Sim,638.29
Beagle,4.0,19.05,Médio,Sim,638.29
Poodle,2.0,27.22,Grande,Sim,834.19
Boxer,11.0,20.87,Médio,Sim,683.5
Doberman,2.0,10.89,Médio,Não,419.63
Beagle,13.0,31.75,Grande,Sim,936.28
German Shepherd,2.0,26.31,Grande,Sim,813.18
Great Dane,4.0,10.43,Médio,Não,406.27
Siberian Husky,7.0,18.14,Médio,Sim,615.28
Dachshund,7.0,20.41,Médio,Sim,672.17
Great Dane,11.0,21.77,Médio,Sim,705.49
Yorkshire Terrier,3.0,10.43,Médio,Sim,406.27
Great Dane,7.0,16.78,Médio,Sim,580.35
Chihuahua,12.0,17.24,Médio,Não,592.24
Yorkshire Terrier,13.0,9.98,Pequeno,Não,393.05
Beagle,10.0,22.68,Médio,Sim,727.5
German Shepherd,13.0,18.14,Médio,Sim,615.28
Poodle,3.0,24.04,Médio,Sim,759.97
Beagle,7.0,28.12,Grande,Sim,854.79
Doberman,13.0,29.94,Grande,Não,895.96
Boxer,1.0,28.58,Grande,Não,865.26
Dachshund,2.0,14.97,Médio,Sim,532.74
Doberman,11.0,16.78,Médio,Sim,580.35
SRD (Sem Raça Definida),12.0,14.06,Médio,Não,508.26
Siberian Husky,5.0,35.38,Grande,Sim,1015.47
Beagle,5.0,17.69,Médio,Sim,603.8
Great Dane,7.0,21.77,Médio,Sim,705.49
German Shepherd,6.0,24.49,Médio,Não,770.62
Beagle,9.0,24.04,Médio,Sim,759.97
Chihuahua,8.0,22.68,Médio,Sim,727.5
Labrador Retriever,7.0,18.6,Médio,Não,626.95
Doberman,12.0,36.74,Grande,Não,1044.61
Bulldog,1.0,24.95,Médio,Não,781.45
Rottweiler,3.0,31.3,Grande,Sim,926.31
Bulldog,10.0,16.78,Médio,Sim,580.35
Doberman,4.0,17.69,Médio,Sim,603.8
Golden Retriever,13.0,26.31,Grande,Não,813.18
Yorkshire Terrier,12.0,14.51,Médio,Sim,520.41
Bulldog,1.0,19.05,Médio,Não,638.29
Labrador Retriever,12.0,19.05,Médio,Sim,638.29
Great Dane,8.0,27.22,Grande,Sim,834.19
Poodle,6.0,24.04,Médio,Sim,759.97
Boxer,5.0,12.7,Médio,Sim,470.92
Doberman,11.0,23.59,Médio,Sim,749.28
Labrador Retriever,3.0,14.06,Médio,Sim,508.26
Bulldog,3.0,16.78,Médio,Sim,580.35
Australian Shepherd,8.0,23.13,Médio,Sim,738.29
German Shepherd,2.0,29.48,Grande,Sim,885.61
Rottweiler,3.0,27.22,Grande,Sim,834.19
German Shepherd,3.0,12.7,Médio,Sim,470.92
Siberian Husky,12.0,23.13,Médio,Não,738.29
Dachshund,3.0,11.34,Médio,Sim,432.57
Bulldog,2.0,26.76,Grande,Sim,823.59
Siberian Husky,12.0,24.04,Médio,Não,759.97
Doberman,13.0,15.88,Médio,Não,556.85
Dachshund,6.0,8.16,Pequeno,Sim,337.96
Beagle,8.0,19.05,Médio,Sim,638.29
Rottweiler,13.0,28.58,Grande,Sim,865.26
Great Dane,6.0,9.98,Pequeno,Não,393.05
Yorkshire Terrier,4.0,13.61,Médio,Sim,496.01
Labrador Retriever,6.0,26.31,Grande,Sim,813.18
Australian Shepherd,1.0,26.76,Grande,Sim,823.59
German Shepherd,11.0,23.59,Médio,Sim,749.28
Bulldog,11.0,19.05,Médio,Sim,638.29
Labrador Retriever,13.0,27.67,Grande,Não,844.51
Dachshund,6.0,28.12,Grande,Sim,854.79
German Shepherd,1.0,21.77,Médio,Sim,705.49
Beagle,4.0,20.87,Médio,Não,683.5
Poodle,11.0,27.67,Grande,Não,844.51
Siberian Husky,6.0,14.06,Médio,Sim,508.26
Boxer,9.0,23.59,Médio,Não,749.28
Labrador Retriever,12.0,14.97,Médio,Sim,532.74
Beagle,10.0,14.97,Médio,Sim,532.74
Poodle,2.0,18.6,Médio,Sim,626.95
Bulldog,2.0,24.95,Médio,Sim,781.45
Poodle,13.0,27.22,Grande,Sim,834.19
Poodle,8.0,16.78,Médio,Sim,580.35
SRD (Sem Raça Definida),2.0,32.66,Grande,Sim,956.34
Chihuahua,6.0,19.5,Médio,Sim,649.57
Beagle,9.0,33.57,Grande,Não,976.25
Rottweiler,5.0,26.31,Grande,Não,813.18
Rottweiler,3.0,16.33,Médio,Sim,568.64
Rottweiler,13.0,16.33,Médio,Sim,568.64
Golden Retriever,6.0,15.88,Médio,Sim,556.85
Dachshund,7.0,19.5,Médio,Sim,649.57
Siberian Husky,7.0,23.59,Médio,Sim,749.28
Great Dane,12.0,25.4,Grande,Sim,792.0
Poodle,12.0,30.84,Grande,Sim,916.08
Golden Retriever,12.0,12.7,Médio,Sim,470.92
Rottweiler,11.0,18.6,Médio,Não,626.95
Labrador Retriever,5.0,34.02,Grande,Não,986.05
Labrador Retriever,4.0,34.93,Grande,Sim,1005.77
Doberman,10.0,27.67,Grande,Não,844.51
Siberian Husky,1.0,23.13,Médio,Sim,738.29
Chihuahua,3.0,34.47,Grande,Sim,995.82
Yorkshire Terrier,7.0,33.57,Grande,Não,976.25
Australian Shepherd,7.0,22.68,Médio,Sim,727.5
Rottweiler,10.0,30.39,Grande,Sim,906.04
Labrador Retriever,3.0,24.95,Médio,Sim,781.45
Labrador Retriever,8.0,22.23,Médio,Sim,716.64
Chihuahua,2.0,21.32,Médio,Sim,694.53
Australian Shepherd,7.0,23.13,Médio,Sim,738.29
Rottweiler,7.0,24.95,Médio,Sim,781.45
Yorkshire Terrier,2.0,25.4,Grande,Sim,792.0
Australian Shepherd,10.0,19.5,Médio,Sim,649.57
Boxer,8.0,35.83,Grande,Sim,1025.14
Siberian Husky,1.0,28.12,Grande,Sim,854.79
Doberman,11.0,26.31,Grande,Sim,813.18
Rottweiler,6.0,27.67,Grande,Sim,844.51
Great Dane,1.0,15.42,Médio,Não,544.7
Poodle,9.0,21.32,Médio,Sim,694.53
Great Dane,1.0,17.69,Médio,Sim,603.8
Beagle,10.0,14.06,Médio,Sim,508.26
Dachshund,6.0,19.96,Médio,Sim,661.03
Rottweiler,4.0,37.19,Grande,Não,1054.19
Chihuahua,3.0,24.95,Médio,Sim,781.45
Bulldog,9.0,19.5,Médio,Sim,649.57
Labrador Retriever,9.0,18.14,Médio,Sim,615.28
Poodle,1.0,23.59,Médio,Não,749.28
Rottweiler,9.0,22.23,Médio,Não,716.64
Labrador Retriever,10.0,25.4,Grande,Sim,792.0
Chihuahua,7.0,31.3,Grande,Sim,926.31
Chihuahua,4.0,19.96,Médio,Não,661.03
Doberman,6.0,17.24,Médio,Sim,592.24
Dachshund,13.0,15.88,Médio,Sim,556.85
German Shepherd,8.0,15.42,Médio,Sim,544.7
Beagle,8.0,18.14,Médio,Sim,615.28
Australian Shepherd,7.0,14.06,Médio,Sim,508.26
Bulldog,13.0,20.87,Médio,Sim,683.5
Doberman,5.0,23.13,Médio,Sim,738.29
Labrador Retriever,4.0,26.76,Grande,Sim,823.59
Rottweiler,4.0,26.76,Grande,Sim,823.59
Chihuahua,10.0,20.41,Médio,Sim,672.17
Bulldog,8.0,21.77,Médio,Sim,705.49
Rottweiler,1.0,23.13,Médio,Não,738.29
Golden Retriever,11.0,10.89,Médio,Sim,419.63
Australian Shepherd,9.0,19.05,Médio,Sim,638.29
Australian Shepherd,6.0,29.48,Grande,Sim,885.61
Rottweiler,4.0,28.12,Grande,Sim,854.79
Beagle,8.0,42.64,Grande,Não,1168.05
Siberian Husky,13.0,29.03,Grande,Sim,875.45
Boxer,7.0,30.39,Grande,Não,906.04
German Shepherd,1.0,22.68,Médio,Sim,727.5
Beagle,10.0,11.34,Médio,Sim,432.57
Chihuahua,9.0,16.78,Médio,Não,580.35
Chihuahua,1.0,29.03,Grande,Sim,875.45
Chihuahua,9.0,26.76,Grande,Sim,823.59
Great Dane,9.0,24.04,Médio,Sim,759.97
Australian Shepherd,1.0,30.39,Grande,Sim,906.04
Labrador Retriever,12.0,4.54,Pequeno,Sim,217.72
Boxer,13.0,10.89,Médio,Sim,419.63
Golden Retriever,4.0,8.62,Pequeno,Sim,352.15
Great Dane,12.0,29.03,Grande,Sim,875.45
Beagle,2.0,20.41,Médio,Sim,672.17
Siberian Husky,11.0,26.31,Grande,Sim,813.18
Chihuahua,8.0,24.49,Médio,Sim,770.62
Australian Shepherd,4.0,29.94,Grande,Sim,895.96
Poodle,4.0,20.87,Médio,Sim,683.5
Labrador Retriever,13.0,22.68,Médio,Sim,727.5
Bulldog,9.0,24.04,Médio,Não,759.97
Rottweiler,8.0,15.42,Médio,Sim,544.7
Chihuahua,5.0,37.65,Grande,Não,1063.95
Labrador Retriever,11.0,26.31,Grande,Não,813.18
German Shepherd,13.0,14.51,Médio,Sim,520.41
Bulldog,8.0,33.57,Grande,Sim,976.25
Dachshund,2.0,24.04,Médio,Sim,759.97
Golden Retriever,5.0,23.13,Médio,Sim,738.29
Australian Shepherd,1.0,26.76,Grande,Sim,823.59
Doberman,3.0,20.41,Médio,Sim,672.17
Labrador Retriever,9.0,19.96,Médio,Sim,661.03
Labrador Retriever,7.0,27.22,Grande,Sim,834.19
Chihuahua,9.0,15.42,Médio,Sim,544.7
German Shepherd,11.0,22.68,Médio,Não,727.5
Great Dane,1.0,23.59,Médio,Não,749.28
Yorkshire Terrier,6.0,20.87,Médio,Sim,683.5
Labrador Retriever,1.0,11.34,Médio,Sim,432.57
Doberman,4.0,29.94,Grande,Sim,895.96
Rottweiler,1.0,15.88,Médio,Sim,556.85
Doberman,7.0,23.13,Médio,Não,738.29
Beagle,8.0,19.96,Médio,Não,661.03
Bulldog,13.0,29.48,Grande,Não,885.61
Chihuahua,6.0,22.68,Médio,Sim,727.5
Rottweiler,2.0,24.04,Médio,Sim,759.97
Boxer,13.0,23.59,Médio,Sim,749.28
Great Dane,3.0,21.32,Médio,Sim,694.53
Beagle,6.0,29.94,Grande,Sim,895.96
Siberian Husky,12.0,20.87,Médio,Sim,683.5
Yorkshire Terrier,13.0,31.75,Grande,Não,936.28
Rottweiler,1.0,26.76,Grande,Não,823.59
Golden Retriever,1.0,18.6,Médio,Não,626.95
Poodle,12.0,16.78,Médio,Sim,580.35
Bulldog,8.0,23.13,Médio,Sim,738.29
Rottweiler,8.0,22.68,Médio,Sim,727.5
Dachshund,1.0,22.23,Médio,Não,716.64
Doberman,12.0,21.77,Médio,Não,705.49
Rottweiler,1.0,26.31,Grande,Não,813.18
Chihuahua,11.0,33.57,Grande,Sim,976.25
SRD (Sem Raça Definida),13.0,22.68,Médio,Não,727.5
Doberman,4.0,22.23,Médio,Sim,716.64
Australian Shepherd,2.0,22.68,Médio,Sim,727.5
Doberman,2.0,15.42,Médio,Sim,544.7
Siberian Husky,9.0,19.5,Médio,Sim,649.57
German Shepherd,3.0,22.68,Médio,Sim,727.5
Dachshund,11.0,22.23,Médio,Sim,716.64
Yorkshire Terrier,6.0,21.32,Médio,Não,694.53
Australian Shepherd,3.0,15.42,Médio,Sim,544.7
Boxer,12.0,24.49,Médio,Não,770.62
Australian Shepherd,12.0,22.68,Médio,Sim,727.5
German Shepherd,3.0,14.97,Médio,Sim,532.74
Doberman,4.0,31.75,Grande,Sim,936.28
Siberian Husky,10.0,27.67,Grande,Sim,844.51
Great Dane,8.0,25.4,Grande,Sim,792.0
German Shepherd,2.0,34.02,Grande,Sim,986.05
Siberian Husky,4.0,19.96,Médio,Sim,661.03
Golden Retriever,4.0,22.23,Médio,Sim,716.64
Dachshund,3.0,35.83,Grande,Sim,1025.14
German Shepherd,2.0,24.04,Médio,Sim,759.97
Doberman,2.0,22.23,Médio,Não,716.64
Boxer,10.0,27.22,Grande,Sim,834.19
Great Dane,2.0,24.49,Médio,Sim,770.62
Poodle,8.0,32.21,Grande,Sim,946.44
Bulldog,5.0,29.48,Grande,Sim,885.61
Yorkshire Terrier,10.0,20.87,Médio,Não,683.5
Australian Shepherd,6.0,18.6,Médio,Sim,626.95
Beagle,6.0,16.33,Médio,Sim,568.64
Golden Retriever,12.0,33.11,Grande,Não,966.2
Siberian Husky,4.0,32.21,Grande,Sim,946.44
Boxer,1.0,27.67,Grande,Sim,844.51
SRD (Sem Raça Definida),4.0,19.5,Médio,Sim,649.57
Yorkshire Terrier,7.0,27.67,Grande,Sim,844.51
Labrador Retriever,9.0,33.11,Grande,Sim,966.2
Golden Retriever,7.0,11.34,Médio,Sim,432.57
Boxer,5.0,22.23,Médio,Sim,716.64
Doberman,3.0,13.61,Médio,Sim,496.01
Rottweiler,3.0,26.76,Grande,Sim,823.59
Yorkshire Terrier,4.0,22.68,Médio,Sim,727.5
Great Dane,13.0,35.83,Grande,Sim,1025.14
Doberman,13.0,27.67,Grande,Não,844.51
Great Dane,8.0,21.77,Médio,Sim,705.49
Australian Shepherd,6.0,22.68,Médio,Sim,727.5
Bulldog,10.0,23.59,Médio,Não,749.28
Boxer,9.0,18.6,Médio,Sim,626.95
Labrador Retriever,8.0,19.05,Médio,Sim,638.29
Poodle,6.0,19.05,Médio,Sim,638.29
Labrador Retriever,1.0,19.05,Médio,Sim,638.29
Golden Retriever,2.0,21.32,Médio,Sim,694.53
Australian Shepherd,7.0,27.22,Grande,Sim,834.19
Golden Retriever,4.0,24.04,Médio,Sim,759.97
German Shepherd,13.0,21.77,Médio,Não,705.49
German Shepherd,8.0,17.69,Médio,Sim,603.8
Boxer,8.0,23.59,Médio,Sim,749.28
Boxer,7.0,21.32,Médio,Sim,694.53
Dachshund,8.0,22.68,Médio,Sim,727.5
Yorkshire Terrier,11.0,24.49,Médio,Sim,770.62
SRD (Sem Raça Definida),13.0,25.4,Grande,Sim,792.0
Bulldog,7.0,29.94,Grande,Sim,895.96
Australian Shepherd,1.0,28.58,Grande,Sim,865.26
Great Dane,5.0,14.06,Médio,Sim,508.26
Dachshund,12.0,22.68,Médio,Sim,727.5
Labrador Retriever,7.0,33.11,Grande,Sim,966.2
Dachshund,1.0,18.6,Médio,Não,626.95
Great Dane,8.0,31.3,Grande,Sim,926.31
Dachshund,7.0,29.94,Grande,Sim,895.96
Golden Retriever,3.0,16.33,Médio,Sim,568.64
Siberian Husky,13.0,32.21,Grande,Sim,946.44
Chihuahua,11.0,24.95,Médio,Sim,781.45
Yorkshire Terrier,13.0,5.44,Pequeno,Não,249.34
Bulldog,11.0,27.67,Grande,Não,844.51
German Shepherd,4.0,14.06,Médio,Sim,508.26
Bulldog,12.0,20.41,Médio,Sim,672.17
Labrador Retriever,7.0,32.66,Grande,Sim,956.34
Yorkshire Terrier,3.0,25.85,Grande,Sim,802.5
Beagle,13.0,22.68,Médio,Sim,727.5
Yorkshire Terrier,4.0,33.11,Grande,Sim,966.2
Chihuahua,13.0,28.12,Grande,Sim,854.79
Yorkshire Terrier,12.0,22.68,Médio,Sim,727.5
Yorkshire Terrier,11.0,21.32,Médio,Sim,694.53
Siberian Husky,7.0,13.15,Médio,Sim,483.38
Yorkshire Terrier,6.0,4.54,Pequeno,Sim,217.72
Yorkshire Terrier,5.0,28.58,Grande,Sim,865.26
Siberian Husky,4.0,26.31,Grande,Sim,813.18
Poodle,8.0,22.68,Médio,Sim,727.5
Doberman,11.0,15.88,Médio,Não,556.85
Golden Retriever,3.0,13.15,Médio,Sim,483.38
Siberian Husky,2.0,24.49,Médio,Sim,770.62
Dachshund,3.0,22.68,Médio,Sim,727.5
Bulldog,2.0,26.31,Grande,Sim,813.18
German Shepherd,9.0,6.8,Pequeno,Não,294.77
Poodle,1.0,17.69,Médio,Não,603.8
Labrador Retriever,2.0,22.68,Médio,Não,727.5
Great Dane,6.0,20.87,Médio,Sim,683.5
Great Dane,2.0,18.6,Médio,Não,626.95
Bulldog,7.0,27.67,Grande,Sim,844.51
Chihuahua,13.0,27.67,Grande,Sim,844.51
Boxer,2.0,31.3,Grande,Sim,926.31
Yorkshire Terrier,5.0,33.57,Grande,Sim,976.25
Siberian Husky,5.0,19.96,Médio,Sim,661.03
Doberman,11.0,13.15,Médio,Não,483.38
Australian Shepherd,7.0,24.49,Médio,Sim,770.62
Golden Retriever,8.0,9.07,Pequeno,Sim,365.85
Doberman,6.0,36.29,Grande,Sim,1035.0
Great Dane,7.0,14.51,Médio,Sim,520.41
Boxer,11.0,24.95,Médio,Sim,781.45
Dachshund,4.0,26.31,Grande,Sim,813.18
Yorkshire Terrier,12.0,16.78,Médio,Sim,580.35
Golden Retriever,7.0,19.96,Médio,Sim,661.03
Dachshund,9.0,23.59,Médio,Sim,749.28
Rottweiler,7.0,39.46,Grande,Não,1102.09
Poodle,9.0,24.04,Médio,Não,759.97
German Shepherd,6.0,19.05,Médio,Sim,638.29
SRD (Sem Raça Definida),2.0,24.95,Médio,Sim,781.45
Golden Retriever,7.0,15.88,Médio,Sim,556.85
Rottweiler,2.0,4.54,Pequeno,Não,217.72
Golden Retriever,3.0,13.61,Médio,Sim,496.01
Siberian Husky,11.0,27.67,Grande,Não,844.51
Chihuahua,2.0,13.15,Médio,Sim,483.38
Doberman,6.0,28.58,Grande,Sim,865.26
Doberman,8.0,24.49,Médio,Sim,770.62
Chihuahua,1.0,18.6,Médio,Não,626.95
Chihuahua,4.0,31.3,Grande,Sim,926.31
Yorkshire Terrier,7.0,16.33,Médio,Sim,568.64
Bulldog,1.0,18.14,Médio,Não,615.28
Golden Retriever,5.0,27.22,Grande,Sim,834.19
Great Dane,6.0,25.85,Grande,Sim,802.5
Siberian Husky,4.0,16.33,Médio,Sim,568.64
Poodle,7.0,22.68,Médio,Sim,727.5
German Shepherd,8.0,16.78,Médio,Sim,580.35
Boxer,9.0,21.32,Médio,Não,694.53
Chihuahua,1.0,16.78,Médio,Sim,580.35
Boxer,10.0,18.6,Médio,Sim,626.95
Golden Retriever,6.0,23.59,Médio,Sim,749.28
Beagle,1.0,28.58,Grande,Não,865.26
Yorkshire Terrier,4.0,30.39,Grande,Sim,906.04
Labrador Retriever,11.0,24.95,Médio,Não,781.45
Doberman,11.0,33.11,Grande,Não,966.2
Yorkshire Terrier,12.0,20.41,Médio,Sim,672.17
Rottweiler,13.0,23.13,Médio,Sim,738.29
Siberian Husky,4.0,15.42,Médio,Não,544.7
Chihuahua,9.0,23.59,Médio,Sim,749.28
Australian Shepherd,3.0,18.6,Médio,Sim,626.95
Chihuahua,12.0,23.59,Médio,Não,749.28
Boxer,12.0,24.49,Médio,Sim,770.62
Dachshund,3.0,25.4,Grande,Sim,792.0
German Shepherd,12.0,16.33,Médio,Não,568.64
German Shepherd,5.0,13.61,Médio,Sim,496.01
Chihuahua,9.0,15.42,Médio,Sim,544.7
Great Dane,12.0,13.61,Médio,Não,496.01
Yorkshire Terrier,9.0,29.03,Grande,Sim,875.45
German Shepherd,8.0,26.76,Grande,Sim,823.59
Doberman,4.0,14.51,Médio,Sim,520.41
Yorkshire Terrier,12.0,14.06,Médio,Sim,508.26
Yorkshire Terrier,9.0,28.12,Grande,Não,854.79
Rottweiler,4.0,27.22,Grande,Sim,834.19
Doberman,10.0,27.22,Grande,Não,834.19
Dachshund,13.0,14.97,Médio,Sim,532.74
Rottweiler,9.0,10.89,Médio,Não,419.63
Doberman,6.0,19.5,Médio,Sim,649.57
Australian Shepherd,1.0,24.49,Médio,Não,770.62
Siberian Husky,8.0,25.85,Grande,Sim,802.5
German Shepherd,8.0,23.59,Médio,Sim,749.28
Siberian Husky,4.0,25.85,Grande,Sim,802.5
Golden Retriever,12.0,24.04,Médio,Sim,759.97
Bulldog,12.0,23.59,Médio,Sim,749.28
Yorkshire Terrier,11.0,22.68,Médio,Sim,727.5
Poodle,3.0,21.32,Médio,Sim,694.53
Siberian Husky,2.0,24.95,Médio,Sim,781.45
Rottweiler,12.0,16.33,Médio,Sim,568.64
Siberian Husky,7.0,20.87,Médio,Sim,683.5
Australian Shepherd,11.0,27.67,Grande,Sim,844.51
Beagle,12.0,29.48,Grande,Não,885.61
Great Dane,13.0,30.84,Grande,Sim,916.08
Bulldog,2.0,35.83,Grande,Sim,1025.14
Labrador Retriever,10.0,16.33,Médio,Sim,568.64
Doberman,8.0,27.22,Grande,Sim,834.19
German Shepherd,10.0,31.3,Grande,Sim,926.31
Dachshund,6.0,30.84,Grande,Sim,916.08
Yorkshire Terrier,11.0,33.57,Grande,Sim,976.25
Bulldog,4.0,12.25,Médio,Sim,458.35
Beagle,9.0,21.77,Médio,Não,705.49
Rottweiler,1.0,25.4,Grande,Sim,792.0
Labrador Retriever,6.0,27.67,Grande,Sim,844.51
Yorkshire Terrier,6.0,22.23,Médio,Sim,716.64
Beagle,7.0,24.04,Médio,Sim,759.97
Chihuahua,1.0,27.22,Grande,Não,834.19
Australian Shepherd,12.0,26.31,Grande,Sim,813.18
German Shepherd,7.0,19.96,Médio,Sim,661.03
Doberman,8.0,27.67,Grande,Sim,844.51
Poodle,1.0,28.12,Grande,Não,854.79
Poodle,5.0,19.96,Médio,Sim,661.03
Boxer,7.0,22.23,Médio,Sim,716.64
Golden Retriever,1.0,16.33,Médio,Não,568.64
Golden Retriever,8.0,40.37,Grande,Não,1121.09
Australian Shepherd,13.0,20.41,Médio,Não,672.17
Rottweiler,1.0,13.15,Médio,Sim,483.38
Dachshund,7.0,18.14,Médio,Sim,615.28
Siberian Husky,13.0,32.66,Grande,Sim,956.34
Poodle,7.0,25.85,Grande,Sim,802.5
Dachshund,4.0,29.94,Grande,Sim,895.96
Australian Shepherd,4.0,27.22,Grande,Não,834.19
Boxer,7.0,26.31,Grande,Sim,813.18
Yorkshire Terrier,10.0,29.48,Grande,Não,885.61
