Breed,Sex,Age,animalWeight_kg,animalSize,Daily Activity Level,Diet,Food Brand,daily_walk_km,Medications,Seizures,Hours of Sleep,Play Time (hrs),Owner Activity Level,Annual Vet Visits,RER_kcal,Healthy
Poodle,Male,11.0,13.61,Medium,Active,Home cooked,Special,6.44,Yes,No,10.0,2.0,Very Active,1.0,496.01,Yes
Bulldog,Male,9.0,27.67,Large,Moderate,Wet food,Hill's Science,3.22,No,No,12.0,0.0,Moderate,2.0,844.51,Yes
Labrador Retriever,Female,3.0,21.32,Medium,Moderate,Wet food,Hill's Science,1.61,No,No,10.0,4.0,Active,2.0,694.53,Yes
Yorkshire Terrier,Male,8.0,19.05,Medium,Active,Hard food,Special,3.22,Yes,No,11.0,1.0,Moderate,1.0,638.29,Yes
Mixed/SRD,Male,6.0,19.5,Medium,Moderate,Home cooked,Special,8.05,No,No,9.0,1.0,Active,2.0,649.57,Yes
Poodle,Female,1.0,20.41,Medium,Active,Special diet,Special,3.22,Yes,No,9.0,1.0,Active,0.0,672.17,No
Golden Retriever,Female,12.0,25.85,Large,Low,Special diet,Royal Canin,1.61,No,No,12.0,2.0,Very Active,1.0,802.5,Yes
Great Dane,Female,3.0,18.14,Medium,Very Active,Special diet,Pedigree,8.05,No,No,11.0,1.0,Very Active,1.0,615.28,Yes
Dachshund,Male,8.0,21.77,Medium,Active,Hard food,Iams,0.0,No,No,11.0,1.0,Very Active,1.0,705.49,Yes
Chihuahua,Male,6.0,35.38,Large,Moderate,Hard food,Iams,4.83,Yes,No,10.0,2.0,Active,2.0,1015.47,Yes
Labrador Retriever,Female,5.0,24.04,Medium,Moderate,Hard food,Royal Canin,0.0,Yes,No,12.0,1.0,Active,1.0,759.97,No
Beagle,Male,11.0,13.61,Medium,Active,Hard food,Purina,6.44,Yes,No,10.0,2.0,Very Active,1.0,496.01,No
Golden Retriever,Male,6.0,19.96,Medium,Low,Wet food,Blue Buffalo,3.22,No,No,11.0,1.0,Active,1.0,661.03,Yes
Great Dane,Male,12.0,33.57,Large,Very Active,Hard food,Hill's Science,4.83,Yes,No,10.0,1.0,Very Active,1.0,976.25,Yes
Labrador Retriever,Female,1.0,19.05,Medium,Low,Special diet,Special,4.83,No,No,13.0,1.0,Active,1.0,638.29,Yes
Australian Shepherd,Female,9.0,9.98,Small,Moderate,Hard food,Purina,6.44,No,No,11.0,2.0,Active,1.0,393.05,No
Poodle,Female,8.0,14.97,Medium,Moderate,Hard food,Blue Buffalo,4.83,Yes,No,10.0,1.0,Low,1.0,532.74,Yes
Labrador Retriever,Female,8.0,15.88,Medium,Moderate,Wet food,Hill's Science,4.83,No,No,11.0,1.0,Low,1.0,556.85,Yes
Poodle,Female,13.0,24.04,Medium,Very Active,Hard food,Hill's Science,4.83,No,No,8.0,2.0,Very Active,1.0,759.97,Yes
Golden Retriever,Female,6.0,16.78,Medium,Active,Special diet,Purina,0.0,Yes,No,14.0,1.0,Very Active,1.0,580.35,Yes
Australian Shepherd,Male,6.0,18.14,Medium,Moderate,Home cooked,Special,3.22,No,No,13.0,2.0,Very Active,1.0,615.28,Yes
Beagle,Male,10.0,15.88,Medium,Low,Home cooked,Special,1.61,Yes,No,12.0,1.0,Low,2.0,556.85,Yes
Poodle,Female,4.0,22.68,Medium,Very Active,Wet food,Wellness,0.0,No,No,10.0,0.0,Active,2.0,727.5,Yes
Australian Shepherd,Female,13.0,19.96,Medium,Moderate,Home cooked,Special,1.61,Yes,No,11.0,1.0,Very Active,1.0,661.03,No
Great Dane,Female,5.0,19.05,Medium,Low,Hard food,Iams,4.83,Yes,No,10.0,1.0,Very Active,0.0,638.29,No
Dachshund,Male,6.0,22.68,Medium,Very Active,Special diet,Iams,3.22,Yes,No,10.0,0.0,Low,4.0,727.5,Yes
Rottweiler,Female,3.0,25.85,Large,Low,Special diet,Nutro,6.44,No,No,12.0,1.0,Low,3.0,802.5,Yes
Dachshund,Male,5.0,23.13,Medium,Active,Hard food,Hill's Science,0.0,Yes,No,11.0,2.0,Moderate,1.0,738.29,Yes
Boxer,Female,8.0,25.4,Large,Low,Hard food,Iams,3.22,No,No,8.0,1.0,Low,1.0,792.0,Yes
Dachshund,Male,1.0,14.97,Medium,Low,Wet food,Pedigree,3.22,No,No,14.0,1.0,Low,0.0,532.74,No
Siberian Husky,Male,11.0,35.38,Large,Very Active,Wet food,Pedigree,1.61,Yes,No,11.0,3.0,Active,1.0,1015.47,No
Great Dane,Male,9.0,32.66,Large,Active,Wet food,Hill's Science,3.22,Yes,No,11.0,1.0,Very Active,1.0,956.34,No
Rottweiler,Male,5.0,28.58,Large,Very Active,Home cooked,Special,6.44,No,No,11.0,2.0,Low,1.0,865.26,Yes
German Shepherd,Female,10.0,24.04,Medium,Active,Home cooked,Special,8.05,Yes,No,12.0,2.0,Active,0.0,759.97,Yes
Great Dane,Female,1.0,17.69,Medium,Very Active,Wet food,Nutro,3.22,No,No,12.0,0.0,Moderate,1.0,603.8,Yes
Beagle,Male,1.0,31.3,Large,Low,Wet food,Blue Buffalo,6.44,No,No,11.0,2.0,Very Active,2.0,926.31,Yes
Mixed/SRD,Male,1.0,28.12,Large,Low,Wet food,Royal Canin,6.44,Yes,Yes,11.0,4.0,Moderate,2.0,854.79,No
Great Dane,Male,3.0,38.56,Large,Low,Special diet,Blue Buffalo,1.61,Yes,No,11.0,1.0,Very Active,1.0,1083.18,Yes
Golden Retriever,Male,7.0,24.04,Medium,Active,Special diet,Pedigree,3.22,No,No,9.0,3.0,Moderate,2.0,759.97,Yes
Labrador Retriever,Male,10.0,17.24,Medium,Moderate,Hard food,Nutro,4.83,Yes,No,11.0,2.0,Moderate,1.0,592.24,No
Dachshund,Female,6.0,20.41,Medium,Very Active,Hard food,Royal Canin,4.83,Yes,No,11.0,1.0,Very Active,0.0,672.17,Yes
German Shepherd,Female,1.0,35.38,Large,Active,Wet food,Purina,4.83,No,No,12.0,2.0,Low,0.0,1015.47,No
German Shepherd,Male,11.0,19.96,Medium,Low,Special diet,Hill's Science,4.83,No,No,10.0,1.0,Low,1.0,661.03,Yes
Beagle,Male,13.0,26.31,Large,Moderate,Wet food,Pedigree,3.22,No,No,9.0,2.0,Low,2.0,813.18,No
Doberman,Male,1.0,21.32,Medium,Very Active,Hard food,Blue Buffalo,4.83,No,No,14.0,2.0,Very Active,0.0,694.53,Yes
Golden Retriever,Male,6.0,8.62,Small,Low,Wet food,Nutro,4.83,Yes,No,12.0,0.0,Very Active,0.0,352.15,No
Doberman,Female,9.0,21.77,Medium,Moderate,Hard food,Pedigree,1.61,Yes,No,12.0,4.0,Very Active,1.0,705.49,No
Doberman,Female,10.0,26.76,Large,Active,Wet food,Hill's Science,4.83,Yes,No,10.0,2.0,Moderate,4.0,823.59,Yes
Chihuahua,Female,13.0,28.58,Large,Very Active,Home cooked,Special,3.22,No,No,10.0,3.0,Very Active,1.0,865.26,Yes
Siberian Husky,Female,11.0,19.5,Medium,Active,Hard food,Royal Canin,3.22,No,No,13.0,1.0,Very Active,0.0,649.57,No
Chihuahua,Male,3.0,24.95,Medium,Low,Wet food,Blue Buffalo,0.0,No,No,12.0,1.0,Moderate,0.0,781.45,Yes
Great Dane,Male,7.0,28.12,Large,Active,Hard food,Hill's Science,4.83,No,No,13.0,2.0,Very Active,3.0,854.79,Yes
Bulldog,Male,7.0,11.34,Medium,Very Active,Wet food,Iams,4.83,No,No,12.0,2.0,Active,0.0,432.57,Yes
Australian Shepherd,Male,10.0,25.85,Large,Low,Special diet,Wellness,4.83,No,No,13.0,1.0,Very Active,1.0,802.5,Yes
Doberman,Male,8.0,23.13,Medium,Very Active,Home cooked,Special,4.83,Yes,No,11.0,3.0,Active,2.0,738.29,Yes
Boxer,Male,5.0,14.06,Medium,Low,Home cooked,Special,8.05,No,No,11.0,2.0,Very Active,3.0,508.26,Yes
Bulldog,Male,11.0,23.59,Medium,Active,Special diet,Hill's Science,4.83,No,No,11.0,1.0,Moderate,0.0,749.28,Yes
Siberian Husky,Female,9.0,20.87,Medium,Low,Hard food,Blue Buffalo,4.83,No,No,11.0,1.0,Very Active,2.0,683.5,Yes
Dachshund,Male,13.0,29.48,Large,Low,Home cooked,Special,3.22,No,No,13.0,2.0,Very Active,1.0,885.61,Yes
German Shepherd,Female,1.0,30.39,Large,Low,Hard food,Royal Canin,3.22,No,No,11.0,2.0,Very Active,4.0,906.04,Yes
Beagle,Female,8.0,15.88,Medium,Moderate,Wet food,Special,6.44,No,No,10.0,2.0,Low,3.0,556.85,Yes
German Shepherd,Female,8.0,16.78,Medium,Active,Hard food,Pedigree,8.05,No,No,10.0,0.0,Very Active,3.0,580.35,Yes
Rottweiler,Female,7.0,33.11,Large,Very Active,Special diet,Hill's Science,8.05,Yes,No,9.0,2.0,Very Active,3.0,966.2,Yes
Bulldog,Male,6.0,19.96,Medium,Low,Wet food,Nutro,3.22,Yes,No,11.0,0.0,Moderate,1.0,661.03,No
Labrador Retriever,Male,2.0,32.21,Large,Active,Wet food,Nutro,4.83,Yes,No,10.0,2.0,Very Active,2.0,946.44,Yes
Chihuahua,Male,7.0,22.23,Medium,Very Active,Wet food,Blue Buffalo,6.44,No,No,13.0,3.0,Active,3.0,716.64,Yes
Dachshund,Male,5.0,6.8,Small,Active,Special diet,Pedigree,4.83,Yes,No,11.0,3.0,Very Active,2.0,294.77,Yes
Australian Shepherd,Male,11.0,27.22,Large,Low,Wet food,Pedigree,0.0,Yes,No,10.0,3.0,Low,0.0,834.19,No
Siberian Husky,Female,7.0,24.95,Medium,Very Active,Home cooked,Special,3.22,Yes,No,12.0,1.0,Very Active,2.0,781.45,Yes
Australian Shepherd,Male,8.0,16.78,Medium,Active,Wet food,Royal Canin,1.61,Yes,Yes,12.0,2.0,Very Active,4.0,580.35,No
Poodle,Female,5.0,24.95,Medium,Very Active,Wet food,Special,4.83,Yes,No,11.0,2.0,Very Active,4.0,781.45,Yes
Australian Shepherd,Female,11.0,24.95,Medium,Low,Wet food,Iams,1.61,No,No,10.0,1.0,Active,1.0,781.45,No
Golden Retriever,Female,5.0,32.21,Large,Moderate,Wet food,Wellness,6.44,Yes,No,11.0,2.0,Very Active,1.0,946.44,Yes
Great Dane,Female,3.0,11.79,Medium,Active,Wet food,Blue Buffalo,1.61,No,No,11.0,1.0,Low,0.0,445.38,Yes
Rottweiler,Male,5.0,16.33,Medium,Low,Hard food,Purina,6.44,No,No,11.0,2.0,Very Active,0.0,568.64,Yes
Australian Shepherd,Male,3.0,22.68,Medium,Moderate,Wet food,Blue Buffalo,1.61,Yes,No,10.0,0.0,Very Active,3.0,727.5,No
Beagle,Female,2.0,20.87,Medium,Very Active,Hard food,Hill's Science,0.0,Yes,No,9.0,0.0,Moderate,1.0,683.5,Yes
German Shepherd,Female,13.0,23.13,Medium,Active,Wet food,Nutro,1.61,Yes,No,13.0,2.0,Low,4.0,738.29,No
Yorkshire Terrier,Male,5.0,24.95,Medium,Active,Special diet,Purina,3.22,No,No,10.0,1.0,Low,1.0,781.45,Yes
Bulldog,Female,9.0,19.05,Medium,Active,Hard food,Pedigree,1.61,Yes,No,9.0,1.0,Moderate,0.0,638.29,No
Labrador Retriever,Female,10.0,24.95,Medium,Very Active,Wet food,Blue Buffalo,8.05,Yes,No,11.0,2.0,Very Active,0.0,781.45,No
Great Dane,Female,7.0,19.05,Medium,Low,Wet food,Purina,4.83,Yes,No,12.0,2.0,Very Active,2.0,638.29,Yes
Doberman,Male,10.0,23.13,Medium,Low,Special diet,Hill's Science,4.83,Yes,No,12.0,3.0,Very Active,0.0,738.29,No
Bulldog,Female,3.0,29.94,Large,Low,Home cooked,Special,3.22,Yes,No,10.0,1.0,Very Active,1.0,895.96,Yes
Boxer,Male,10.0,29.94,Large,Active,Wet food,Purina,3.22,Yes,No,8.0,2.0,Very Active,1.0,895.96,No
Beagle,Female,10.0,24.04,Medium,Active,Hard food,Hill's Science,6.44,No,No,10.0,1.0,Moderate,2.0,759.97,Yes
Siberian Husky,Female,8.0,16.78,Medium,Active,Hard food,Royal Canin,8.05,No,No,10.0,0.0,Active,2.0,580.35,Yes
Australian Shepherd,Female,3.0,24.95,Medium,Active,Home cooked,Special,4.83,No,No,12.0,2.0,Very Active,1.0,781.45,Yes
Beagle,Female,12.0,26.76,Large,Very Active,Wet food,Wellness,4.83,Yes,No,10.0,2.0,Very Active,1.0,823.59,No
Boxer,Male,3.0,16.78,Medium,Active,Home cooked,Special,4.83,Yes,No,10.0,3.0,Low,0.0,580.35,Yes
Australian Shepherd,Male,1.0,9.98,Small,Active,Wet food,Hill's Science,1.61,No,No,11.0,1.0,Very Active,1.0,393.05,No
Beagle,Male,5.0,15.88,Medium,Low,Special diet,Hill's Science,0.0,No,Yes,11.0,1.0,Very Active,2.0,556.85,Yes
Golden Retriever,Male,5.0,23.13,Medium,Active,Home cooked,Special,4.83,Yes,No,9.0,1.0,Very Active,2.0,738.29,Yes
Boxer,Male,13.0,32.21,Large,Low,Hard food,Nutro,4.83,Yes,No,12.0,2.0,Active,0.0,946.44,No
Labrador Retriever,Male,7.0,11.34,Medium,Very Active,Wet food,Blue Buffalo,4.83,No,No,11.0,2.0,Very Active,2.0,432.57,Yes
Chihuahua,Male,6.0,15.42,Medium,Low,Home cooked,Special,3.22,Yes,Yes,11.0,3.0,Very Active,1.0,544.7,No
German Shepherd,Male,7.0,22.23,Medium,Moderate,Hard food,Purina,3.22,Yes,No,9.0,1.0,Active,4.0,716.64,No
Labrador Retriever,Male,1.0,26.76,Large,Very Active,Home cooked,Special,6.44,No,No,11.0,1.0,Very Active,1.0,823.59,Yes
Poodle,Female,12.0,19.5,Medium,Very Active,Hard food,Hill's Science,6.44,No,No,12.0,2.0,Low,0.0,649.57,Yes
German Shepherd,Female,2.0,26.31,Large,Active,Wet food,Wellness,4.83,Yes,No,13.0,1.0,Low,1.0,813.18,Yes
Rottweiler,Male,7.0,25.85,Large,Moderate,Wet food,Royal Canin,1.61,No,No,11.0,1.0,Moderate,1.0,802.5,Yes
Poodle,Male,9.0,23.13,Medium,Moderate,Special diet,Royal Canin,6.44,No,No,12.0,2.0,Active,1.0,738.29,Yes
Golden Retriever,Female,5.0,25.85,Large,Active,Home cooked,Special,4.83,No,No,11.0,2.0,Active,1.0,802.5,Yes
Great Dane,Female,7.0,33.57,Large,Active,Special diet,Purina,6.44,Yes,No,12.0,0.0,Active,4.0,976.25,Yes
Boxer,Female,8.0,10.89,Medium,Very Active,Home cooked,Special,1.61,No,No,10.0,2.0,Very Active,3.0,419.63,Yes
Doberman,Female,1.0,25.85,Large,Very Active,Wet food,Royal Canin,3.22,Yes,No,11.0,1.0,Very Active,1.0,802.5,No
Dachshund,Male,10.0,34.93,Large,Active,Wet food,Iams,3.22,Yes,No,14.0,2.0,Very Active,1.0,1005.77,Yes
Boxer,Female,5.0,21.32,Medium,Active,Wet food,Iams,3.22,No,No,12.0,4.0,Very Active,2.0,694.53,Yes
Labrador Retriever,Male,11.0,17.24,Medium,Low,Wet food,Royal Canin,8.05,No,No,9.0,2.0,Very Active,3.0,592.24,Yes
Doberman,Male,9.0,34.47,Large,Active,Wet food,Blue Buffalo,3.22,No,No,12.0,2.0,Low,2.0,995.82,Yes
Beagle,Female,7.0,12.25,Medium,Low,Hard food,Hill's Science,1.61,Yes,No,14.0,2.0,Low,3.0,458.35,No
Australian Shepherd,Male,6.0,24.04,Medium,Active,Hard food,Nutro,3.22,No,No,11.0,1.0,Very Active,3.0,759.97,Yes
Rottweiler,Female,12.0,12.25,Medium,Active,Special diet,Royal Canin,1.61,No,No,11.0,4.0,Low,3.0,458.35,Yes
Poodle,Female,6.0,23.13,Medium,Very Active,Home cooked,Special,0.0,Yes,No,13.0,2.0,Very Active,1.0,738.29,Yes
Doberman,Female,11.0,17.24,Medium,Low,Home cooked,Special,3.22,No,No,11.0,1.0,Moderate,2.0,592.24,Yes
Doberman,Male,6.0,32.66,Large,Very Active,Hard food,Iams,1.61,Yes,No,11.0,1.0,Active,2.0,956.34,Yes
Dachshund,Female,1.0,27.22,Large,Active,Wet food,Blue Buffalo,3.22,Yes,No,11.0,2.0,Very Active,0.0,834.19,No
Siberian Husky,Male,1.0,21.77,Medium,Low,Special diet,Purina,4.83,Yes,No,13.0,1.0,Moderate,1.0,705.49,Yes
German Shepherd,Male,2.0,35.38,Large,Active,Wet food,Hill's Science,1.61,No,No,11.0,3.0,Moderate,0.0,1015.47,Yes
Labrador Retriever,Male,7.0,14.06,Medium,Low,Wet food,Nutro,4.83,No,No,11.0,0.0,Active,0.0,508.26,Yes
Bulldog,Male,1.0,22.68,Medium,Active,Special diet,Blue Buffalo,4.83,No,No,12.0,1.0,Very Active,1.0,727.5,Yes
Chihuahua,Male,2.0,30.84,Large,Moderate,Home cooked,Special,8.05,No,No,13.0,2.0,Low,4.0,916.08,Yes
Labrador Retriever,Female,4.0,14.97,Medium,Low,Home cooked,Special,4.83,No,No,11.0,1.0,Active,0.0,532.74,Yes
German Shepherd,Male,4.0,24.04,Medium,Active,Home cooked,Special,9.66,Yes,No,12.0,2.0,Very Active,2.0,759.97,Yes
Doberman,Female,3.0,25.4,Large,Very Active,Home cooked,Special,4.83,No,No,10.0,4.0,Low,1.0,792.0,Yes
Mixed/SRD,Male,8.0,26.76,Large,Very Active,Special diet,Nutro,4.83,No,No,9.0,3.0,Low,1.0,823.59,Yes
Australian Shepherd,Male,5.0,21.32,Medium,Active,Wet food,Pedigree,3.22,No,No,11.0,2.0,Moderate,2.0,694.53,Yes
Chihuahua,Male,13.0,18.14,Medium,Very Active,Home cooked,Special,6.44,No,No,12.0,1.0,Active,0.0,615.28,Yes
Siberian Husky,Female,4.0,31.3,Large,Low,Special diet,Blue Buffalo,4.83,Yes,No,13.0,2.0,Low,1.0,926.31,Yes
Boxer,Female,2.0,25.4,Large,Low,Wet food,Wellness,4.83,Yes,No,10.0,2.0,Very Active,2.0,792.0,Yes
Poodle,Female,2.0,25.4,Large,Active,Special diet,Nutro,1.61,No,No,12.0,2.0,Active,3.0,792.0,Yes
Mixed/SRD,Female,7.0,15.88,Medium,Active,Hard food,Hill's Science,1.61,Yes,No,10.0,3.0,Active,1.0,556.85,No
Chihuahua,Male,12.0,19.5,Medium,Low,Wet food,Purina,1.61,No,No,14.0,2.0,Moderate,1.0,649.57,Yes
Yorkshire Terrier,Male,11.0,28.12,Large,Active,Home cooked,Special,3.22,Yes,No,12.0,1.0,Very Active,2.0,854.79,Yes
Mixed/SRD,Female,4.0,17.24,Medium,Moderate,Home cooked,Special,3.22,Yes,No,10.0,1.0,Moderate,3.0,592.24,Yes
Rottweiler,Female,6.0,31.3,Large,Active,Special diet,Hill's Science,4.83,Yes,No,12.0,0.0,Moderate,0.0,926.31,Yes
Mixed/SRD,Male,10.0,18.6,Medium,Active,Hard food,Blue Buffalo,3.22,Yes,Yes,14.0,0.0,Moderate,3.0,626.95,No
Labrador Retriever,Male,7.0,32.21,Large,Moderate,Home cooked,Special,4.83,No,No,11.0,2.0,Very Active,0.0,946.44,Yes
Doberman,Female,5.0,20.87,Medium,Active,Wet food,Purina,11.27,Yes,No,11.0,0.0,Very Active,4.0,683.5,Yes
Bulldog,Female,7.0,23.13,Medium,Very Active,Special diet,Purina,0.0,No,No,10.0,0.0,Active,0.0,738.29,Yes
Australian Shepherd,Female,2.0,29.03,Large,Very Active,Hard food,Purina,8.05,Yes,No,12.0,3.0,Low,0.0,875.45,No
Poodle,Female,8.0,14.51,Medium,Active,Hard food,Pedigree,3.22,No,No,12.0,1.0,Low,0.0,520.41,Yes
Great Dane,Female,6.0,31.3,Large,Active,Home cooked,Special,6.44,Yes,No,12.0,3.0,Moderate,2.0,926.31,Yes
Great Dane,Male,2.0,22.68,Medium,Active,Special diet,Royal Canin,8.05,Yes,No,10.0,1.0,Active,1.0,727.5,Yes
Yorkshire Terrier,Female,11.0,29.94,Large,Active,Wet food,Nutro,8.05,Yes,No,11.0,1.0,Very Active,2.0,895.96,No
Poodle,Male,7.0,25.85,Large,Active,Special diet,Pedigree,3.22,Yes,No,8.0,2.0,Very Active,2.0,802.5,Yes
Dachshund,Male,5.0,17.69,Medium,Active,Special diet,Purina,6.44,No,No,12.0,3.0,Very Active,1.0,603.8,Yes
Bulldog,Male,5.0,23.13,Medium,Very Active,Special diet,Wellness,6.44,No,No,8.0,1.0,Very Active,2.0,738.29,Yes
Poodle,Female,3.0,13.15,Medium,Very Active,Home cooked,Special,4.83,No,No,8.0,1.0,Moderate,1.0,483.38,Yes
Chihuahua,Female,2.0,16.78,Medium,Active,Special diet,Purina,1.61,Yes,No,12.0,2.0,Very Active,1.0,580.35,Yes
Australian Shepherd,Male,2.0,21.32,Medium,Active,Wet food,Hill's Science,1.61,No,No,11.0,1.0,Very Active,3.0,694.53,Yes
Bulldog,Female,11.0,14.97,Medium,Active,Special diet,Blue Buffalo,4.83,No,No,14.0,1.0,Low,3.0,532.74,Yes
Boxer,Female,12.0,22.68,Medium,Low,Wet food,Iams,4.83,No,No,11.0,2.0,Moderate,2.0,727.5,No
German Shepherd,Female,1.0,35.38,Large,Very Active,Home cooked,Special,0.0,No,No,12.0,0.0,Low,2.0,1015.47,Yes
Rottweiler,Female,1.0,15.88,Medium,Moderate,Wet food,Iams,3.22,No,No,12.0,2.0,Very Active,1.0,556.85,Yes
German Shepherd,Male,9.0,23.13,Medium,Low,Wet food,Hill's Science,0.0,No,No,9.0,2.0,Low,0.0,738.29,No
Australian Shepherd,Female,7.0,24.04,Medium,Very Active,Hard food,Hill's Science,3.22,Yes,No,12.0,1.0,Low,1.0,759.97,Yes
Poodle,Male,2.0,18.6,Medium,Active,Wet food,Blue Buffalo,4.83,No,No,13.0,3.0,Very Active,3.0,626.95,Yes
Rottweiler,Female,1.0,24.95,Medium,Active,Special diet,Royal Canin,1.61,No,No,9.0,2.0,Moderate,2.0,781.45,Yes
Rottweiler,Female,8.0,20.41,Medium,Moderate,Hard food,Blue Buffalo,1.61,No,No,11.0,2.0,Moderate,0.0,672.17,Yes
Golden Retriever,Male,11.0,11.34,Medium,Very Active,Hard food,Wellness,4.83,Yes,No,10.0,0.0,Moderate,1.0,432.57,No
Australian Shepherd,Male,8.0,19.5,Medium,Moderate,Hard food,Iams,3.22,No,Yes,11.0,0.0,Very Active,4.0,649.57,No
Yorkshire Terrier,Male,7.0,4.54,Small,Very Active,Hard food,Nutro,0.0,No,No,10.0,1.0,Moderate,2.0,217.72,Yes
Beagle,Female,12.0,18.14,Medium,Active,Hard food,Purina,1.61,No,No,10.0,1.0,Very Active,0.0,615.28,No
Australian Shepherd,Female,5.0,18.6,Medium,Active,Wet food,Pedigree,4.83,No,No,11.0,3.0,Very Active,1.0,626.95,Yes
Chihuahua,Male,10.0,19.05,Medium,Very Active,Special diet,Purina,3.22,No,No,9.0,3.0,Active,2.0,638.29,Yes
Yorkshire Terrier,Female,8.0,20.41,Medium,Active,Wet food,Hill's Science,4.83,No,No,12.0,2.0,Very Active,3.0,672.17,Yes
Doberman,Female,1.0,29.48,Large,Moderate,Wet food,Purina,6.44,No,No,10.0,2.0,Very Active,3.0,885.61,Yes
Chihuahua,Female,12.0,29.94,Large,Low,Home cooked,Special,8.05,Yes,No,12.0,2.0,Very Active,2.0,895.96,Yes
Golden Retriever,Female,13.0,26.31,Large,Very Active,Hard food,Royal Canin,1.61,No,No,12.0,3.0,Low,1.0,813.18,Yes
Great Dane,Female,2.0,21.32,Medium,Active,Hard food,Wellness,3.22,Yes,No,12.0,1.0,Very Active,1.0,694.53,Yes
Bulldog,Female,3.0,16.33,Medium,Low,Wet food,Hill's Science,0.0,Yes,No,14.0,1.0,Active,2.0,568.64,Yes
Boxer,Female,1.0,30.39,Large,Active,Wet food,Pedigree,9.66,No,Yes,10.0,1.0,Low,2.0,906.04,Yes
Doberman,Male,13.0,21.32,Medium,Active,Special diet,Wellness,4.83,No,No,12.0,0.0,Very Active,1.0,694.53,Yes
Golden Retriever,Female,6.0,26.76,Large,Active,Special diet,Nutro,3.22,No,No,9.0,2.0,Low,2.0,823.59,Yes
Great Dane,Female,6.0,29.94,Large,Low,Special diet,Iams,6.44,No,No,9.0,2.0,Very Active,1.0,895.96,Yes
Chihuahua,Male,7.0,33.57,Large,Active,Home cooked,Special,3.22,No,No,13.0,0.0,Active,1.0,976.25,Yes
Golden Retriever,Male,7.0,34.93,Large,Active,Home cooked,Special,0.0,Yes,No,10.0,1.0,Very Active,3.0,1005.77,No
German Shepherd,Male,3.0,8.16,Small,Very Active,Hard food,Pedigree,1.61,Yes,No,10.0,3.0,Low,1.0,337.96,No
German Shepherd,Male,2.0,16.78,Medium,Active,Hard food,Hill's Science,4.83,No,No,11.0,1.0,Active,2.0,580.35,Yes
Labrador Retriever,Female,11.0,21.32,Medium,Active,Wet food,Purina,3.22,No,No,11.0,1.0,Moderate,0.0,694.53,Yes
Rottweiler,Female,1.0,22.68,Medium,Active,Hard food,Nutro,4.83,Yes,No,12.0,1.0,Low,1.0,727.5,Yes
Boxer,Male,5.0,34.02,Large,Moderate,Wet food,Pedigree,1.61,No,No,11.0,2.0,Very Active,3.0,986.05,Yes
Rottweiler,Male,4.0,19.05,Medium,Low,Wet food,Hill's Science,3.22,Yes,No,10.0,3.0,Very Active,1.0,638.29,Yes
Great Dane,Female,9.0,19.05,Medium,Moderate,Special diet,Iams,6.44,Yes,No,11.0,0.0,Very Active,2.0,638.29,Yes
Poodle,Female,8.0,31.3,Large,Active,Hard food,Pedigree,4.83,No,No,12.0,3.0,Low,1.0,926.31,Yes
Mixed/SRD,Male,7.0,28.12,Large,Active,Hard food,Blue Buffalo,4.83,Yes,No,12.0,1.0,Very Active,1.0,854.79,Yes
Labrador Retriever,Female,8.0,27.22,Large,Very Active,Wet food,Royal Canin,4.83,No,No,9.0,0.0,Moderate,2.0,834.19,Yes
Labrador Retriever,Female,9.0,27.22,Large,Low,Special diet,Iams,1.61,No,No,11.0,1.0,Moderate,1.0,834.19,Yes
Doberman,Female,7.0,24.95,Medium,Active,Special diet,Purina,4.83,No,No,10.0,0.0,Very Active,3.0,781.45,Yes
Great Dane,Female,6.0,31.75,Large,Active,Special diet,Pedigree,3.22,No,No,11.0,1.0,Active,0.0,936.28,Yes
Bulldog,Male,6.0,31.3,Large,Low,Home cooked,Special,3.22,Yes,No,10.0,0.0,Low,2.0,926.31,Yes
Golden Retriever,Female,7.0,18.14,Medium,Active,Wet food,Iams,6.44,No,No,11.0,0.0,Low,1.0,615.28,Yes
Boxer,Male,11.0,20.87,Medium,Active,Home cooked,Special,6.44,Yes,No,10.0,2.0,Moderate,2.0,683.5,Yes
Doberman,Female,11.0,20.87,Medium,Low,Hard food,Iams,6.44,Yes,No,11.0,1.0,Active,0.0,683.5,No
Great Dane,Female,6.0,12.25,Medium,Active,Special diet,Nutro,8.05,Yes,No,11.0,1.0,Moderate,1.0,458.35,Yes
Golden Retriever,Female,2.0,35.38,Large,Active,Home cooked,Special,4.83,Yes,No,12.0,0.0,Very Active,2.0,1015.47,Yes
German Shepherd,Male,2.0,19.5,Medium,Active,Special diet,Purina,1.61,Yes,No,11.0,1.0,Active,2.0,649.57,Yes
German Shepherd,Female,8.0,19.05,Medium,Very Active,Home cooked,Special,9.66,No,No,11.0,1.0,Low,0.0,638.29,Yes
Doberman,Female,6.0,26.76,Large,Very Active,Hard food,Purina,4.83,Yes,No,12.0,2.0,Moderate,1.0,823.59,Yes
Beagle,Female,12.0,30.84,Large,Active,Wet food,Wellness,4.83,Yes,No,12.0,0.0,Very Active,3.0,916.08,Yes
Golden Retriever,Female,9.0,20.87,Medium,Very Active,Hard food,Iams,1.61,No,No,9.0,2.0,Very Active,2.0,683.5,No
