Raca,Sexo,Idade,peso_kg,porte_animal,Nivel_Atividade_Pet,Dieta_Atual,Marca_Racao,caminhada_diaria_km,Medicamentos,Convulsoes,Horas_Sono,Tempo_Brincadeira_Horas,Visitas_Anuais_Veterinario,calorias_diarias_RER,Status_Saude
Poodle,Macho,9.0,23.13,Médio,Ativo,Caseira,Special,6.44,Sim,Não,12.0,2.0,2.0,738.29,Sim
Yorkshire Terrier,Macho,13.0,25.85,Grande,Moderado,Ração Seca,Blue Buffalo,6.44,Sim,Não,14.0,1.0,4.0,802.5,Não
Bulldog,Fêmea,7.0,15.42,Médio,Ativo,Ração Seca,Hill's Science,4.83,Não,Não,10.0,2.0,3.0,544.7,Sim
Boxer,Fêmea,8.0,19.5,Médio,Ativo,Ração Seca,Royal Canin,4.83,Não,Não,9.0,1.0,2.0,649.57,Sim
Chihuahua,Macho,13.0,21.77,Médio,Moderado,Caseira,Special,4.83,Não,Não,11.0,0.0,1.0,705.49,Sim
Doberman,Macho,10.0,24.04,Médio,Ativo,Úmida,Purina,0.0,Sim,Sim,11.0,2.0,0.0,759.97,Não
Chihuahua,Fêmea,8.0,31.3,Grande,Ativo,Caseira,Special,3.22,Sim,Não,12.0,1.0,0.0,926.31,Sim
Beagle,Macho,2.0,23.13,Médio,Ativo,Especial,Hill's Science,4.83,Sim,Não,11.0,1.0,3.0,738.29,Sim
Chihuahua,Fêmea,11.0,29.48,Grande,Baixo,Ração Seca,Pedigree,1.61,Sim,Sim,11.0,2.0,4.0,885.61,Não
Beagle,Fêmea,13.0,19.05,Médio,Ativo,Especial,Blue Buffalo,4.83,Sim,Não,10.0,1.0,2.0,638.29,Sim
Bulldog,Macho,3.0,22.23,Médio,Ativo,Caseira,Special,3.22,Sim,Não,11.0,3.0,4.0,716.64,Sim
Chihuahua,Fêmea,13.0,13.61,Médio,Ativo,Especial,Hill's Science,3.22,Não,Não,13.0,1.0,2.0,496.01,Sim
Siberian Husky,Macho,12.0,16.78,Médio,Muito Ativo,Caseira,Special,4.83,Não,Não,12.0,2.0,1.0,580.35,Sim
Boxer,Macho,6.0,24.95,Médio,Moderado,Caseira,Special,1.61,Não,Não,11.0,1.0,1.0,781.45,Sim
German Shepherd,Fêmea,9.0,29.94,Grande,Muito Ativo,Caseira,Special,1.61,Não,Não,10.0,1.0,0.0,895.96,Sim
Dachshund,Macho,10.0,35.38,Grande,Moderado,Ração Seca,Purina,0.0,Não,Não,11.0,2.0,2.0,1015.47,Sim
Great Dane,Macho,2.0,8.62,Pequeno,Ativo,Úmida,Royal Canin,3.22,Não,Não,10.0,1.0,0.0,352.15,Não
Great Dane,Macho,4.0,22.68,Médio,Moderado,Úmida,Royal Canin,3.22,Não,Não,8.0,1.0,2.0,727.5,Sim
Doberman,Macho,10.0,19.5,Médio,Moderado,Caseira,Special,6.44,Não,Não,11.0,2.0,0.0,649.57,Sim
Beagle,Fêmea,12.0,27.67,Grande,Muito Ativo,Úmida,Hill's Science,6.44,Não,Não,12.0,0.0,1.0,844.51,Sim
Doberman,Fêmea,3.0,31.3,Grande,Ativo,Especial,Iams,4.83,Sim,Não,10.0,2.0,0.0,926.31,Sim
Dachshund,Macho,7.0,26.76,Grande,Muito Ativo,Ração Seca,Iams,1.61,Sim,Não,12.0,3.0,1.0,823.59,Sim
Golden Retriever,Macho,12.0,20.87,Médio,Muito Ativo,Especial,Blue Buffalo,4.83,Sim,Não,12.0,2.0,1.0,683.5,Sim
Siberian Husky,Macho,3.0,27.67,Grande,Moderado,Especial,Blue Buffalo,6.44,Sim,Não,10.0,0.0,1.0,844.51,Sim
Beagle,Fêmea,8.0,22.68,Médio,Ativo,Especial,Nutro,3.22,Não,Não,10.0,0.0,4.0,727.5,Sim
Dachshund,Macho,6.0,25.4,Grande,Ativo,Especial,Wellness,4.83,Não,Não,12.0,1.0,3.0,792.0,Sim
Siberian Husky,Fêmea,7.0,22.68,Médio,Ativo,Caseira,Special,4.83,Não,Não,11.0,0.0,0.0,727.5,Sim
Great Dane,Macho,2.0,19.96,Médio,Ativo,Úmida,Iams,3.22,Não,Não,9.0,1.0,3.0,661.03,Sim
Poodle,Fêmea,2.0,19.5,Médio,Muito Ativo,Caseira,Special,3.22,Não,Não,8.0,2.0,0.0,649.57,Sim
Golden Retriever,Macho,6.0,17.69,Médio,Moderado,Especial,Blue Buffalo,4.83,Sim,Não,9.0,2.0,1.0,603.8,Sim
SRD (Sem Raça Definida),Fêmea,5.0,16.33,Médio,Baixo,Especial,Special,3.22,Não,Não,10.0,2.0,1.0,568.64,Sim
Golden Retriever,Macho,7.0,24.95,Médio,Ativo,Especial,Purina,6.44,Não,Não,10.0,2.0,1.0,781.45,Sim
Doberman,Macho,8.0,23.59,Médio,Moderado,Caseira,Special,4.83,Sim,Não,12.0,3.0,1.0,749.28,Sim
Bulldog,Fêmea,6.0,32.21,Grande,Ativo,Especial,Wellness,6.44,Sim,Não,11.0,1.0,2.0,946.44,Sim
Dachshund,Fêmea,12.0,28.12,Grande,Muito Ativo,Especial,Purina,0.0,Não,Não,10.0,1.0,3.0,854.79,Sim
Australian Shepherd,Fêmea,11.0,14.97,Médio,Muito Ativo,Caseira,Special,4.83,Não,Não,11.0,1.0,1.0,532.74,Sim
Dachshund,Fêmea,4.0,18.6,Médio,Ativo,Caseira,Special,3.22,Não,Não,10.0,0.0,2.0,626.95,Sim
Bulldog,Fêmea,13.0,13.61,Médio,Ativo,Úmida,Blue Buffalo,4.83,Sim,Não,10.0,0.0,4.0,496.01,Não
Labrador Retriever,Macho,1.0,18.6,Médio,Muito Ativo,Caseira,Special,0.0,Não,Não,12.0,2.0,1.0,626.95,Sim
Australian Shepherd,Fêmea,6.0,28.58,Grande,Moderado,Caseira,Special,4.83,Não,Não,11.0,2.0,2.0,865.26,Sim
Dachshund,Fêmea,7.0,20.41,Médio,Muito Ativo,Caseira,Special,1.61,Sim,Não,9.0,1.0,2.0,672.17,Sim
Bulldog,Macho,1.0,16.33,Médio,Ativo,Caseira,Special,6.44,Não,Não,10.0,3.0,0.0,568.64,Sim
Chihuahua,Macho,10.0,38.56,Grande,Moderado,Caseira,Special,4.83,Sim,Não,14.0,3.0,3.0,1083.18,Não
Great Dane,Fêmea,12.0,9.07,Pequeno,Baixo,Caseira,Special,3.22,Sim,Não,12.0,3.0,3.0,365.85,Não
Beagle,Fêmea,10.0,17.24,Médio,Ativo,Especial,Iams,6.44,Sim,Não,11.0,0.0,3.0,592.24,Sim
Boxer,Fêmea,7.0,29.03,Grande,Ativo,Especial,Pedigree,6.44,Não,Não,14.0,1.0,3.0,875.45,Sim
Chihuahua,Fêmea,4.0,24.95,Médio,Baixo,Úmida,Iams,4.83,Sim,Não,12.0,3.0,0.0,781.45,Não
Labrador Retriever,Macho,8.0,22.68,Médio,Baixo,Úmida,Wellness,4.83,Não,Não,10.0,2.0,3.0,727.5,Sim
Yorkshire Terrier,Macho,9.0,22.68,Médio,Moderado,Caseira,Special,9.66,Sim,Não,11.0,2.0,1.0,727.5,Sim
Siberian Husky,Macho,1.0,17.69,Médio,Muito Ativo,Especial,Hill's Science,8.05,Não,Não,12.0,4.0,1.0,603.8,Sim
Doberman,Fêmea,9.0,28.58,Grande,Moderado,Especial,Royal Canin,1.61,Sim,Não,12.0,1.0,1.0,865.26,Sim
Chihuahua,Fêmea,9.0,17.24,Médio,Ativo,Ração Seca,Iams,4.83,Sim,Não,11.0,2.0,3.0,592.24,Não
SRD (Sem Raça Definida),Fêmea,13.0,11.79,Médio,Ativo,Úmida,Pedigree,3.22,Sim,Não,12.0,0.0,1.0,445.38,Não
Labrador Retriever,Fêmea,7.0,14.97,Médio,Baixo,Especial,Wellness,8.05,Sim,Não,11.0,2.0,3.0,532.74,Sim
Beagle,Fêmea,8.0,22.23,Médio,Muito Ativo,Úmida,Pedigree,3.22,Sim,Não,11.0,1.0,0.0,716.64,Sim
Golden Retriever,Macho,4.0,14.97,Médio,Ativo,Caseira,Special,1.61,Não,Não,11.0,1.0,4.0,532.74,Sim
Yorkshire Terrier,Fêmea,10.0,18.6,Médio,Muito Ativo,Ração Seca,Wellness,0.0,Sim,Sim,11.0,2.0,0.0,626.95,Não
Australian Shepherd,Macho,7.0,20.87,Médio,Moderado,Ração Seca,Pedigree,0.0,Não,Não,11.0,2.0,3.0,683.5,Não
Great Dane,Macho,13.0,24.04,Médio,Ativo,Caseira,Special,3.22,Não,Não,14.0,0.0,0.0,759.97,Sim
German Shepherd,Fêmea,8.0,24.95,Médio,Ativo,Caseira,Special,4.83,Não,Não,12.0,2.0,4.0,781.45,Sim
Bulldog,Fêmea,11.0,22.68,Médio,Ativo,Caseira,Special,4.83,Não,Não,13.0,0.0,2.0,727.5,Sim
Australian Shepherd,Macho,3.0,16.33,Médio,Muito Ativo,Caseira,Special,0.0,Não,Não,14.0,1.0,0.0,568.64,Sim
Chihuahua,Macho,6.0,18.6,Médio,Ativo,Caseira,Special,11.27,Não,Sim,10.0,2.0,1.0,626.95,Sim
Labrador Retriever,Macho,1.0,34.93,Grande,Ativo,Especial,Blue Buffalo,6.44,Sim,Não,13.0,1.0,1.0,1005.77,Sim
Great Dane,Fêmea,9.0,22.23,Médio,Ativo,Úmida,Hill's Science,4.83,Não,Não,13.0,1.0,2.0,716.64,Sim
Golden Retriever,Macho,5.0,23.59,Médio,Muito Ativo,Caseira,Special,6.44,Sim,Sim,9.0,0.0,3.0,749.28,Sim
SRD (Sem Raça Definida),Fêmea,3.0,23.59,Médio,Baixo,Ração Seca,Nutro,4.83,Sim,Não,9.0,1.0,0.0,749.28,Não
Bulldog,Fêmea,10.0,29.48,Grande,Ativo,Úmida,Hill's Science,4.83,Não,Não,11.0,2.0,2.0,885.61,Sim
Rottweiler,Macho,4.0,20.87,Médio,Moderado,Caseira,Special,1.61,Sim,Não,10.0,2.0,3.0,683.5,Sim
German Shepherd,Macho,12.0,16.33,Médio,Moderado,Ração Seca,Purina,3.22,Não,Não,10.0,3.0,2.0,568.64,Sim
Dachshund,Macho,12.0,26.76,Grande,Muito Ativo,Úmida,Pedigree,4.83,Sim,Não,11.0,1.0,0.0,823.59,Não
Australian Shepherd,Macho,12.0,24.49,Médio,Moderado,Especial,Purina,4.83,Não,Não,11.0,3.0,2.0,770.62,Sim
Boxer,Fêmea,1.0,13.61,Médio,Ativo,Especial,Purina,6.44,Sim,Não,9.0,2.0,1.0,496.01,Sim
Great Dane,Macho,2.0,13.15,Médio,Muito Ativo,Especial,Iams,8.05,Não,Não,8.0,0.0,2.0,483.38,Sim
Labrador Retriever,Macho,6.0,24.49,Médio,Muito Ativo,Ração Seca,Hill's Science,8.05,Não,Não,12.0,1.0,3.0,770.62,Sim
Bulldog,Fêmea,5.0,19.5,Médio,Moderado,Úmida,Purina,3.22,Não,Não,10.0,3.0,1.0,649.57,Sim
Golden Retriever,Fêmea,9.0,20.41,Médio,Moderado,Especial,Pedigree,3.22,Não,Não,10.0,1.0,3.0,672.17,Sim
SRD (Sem Raça Definida),Fêmea,7.0,29.03,Grande,Baixo,Especial,Iams,4.83,Sim,Não,11.0,1.0,3.0,875.45,Sim
Beagle,Macho,11.0,8.16,Pequeno,Muito Ativo,Especial,Royal Canin,1.61,Não,Não,13.0,0.0,0.0,337.96,Sim
Australian Shepherd,Macho,4.0,16.78,Médio,Baixo,Caseira,Special,4.83,Não,Não,8.0,1.0,2.0,580.35,Sim
Chihuahua,Macho,8.0,17.24,Médio,Baixo,Úmida,Purina,4.83,Sim,Não,12.0,3.0,0.0,592.24,Não
Rottweiler,Fêmea,11.0,24.49,Médio,Baixo,Especial,Special,0.0,Não,Não,9.0,4.0,1.0,770.62,Sim
Australian Shepherd,Macho,3.0,28.58,Grande,Muito Ativo,Ração Seca,Wellness,4.83,Não,Não,9.0,0.0,4.0,865.26,Sim
Bulldog,Macho,4.0,22.68,Médio,Baixo,Úmida,Nutro,1.61,Sim,Não,10.0,2.0,1.0,727.5,Não
Labrador Retriever,Macho,1.0,15.88,Médio,Baixo,Ração Seca,Special,4.83,Não,Não,12.0,2.0,1.0,556.85,Não
Boxer,Fêmea,8.0,23.59,Médio,Baixo,Caseira,Special,8.05,Sim,Não,12.0,2.0,1.0,749.28,Sim
Siberian Husky,Fêmea,10.0,25.85,Grande,Baixo,Caseira,Special,4.83,Não,Não,11.0,2.0,1.0,802.5,Sim
Golden Retriever,Macho,6.0,16.33,Médio,Ativo,Caseira,Special,9.66,Não,Não,11.0,1.0,2.0,568.64,Sim
Bulldog,Fêmea,2.0,19.96,Médio,Moderado,Especial,Wellness,4.83,Sim,Sim,14.0,1.0,0.0,661.03,Não
Dachshund,Macho,13.0,16.78,Médio,Baixo,Úmida,Hill's Science,6.44,Sim,Não,11.0,1.0,1.0,580.35,Não
Siberian Husky,Fêmea,6.0,31.3,Grande,Moderado,Ração Seca,Iams,8.05,Não,Não,10.0,0.0,1.0,926.31,Sim
Chihuahua,Fêmea,6.0,27.22,Grande,Ativo,Caseira,Special,4.83,Sim,Não,10.0,2.0,0.0,834.19,Sim
Boxer,Macho,10.0,13.15,Médio,Muito Ativo,Ração Seca,Iams,4.83,Sim,Não,13.0,1.0,0.0,483.38,Não
German Shepherd,Fêmea,3.0,21.77,Médio,Ativo,Ração Seca,Pedigree,0.0,Sim,Não,13.0,2.0,3.0,705.49,Sim
Golden Retriever,Fêmea,12.0,23.59,Médio,Ativo,Especial,Wellness,4.83,Não,Não,11.0,2.0,1.0,749.28,Sim
German Shepherd,Macho,6.0,21.77,Médio,Moderado,Ração Seca,Royal Canin,6.44,Não,Não,11.0,1.0,1.0,705.49,Sim
Chihuahua,Macho,11.0,19.5,Médio,Muito Ativo,Caseira,Special,3.22,Sim,Não,11.0,0.0,1.0,649.57,Sim
Rottweiler,Macho,3.0,21.77,Médio,Moderado,Caseira,Special,3.22,Não,Não,13.0,1.0,1.0,705.49,Sim
Rottweiler,Macho,5.0,17.69,Médio,Baixo,Ração Seca,Hill's Science,3.22,Sim,Não,14.0,0.0,0.0,603.8,Não
Boxer,Fêmea,10.0,21.32,Médio,Muito Ativo,Caseira,Special,3.22,Sim,Não,13.0,2.0,3.0,694.53,Sim
Bulldog,Macho,5.0,16.33,Médio,Muito Ativo,Caseira,Special,3.22,Não,Sim,11.0,2.0,0.0,568.64,Sim
Poodle,Fêmea,8.0,26.76,Grande,Ativo,Úmida,Royal Canin,3.22,Sim,Não,10.0,0.0,0.0,823.59,Não
Doberman,Macho,7.0,12.7,Médio,Ativo,Ração Seca,Royal Canin,4.83,Não,Não,9.0,3.0,1.0,470.92,Sim
Bulldog,Macho,12.0,26.76,Grande,Baixo,Caseira,Special,1.61,Sim,Não,9.0,3.0,1.0,823.59,Sim
Australian Shepherd,Macho,6.0,18.14,Médio,Ativo,Caseira,Special,4.83,Sim,Não,12.0,2.0,1.0,615.28,Sim
Australian Shepherd,Macho,13.0,13.61,Médio,Ativo,Especial,Nutro,3.22,Não,Não,10.0,2.0,0.0,496.01,Sim
Poodle,Fêmea,1.0,18.6,Médio,Muito Ativo,Ração Seca,Royal Canin,6.44,Sim,Não,12.0,2.0,2.0,626.95,Sim
Chihuahua,Fêmea,1.0,32.21,Grande,Moderado,Especial,Royal Canin,3.22,Não,Não,11.0,3.0,1.0,946.44,Sim
Dachshund,Macho,5.0,24.49,Médio,Muito Ativo,Especial,Nutro,4.83,Não,Não,13.0,1.0,0.0,770.62,Sim
Australian Shepherd,Macho,1.0,19.96,Médio,Muito Ativo,Especial,Nutro,3.22,Sim,Não,12.0,2.0,1.0,661.03,Sim
Australian Shepherd,Fêmea,1.0,32.66,Grande,Ativo,Ração Seca,Iams,0.0,Não,Sim,12.0,1.0,1.0,956.34,Sim
German Shepherd,Macho,4.0,9.98,Pequeno,Muito Ativo,Caseira,Special,3.22,Sim,Não,11.0,1.0,1.0,393.05,Sim
Great Dane,Macho,8.0,18.14,Médio,Moderado,Úmida,Iams,4.83,Sim,Não,11.0,1.0,1.0,615.28,Não
SRD (Sem Raça Definida),Macho,9.0,39.01,Grande,Baixo,Especial,Nutro,8.05,Sim,Não,12.0,2.0,1.0,1092.65,Não
Golden Retriever,Macho,10.0,28.58,Grande,Ativo,Especial,Royal Canin,4.83,Sim,Não,11.0,2.0,1.0,865.26,Sim
Yorkshire Terrier,Fêmea,4.0,30.84,Grande,Muito Ativo,Ração Seca,Purina,8.05,Sim,Não,12.0,0.0,2.0,916.08,Sim
Labrador Retriever,Fêmea,10.0,25.85,Grande,Baixo,Especial,Purina,3.22,Sim,Não,9.0,1.0,4.0,802.5,Sim
Dachshund,Macho,10.0,21.77,Médio,Ativo,Ração Seca,Pedigree,6.44,Sim,Não,12.0,0.0,3.0,705.49,Sim
Great Dane,Macho,5.0,30.39,Grande,Baixo,Caseira,Special,4.83,Sim,Não,11.0,0.0,2.0,906.04,Sim
Great Dane,Macho,1.0,19.96,Médio,Ativo,Especial,Iams,6.44,Sim,Não,9.0,0.0,3.0,661.03,Sim
Australian Shepherd,Macho,12.0,22.68,Médio,Ativo,Ração Seca,Blue Buffalo,0.0,Não,Não,9.0,1.0,4.0,727.5,Não
Bulldog,Fêmea,6.0,28.12,Grande,Muito Ativo,Ração Seca,Iams,3.22,Sim,Não,12.0,1.0,3.0,854.79,Sim
German Shepherd,Macho,4.0,24.95,Médio,Moderado,Ração Seca,Purina,3.22,Sim,Não,10.0,3.0,1.0,781.45,Sim
Doberman,Macho,6.0,21.32,Médio,Baixo,Úmida,Special,3.22,Não,Não,11.0,1.0,2.0,694.53,Sim
Yorkshire Terrier,Macho,10.0,25.85,Grande,Baixo,Especial,Wellness,4.83,Não,Não,11.0,1.0,2.0,802.5,Sim
Boxer,Fêmea,6.0,23.13,Médio,Muito Ativo,Ração Seca,Pedigree,1.61,Sim,Não,10.0,0.0,0.0,738.29,Não
Bulldog,Macho,12.0,22.68,Médio,Moderado,Ração Seca,Royal Canin,3.22,Não,Não,11.0,1.0,1.0,727.5,Não
Dachshund,Fêmea,8.0,26.76,Grande,Muito Ativo,Úmida,Hill's Science,8.05,Não,Não,12.0,2.0,3.0,823.59,Sim
Boxer,Macho,3.0,24.04,Médio,Muito Ativo,Caseira,Special,4.83,Sim,Não,9.0,3.0,2.0,759.97,Sim
German Shepherd,Fêmea,1.0,17.24,Médio,Muito Ativo,Ração Seca,Blue Buffalo,1.61,Sim,Não,11.0,3.0,1.0,592.24,Sim
Rottweiler,Macho,3.0,19.96,Médio,Baixo,Caseira,Special,4.83,Não,Não,10.0,2.0,0.0,661.03,Sim
Dachshund,Macho,3.0,19.5,Médio,Ativo,Especial,Purina,6.44,Não,Não,10.0,0.0,1.0,649.57,Sim
Siberian Husky,Fêmea,1.0,22.68,Médio,Ativo,Caseira,Special,0.0,Não,Não,11.0,3.0,1.0,727.5,Sim
Yorkshire Terrier,Macho,5.0,28.58,Grande,Moderado,Úmida,Royal Canin,4.83,Sim,Não,12.0,1.0,3.0,865.26,Sim
Labrador Retriever,Fêmea,1.0,19.96,Médio,Baixo,Especial,Blue Buffalo,1.61,Sim,Não,10.0,3.0,3.0,661.03,Sim
Beagle,Macho,3.0,20.87,Médio,Baixo,Caseira,Special,6.44,Não,Não,11.0,2.0,3.0,683.5,Sim
Boxer,Macho,2.0,22.23,Médio,Baixo,Ração Seca,Royal Canin,4.83,Sim,Não,11.0,2.0,3.0,716.64,Sim
Labrador Retriever,Macho,8.0,31.3,Grande,Ativo,Caseira,Special,4.83,Sim,Não,9.0,2.0,1.0,926.31,Sim
Boxer,Macho,1.0,19.05,Médio,Ativo,Ração Seca,Royal Canin,6.44,Não,Não,12.0,1.0,0.0,638.29,Não
Beagle,Fêmea,7.0,24.49,Médio,Ativo,Ração Seca,Hill's Science,6.44,Sim,Não,9.0,1.0,1.0,770.62,Sim
Poodle,Fêmea,8.0,22.23,Médio,Muito Ativo,Ração Seca,Nutro,3.22,Sim,Não,13.0,2.0,1.0,716.64,Sim
Poodle,Fêmea,1.0,24.04,Médio,Ativo,Caseira,Special,4.83,Sim,Sim,11.0,1.0,1.0,759.97,Não
Siberian Husky,Fêmea,6.0,37.19,Grande,Baixo,Úmida,Pedigree,1.61,Sim,Não,13.0,1.0,1.0,1054.19,Não
Bulldog,Fêmea,2.0,21.32,Médio,Baixo,Úmida,Purina,4.83,Não,Não,8.0,2.0,1.0,694.53,Sim
Golden Retriever,Macho,10.0,25.4,Grande,Ativo,Caseira,Special,4.83,Não,Não,11.0,1.0,1.0,792.0,Sim
Beagle,Fêmea,10.0,9.98,Pequeno,Ativo,Úmida,Special,0.0,Sim,Não,9.0,2.0,3.0,393.05,Não
Golden Retriever,Macho,6.0,26.76,Grande,Muito Ativo,Caseira,Special,6.44,Não,Não,12.0,2.0,3.0,823.59,Sim
German Shepherd,Macho,8.0,23.59,Médio,Ativo,Caseira,Special,0.0,Não,Não,13.0,1.0,2.0,749.28,Sim
Beagle,Macho,6.0,19.96,Médio,Moderado,Úmida,Wellness,1.61,Não,Não,9.0,2.0,2.0,661.03,Sim
German Shepherd,Fêmea,2.0,15.88,Médio,Baixo,Úmida,Blue Buffalo,1.61,Sim,Sim,12.0,2.0,0.0,556.85,Não
Beagle,Macho,8.0,14.97,Médio,Baixo,Ração Seca,Nutro,3.22,Não,Não,11.0,2.0,2.0,532.74,Sim
German Shepherd,Fêmea,5.0,28.12,Grande,Ativo,Úmida,Blue Buffalo,6.44,Não,Não,10.0,1.0,3.0,854.79,Sim
Poodle,Macho,4.0,23.13,Médio,Ativo,Especial,Pedigree,4.83,Sim,Não,8.0,3.0,4.0,738.29,Sim
Siberian Husky,Fêmea,12.0,30.39,Grande,Ativo,Úmida,Hill's Science,6.44,Sim,Não,13.0,0.0,3.0,906.04,Sim
Labrador Retriever,Macho,8.0,18.14,Médio,Ativo,Ração Seca,Blue Buffalo,0.0,Sim,Não,14.0,1.0,0.0,615.28,Não
Boxer,Fêmea,10.0,29.48,Grande,Ativo,Ração Seca,Purina,3.22,Não,Não,10.0,1.0,2.0,885.61,Sim
Golden Retriever,Fêmea,2.0,4.54,Pequeno,Ativo,Especial,Blue Buffalo,4.83,Sim,Não,9.0,2.0,3.0,217.72,Sim
Chihuahua,Fêmea,5.0,20.87,Médio,Moderado,Especial,Wellness,0.0,Sim,Sim,11.0,2.0,3.0,683.5,Sim
Golden Retriever,Macho,9.0,26.76,Grande,Ativo,Caseira,Special,1.61,Não,Não,9.0,3.0,0.0,823.59,Sim
Beagle,Macho,9.0,31.75,Grande,Ativo,Úmida,Blue Buffalo,3.22,Não,Não,10.0,2.0,3.0,936.28,Sim
Poodle,Fêmea,11.0,25.4,Grande,Moderado,Úmida,Purina,6.44,Não,Não,8.0,2.0,1.0,792.0,Não
Poodle,Macho,9.0,20.41,Médio,Muito Ativo,Especial,Blue Buffalo,4.83,Sim,Não,11.0,2.0,2.0,672.17,Sim
Siberian Husky,Fêmea,8.0,30.39,Grande,Baixo,Úmida,Blue Buffalo,6.44,Não,Não,11.0,2.0,0.0,906.04,Não
Bulldog,Fêmea,3.0,20.41,Médio,Moderado,Úmida,Wellness,3.22,Sim,Não,11.0,3.0,3.0,672.17,Não
Golden Retriever,Fêmea,1.0,16.78,Médio,Muito Ativo,Caseira,Special,6.44,Sim,Não,9.0,0.0,2.0,580.35,Sim
SRD (Sem Raça Definida),Macho,8.0,22.68,Médio,Baixo,Ração Seca,Hill's Science,6.44,Sim,Não,11.0,2.0,2.0,727.5,Sim
German Shepherd,Fêmea,5.0,31.3,Grande,Moderado,Especial,Purina,3.22,Não,Não,12.0,0.0,1.0,926.31,Não
Yorkshire Terrier,Fêmea,7.0,21.32,Médio,Moderado,Caseira,Special,8.05,Sim,Não,11.0,3.0,0.0,694.53,Não
Rottweiler,Fêmea,7.0,18.14,Médio,Baixo,Úmida,Iams,3.22,Não,Não,12.0,2.0,1.0,615.28,Sim
Great Dane,Fêmea,4.0,18.6,Médio,Moderado,Especial,Iams,6.44,Sim,Não,9.0,2.0,1.0,626.95,Sim
Siberian Husky,Fêmea,1.0,32.21,Grande,Ativo,Ração Seca,Hill's Science,4.83,Não,Não,10.0,1.0,2.0,946.44,Sim
Golden Retriever,Macho,9.0,18.14,Médio,Muito Ativo,Especial,Wellness,0.0,Sim,Não,11.0,1.0,0.0,615.28,Sim
Labrador Retriever,Macho,1.0,29.03,Grande,Baixo,Especial,Purina,4.83,Não,Não,13.0,1.0,1.0,875.45,Sim
Yorkshire Terrier,Fêmea,11.0,26.76,Grande,Moderado,Ração Seca,Royal Canin,3.22,Sim,Não,10.0,2.0,4.0,823.59,Não
Rottweiler,Macho,2.0,27.22,Grande,Ativo,Úmida,Wellness,8.05,Não,Não,8.0,1.0,2.0,834.19,Sim
Beagle,Fêmea,6.0,25.4,Grande,Moderado,Especial,Wellness,1.61,Não,Não,11.0,2.0,1.0,792.0,Sim
Rottweiler,Macho,2.0,27.67,Grande,Ativo,Caseira,Special,4.83,Não,Não,12.0,2.0,3.0,844.51,Sim
Dachshund,Fêmea,10.0,26.31,Grande,Baixo,Caseira,Special,8.05,Sim,Não,12.0,1.0,0.0,813.18,Não
SRD (Sem Raça Definida),Fêmea,10.0,25.4,Grande,Baixo,Especial,Royal Canin,4.83,Não,Sim,13.0,2.0,1.0,792.0,Sim
Siberian Husky,Macho,8.0,23.13,Médio,Ativo,Caseira,Special,1.61,Sim,Não,13.0,0.0,3.0,738.29,Sim
Poodle,Macho,10.0,17.69,Médio,Moderado,Especial,Iams,3.22,Não,Não,10.0,2.0,1.0,603.8,Sim
German Shepherd,Fêmea,13.0,22.68,Médio,Moderado,Caseira,Special,1.61,Não,Não,11.0,2.0,1.0,727.5,Sim
Yorkshire Terrier,Macho,7.0,23.59,Médio,Muito Ativo,Ração Seca,Iams,4.83,Sim,Não,10.0,4.0,1.0,749.28,Sim
Poodle,Fêmea,7.0,16.33,Médio,Muito Ativo,Úmida,Iams,6.44,Não,Não,13.0,3.0,2.0,568.64,Sim
SRD (Sem Raça Definida),Fêmea,7.0,19.96,Médio,Ativo,Úmida,Pedigree,6.44,Sim,Não,9.0,2.0,2.0,661.03,Sim
Boxer,Fêmea,2.0,25.85,Grande,Baixo,Caseira,Special,4.83,Não,Não,11.0,2.0,2.0,802.5,Sim
Golden Retriever,Macho,2.0,28.12,Grande,Ativo,Caseira,Special,6.44,Não,Não,8.0,1.0,0.0,854.79,Sim
Chihuahua,Fêmea,9.0,19.5,Médio,Ativo,Ração Seca,Purina,6.44,Não,Não,11.0,2.0,1.0,649.57,Sim
Chihuahua,Fêmea,4.0,19.96,Médio,Baixo,Caseira,Special,8.05,Sim,Não,11.0,2.0,2.0,661.03,Sim
Labrador Retriever,Macho,3.0,24.49,Médio,Moderado,Especial,Purina,6.44,Não,Não,12.0,1.0,1.0,770.62,Sim
Golden Retriever,Macho,13.0,27.22,Grande,Muito Ativo,Caseira,Special,4.83,Não,Não,10.0,3.0,2.0,834.19,Sim
Boxer,Fêmea,11.0,12.7,Médio,Moderado,Ração Seca,Royal Canin,3.22,Não,Não,14.0,2.0,2.0,470.92,Sim
Great Dane,Macho,12.0,22.68,Médio,Muito Ativo,Caseira,Special,0.0,Não,Não,11.0,1.0,0.0,727.5,Sim
Golden Retriever,Fêmea,4.0,34.93,Grande,Baixo,Úmida,Royal Canin,4.83,Não,Não,13.0,2.0,0.0,1005.77,Sim
Rottweiler,Fêmea,1.0,16.78,Médio,Ativo,Caseira,Special,3.22,Sim,Não,12.0,2.0,2.0,580.35,Sim
Doberman,Macho,8.0,19.05,Médio,Moderado,Ração Seca,Iams,6.44,Não,Não,11.0,3.0,2.0,638.29,Sim
SRD (Sem Raça Definida),Fêmea,9.0,19.5,Médio,Moderado,Caseira,Special,0.0,Não,Não,11.0,3.0,0.0,649.57,Sim
